account_id,ml_indicator,checking_only_indicator,prior_ctr_indicator,address_change_2x_indicator,cross_border_trx_indicator,in_person_contact_indicator,linkedin_indicator,atm_deposit_indicator,trx_10ksum_indicator,common_merchant_indicator,direct_deposit_indicator,marital_status,primary_transfer_cat,citizenship_country_risk,occupation_risk,num_transactions,num_acctbal_chgs_gt2000,distance_to_employer,distance_to_bank,income,credit_score,ml_indicator_type,marital_status_type,primary_transfer_cat_type,id_suspicious_activity_reported,id_identified_by_employee,id_account_activity_1w
7175,0,1,0,0,1,1,1,1,0,0,1,0,2,1,0,38,43,6,12,44196,732,no_money_launder,single,wire,false,false,false
7176,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,25,14,4,3,25862,675,no_money_launder,married,check,false,false,false
7177,0,0,1,0,0,1,1,1,0,0,1,1,1,0,2,113,22,5,12,49643,792,no_money_launder,married,check,false,false,false
7178,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3,50,24,2,6,13621,691,no_money_launder,married,cash,false,false,false
7179,0,0,1,0,1,0,1,1,0,1,1,0,2,2,1,452,109,4,12,73041,615,no_money_launder,single,wire,false,false,true
7180,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,17,1,8,5,139717,746,no_money_launder,single,cash,false,true,false
7181,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,56,9,5,23,30053,716,no_money_launder,single,check,false,false,false
7182,0,0,0,1,1,1,0,1,0,0,1,2,0,0,0,30,11,8,5,57865,720,no_money_launder,divorced,cash,false,false,false
7183,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,51,48,37,8,62019,738,no_money_launder,married,check,false,true,false
7184,0,1,1,1,0,1,1,1,0,0,0,1,1,0,4,78,93,3,5,60341,755,no_money_launder,married,check,false,false,false
7185,0,0,1,0,1,0,0,1,0,0,1,2,2,0,0,37,9,3,50,9821,683,no_money_launder,divorced,wire,false,false,false
7186,0,0,0,1,1,0,0,1,0,1,1,2,1,2,1,51,15,3,23,31486,661,no_money_launder,divorced,check,false,false,false
7187,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,253,7,4,1,47178,736,no_money_launder,divorced,check,false,false,false
7188,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,18,39,5,5,50392,658,no_money_launder,single,check,false,false,false
7189,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,9,31,26,11,32008,714,no_money_launder,single,wire,false,false,false
7190,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,33,22,16,2,41403,742,no_money_launder,single,wire,false,false,true
7191,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,192,4,3,1,28640,615,no_money_launder,married,wire,false,false,false
7192,0,0,1,1,1,1,0,0,0,0,1,1,2,2,3,57,33,2,14,82157,697,no_money_launder,married,wire,false,false,true
7193,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,125,19,5,36,55944,749,no_money_launder,married,check,false,false,true
7194,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,221,92,4,21,8498,666,no_money_launder,divorced,check,false,false,false
7195,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,78,7,1,5,86934,763,no_money_launder,married,check,false,false,true
7196,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,37,16,4,13,73956,730,no_money_launder,divorced,check,false,false,true
7197,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,333,42,2,25,65929,660,no_money_launder,single,check,false,false,false
7198,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,464,24,4,15,9779,793,no_money_launder,married,cash,false,false,false
7199,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,78,143,9,14,104819,798,no_money_launder,divorced,check,false,false,true
7200,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,30,23,1,14,53537,738,no_money_launder,divorced,check,false,false,true
7201,0,1,0,0,1,1,0,0,0,1,1,1,1,0,6,81,163,5,1,112969,749,no_money_launder,married,check,false,false,false
7202,0,0,1,0,1,1,1,1,0,0,0,0,1,4,5,87,12,12,14,61228,716,no_money_launder,single,check,false,false,false
7203,0,0,0,1,1,0,1,1,0,0,1,2,1,1,0,208,22,4,5,23523,742,no_money_launder,divorced,check,false,false,false
7204,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,120,15,1,6,74641,664,no_money_launder,married,check,false,true,false
7205,0,0,1,0,0,0,1,1,0,0,1,0,1,6,2,349,6,2,11,7701,682,no_money_launder,single,check,false,false,false
7206,0,1,1,1,0,0,1,1,0,0,0,1,1,5,0,57,41,1,12,109980,724,no_money_launder,married,check,false,false,false
7207,0,0,1,1,1,1,1,0,0,0,1,1,1,3,0,76,35,5,4,46315,589,no_money_launder,married,check,false,false,false
7208,0,0,0,0,1,1,1,1,0,0,1,2,1,1,1,33,25,3,12,28573,710,no_money_launder,divorced,check,false,false,false
7209,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,31,130,2,5,13739,785,no_money_launder,married,check,false,false,true
7210,0,0,1,0,1,1,0,0,0,0,1,1,1,2,0,47,157,1,2,28844,694,no_money_launder,married,check,false,false,false
7211,0,1,0,1,1,1,0,0,0,1,1,1,2,1,1,339,6,10,7,213006,668,no_money_launder,married,wire,false,false,false
7212,0,1,0,0,0,0,1,1,0,0,1,1,1,0,2,394,145,1,1,47214,653,no_money_launder,married,check,false,false,false
7213,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,130,4,3,2,67989,791,no_money_launder,single,check,false,false,false
7214,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,11,248,5,3,21128,730,no_money_launder,married,check,false,false,false
7215,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,13,25,1,4,15191,776,no_money_launder,divorced,check,false,false,true
7216,0,0,0,0,1,1,1,1,0,0,1,2,1,1,0,377,7,7,5,60972,665,no_money_launder,divorced,check,false,true,false
7217,0,0,0,0,1,1,1,0,0,0,1,0,1,1,4,90,86,6,14,225331,536,no_money_launder,single,check,false,false,false
7218,0,1,1,0,0,1,0,1,0,0,1,1,2,2,0,89,12,4,3,63795,713,no_money_launder,married,wire,false,false,false
7219,0,0,0,0,1,0,1,0,0,0,1,1,2,0,7,92,4,19,3,67226,734,no_money_launder,married,wire,false,false,false
7220,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,78,147,5,21,48299,573,no_money_launder,single,wire,false,false,false
7221,0,0,1,1,1,1,1,1,0,0,1,1,2,1,3,54,10,2,30,70005,681,no_money_launder,married,wire,false,false,false
7222,0,0,0,1,1,1,1,1,0,0,1,2,1,1,3,36,43,1,14,49427,713,no_money_launder,divorced,check,false,false,true
7223,0,1,0,0,0,1,1,1,0,0,1,1,2,2,4,14,107,5,14,50743,707,no_money_launder,married,wire,false,false,true
7224,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,3,46,5,3,13017,724,no_money_launder,divorced,wire,false,false,false
7225,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,91,21,3,8,56237,744,no_money_launder,married,check,false,false,false
7226,0,0,0,0,1,1,0,1,0,0,0,2,1,3,1,251,21,1,11,28730,620,no_money_launder,divorced,check,false,true,false
7227,0,1,1,0,0,1,1,1,0,0,1,2,2,1,0,54,7,5,24,42043,523,no_money_launder,divorced,wire,false,false,false
7228,0,0,0,0,0,1,1,0,0,0,1,1,0,2,2,13,36,5,1,22798,596,no_money_launder,married,cash,false,false,false
7229,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,46,1,1,11,25611,709,no_money_launder,married,check,false,false,false
7230,0,0,1,0,1,1,1,1,0,0,1,0,0,3,0,60,48,26,1,97575,739,no_money_launder,single,cash,false,false,false
7231,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,14,13,2,11,67745,678,no_money_launder,married,cash,false,false,false
7232,0,0,0,0,0,0,1,1,0,1,0,0,1,5,4,89,25,4,1,45621,699,no_money_launder,single,check,true,false,true
7233,0,0,0,0,1,1,1,0,0,0,1,1,2,2,1,93,8,8,14,47385,797,no_money_launder,married,wire,false,false,true
7234,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,461,85,8,3,7367,669,no_money_launder,married,wire,false,false,true
7235,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,129,9,1,20,13840,630,no_money_launder,single,check,false,false,false
7236,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,24,191,5,15,49304,671,no_money_launder,married,check,false,false,false
7237,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,31,138,5,13,67558,654,no_money_launder,married,check,false,false,true
7238,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,205,50,9,15,42855,691,no_money_launder,single,check,false,false,false
7239,0,0,1,0,0,0,1,1,0,0,1,2,1,1,0,38,37,1,8,138804,675,no_money_launder,divorced,check,false,false,false
7240,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,20,43,1,13,53750,611,no_money_launder,single,check,false,false,true
7241,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,81,30,3,1,9431,663,no_money_launder,married,check,false,false,false
7242,0,0,0,0,0,0,1,1,0,0,0,1,1,6,0,168,19,5,13,59550,638,no_money_launder,married,check,false,true,true
7243,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,72,20,2,1,77441,627,no_money_launder,single,cash,false,false,true
7244,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,63,12,5,4,67944,736,no_money_launder,married,check,false,false,false
7245,0,0,1,1,1,1,0,0,0,0,0,1,1,2,2,122,3,1,4,73565,710,no_money_launder,married,check,false,false,false
7246,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,61,34,4,4,66367,729,no_money_launder,married,cash,false,false,false
7247,0,0,0,1,1,0,1,1,1,0,1,0,2,6,0,13,83,25,15,47349,709,no_money_launder,single,wire,false,false,false
7248,0,0,1,0,0,1,1,1,0,1,1,2,0,1,0,9,143,5,3,76442,685,no_money_launder,divorced,cash,false,true,true
7249,0,1,0,0,1,1,0,1,0,0,1,2,0,2,2,16,13,27,15,31720,660,no_money_launder,divorced,cash,false,false,false
7250,0,1,0,1,0,1,1,0,0,0,1,2,1,1,0,19,30,2,14,27093,627,no_money_launder,divorced,check,false,false,false
7251,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,192,40,4,13,131861,736,no_money_launder,divorced,check,false,false,false
7252,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,83,19,4,4,52814,703,no_money_launder,single,check,false,false,true
7253,0,1,0,0,0,0,1,1,0,0,1,2,1,1,3,77,239,5,20,8300,714,no_money_launder,divorced,check,false,false,false
7254,0,0,0,0,0,0,1,0,0,0,1,2,1,3,0,87,3,5,14,7408,685,no_money_launder,divorced,check,false,false,true
7255,0,0,1,1,1,1,0,1,0,0,1,2,1,1,4,313,2,7,29,94824,693,no_money_launder,divorced,check,false,false,false
7256,0,1,1,0,1,1,0,0,1,0,1,2,1,1,3,9,17,8,2,53400,644,no_money_launder,divorced,check,false,false,true
7257,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,313,156,10,4,31216,810,no_money_launder,divorced,check,false,false,false
7258,0,0,1,0,1,1,1,1,0,0,0,1,1,2,2,182,244,8,1,8204,696,no_money_launder,married,check,false,false,false
7259,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,269,219,3,13,67502,643,no_money_launder,married,check,false,false,false
7260,0,0,0,1,0,0,1,1,1,1,1,1,1,4,0,88,148,3,11,106927,670,no_money_launder,married,check,false,false,false
7261,0,1,1,0,1,1,1,1,0,1,0,2,1,2,2,27,49,4,13,50849,743,no_money_launder,divorced,check,false,false,true
7262,0,1,1,0,0,1,0,0,0,1,0,2,1,1,2,27,21,41,1,5789,721,no_money_launder,divorced,check,false,false,false
7263,0,0,0,0,1,1,1,0,0,0,1,0,1,3,2,45,5,3,30,53128,714,no_money_launder,single,check,false,false,false
7264,0,0,1,0,1,1,0,0,0,0,1,1,1,3,1,66,16,9,5,44352,739,no_money_launder,married,check,false,false,true
7265,0,1,0,0,1,0,1,1,0,0,1,1,1,0,4,74,128,1,4,80834,741,no_money_launder,married,check,false,false,false
7266,0,1,1,1,0,1,1,1,0,0,0,2,1,1,0,54,43,5,15,90252,668,no_money_launder,divorced,check,false,false,false
7267,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,20,8,1,5,32408,672,no_money_launder,married,check,false,false,false
7268,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,1,74,2,40,83284,746,no_money_launder,divorced,check,false,false,true
7269,0,0,0,1,0,1,1,1,0,0,1,1,1,2,0,3,168,5,5,54157,649,no_money_launder,married,check,false,false,false
7270,0,0,0,0,1,1,1,0,0,0,1,2,1,7,2,69,2,2,14,58345,703,no_money_launder,divorced,check,false,false,true
7271,0,0,0,0,1,1,0,1,0,0,1,2,1,1,0,17,16,1,4,16713,680,no_money_launder,divorced,check,false,false,false
7272,0,1,1,0,0,0,0,0,0,0,1,1,1,1,3,90,67,4,28,26545,731,no_money_launder,married,check,false,false,false
7273,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,49,28,1,15,158422,706,no_money_launder,married,check,false,false,false
7274,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,476,164,1,4,72261,775,no_money_launder,single,check,false,false,false
7275,0,0,1,0,0,1,0,0,0,0,1,1,2,3,0,47,159,5,12,72099,728,no_money_launder,married,wire,false,false,false
7276,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,357,10,4,4,33437,653,no_money_launder,single,check,false,true,false
7277,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,41,59,6,27,71613,734,no_money_launder,married,check,false,false,false
7278,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,20,5,2,120723,665,no_money_launder,married,check,false,false,false
7279,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,30,9,1,13,68890,620,no_money_launder,married,check,false,false,false
7280,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,25,24,2,20,8182,717,no_money_launder,single,wire,false,false,false
7281,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,97,14,1,1,68869,704,no_money_launder,married,cash,false,false,false
7282,0,1,0,0,0,1,0,1,1,0,1,2,1,6,6,30,1,2,3,128004,762,no_money_launder,divorced,check,false,false,true
7283,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,37,54,1,1,71123,764,no_money_launder,married,check,false,false,true
7284,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,76,78,3,5,10600,644,no_money_launder,married,check,false,false,false
7285,0,1,0,0,1,1,1,0,0,0,1,2,1,2,0,71,17,2,8,57153,785,no_money_launder,divorced,check,false,false,true
7286,0,0,0,1,1,1,1,0,0,0,0,0,1,0,7,133,72,5,15,74573,734,no_money_launder,single,check,false,false,false
7287,0,0,0,0,1,1,0,1,0,0,1,0,1,3,6,230,19,1,15,48178,588,no_money_launder,single,check,false,false,false
7288,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,22,11,3,22,79721,601,no_money_launder,married,check,false,false,false
7289,0,0,1,0,0,1,0,1,0,1,0,0,2,2,5,77,1,9,19,63519,758,no_money_launder,single,wire,false,false,false
7290,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,81,84,23,3,67547,711,no_money_launder,married,check,false,false,true
7291,0,0,0,0,1,1,0,0,0,0,1,0,1,4,0,69,15,3,13,58003,739,no_money_launder,single,check,false,false,true
7292,0,0,1,0,0,1,1,1,0,0,1,0,1,2,1,66,5,5,2,69910,734,no_money_launder,single,check,false,false,false
7293,0,1,1,0,0,0,0,0,0,0,1,2,1,2,0,56,16,3,7,5015,748,no_money_launder,divorced,check,true,false,true
7294,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,120,31,18,18,50181,766,no_money_launder,married,check,false,false,true
7295,0,0,0,0,1,1,1,0,0,0,0,2,1,1,0,59,49,7,30,23142,709,no_money_launder,divorced,check,false,false,false
7296,0,1,1,0,0,1,1,1,0,0,1,2,1,3,2,95,113,4,15,61176,607,no_money_launder,divorced,check,false,false,true
7297,0,0,0,0,1,0,0,0,0,0,0,2,1,5,0,82,38,2,1,29115,700,no_money_launder,divorced,check,false,false,false
7298,0,0,0,0,0,1,1,0,0,0,1,1,1,5,0,369,186,4,3,67900,610,no_money_launder,married,check,true,false,true
7299,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,43,34,6,2,60155,715,no_money_launder,married,check,false,false,true
7300,0,1,0,0,1,1,1,1,0,0,1,2,1,0,6,71,2,3,2,59409,799,no_money_launder,divorced,check,false,false,true
7301,0,0,0,1,1,0,0,1,0,0,0,2,2,1,4,56,24,5,2,68630,711,no_money_launder,divorced,wire,false,false,true
7302,0,0,0,0,1,0,1,1,0,1,1,0,0,0,6,183,65,2,4,42283,688,no_money_launder,single,cash,false,false,false
7303,0,0,0,0,1,1,1,1,0,1,1,1,1,5,0,136,28,1,1,62372,575,no_money_launder,married,check,false,false,true
7304,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,381,46,4,3,40576,722,no_money_launder,married,check,false,false,false
7305,0,0,0,0,1,1,1,0,0,0,1,1,2,1,5,173,59,4,19,73141,710,no_money_launder,married,wire,false,false,false
7306,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,81,149,32,12,5738,713,no_money_launder,divorced,check,false,false,false
7307,0,0,1,0,1,1,0,0,0,0,0,1,1,2,0,95,1,4,15,13569,712,no_money_launder,married,check,false,false,false
7308,0,0,0,0,1,1,1,1,0,1,0,1,1,0,3,50,19,5,5,66067,804,no_money_launder,married,check,false,false,true
7309,0,1,0,0,0,0,0,1,0,0,1,1,2,4,1,218,68,19,14,65331,652,no_money_launder,married,wire,false,false,false
7310,0,1,0,0,1,0,1,1,0,0,1,2,1,2,0,92,36,28,8,288886,736,no_money_launder,divorced,check,false,false,false
7311,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,97,234,1,4,44340,727,no_money_launder,married,check,false,false,false
7312,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,7,6,3,3,71209,748,no_money_launder,married,check,false,false,false
7313,0,0,0,1,1,1,0,1,0,0,1,1,1,1,3,56,26,4,27,65037,666,no_money_launder,married,check,false,false,false
7314,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,14,39,2,17,63304,672,no_money_launder,married,check,false,false,false
7315,0,0,1,0,1,1,1,0,0,0,1,2,2,3,2,46,14,5,13,56700,642,no_money_launder,divorced,wire,false,false,true
7316,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,70,5,23,2,56314,701,no_money_launder,married,check,false,false,false
7317,0,0,1,0,1,0,1,0,0,0,1,2,1,4,0,20,9,1,4,51381,701,no_money_launder,divorced,check,false,false,false
7318,0,0,0,0,0,0,1,1,0,0,1,2,1,1,6,208,10,9,14,77715,703,no_money_launder,divorced,check,false,false,false
7319,0,0,0,0,1,1,0,1,1,0,1,2,1,0,0,69,24,1,36,80826,719,no_money_launder,divorced,check,false,false,false
7320,0,0,1,0,0,1,1,0,0,0,0,2,1,2,0,93,10,1,15,22686,726,no_money_launder,divorced,check,true,false,true
7321,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,216,7,25,3,111906,660,no_money_launder,married,cash,false,false,false
7322,0,0,1,1,1,1,0,0,1,0,1,0,1,2,2,50,32,5,3,58688,719,no_money_launder,single,check,false,false,false
7323,0,0,0,0,0,1,0,0,0,0,1,1,1,3,1,23,101,5,19,64055,577,no_money_launder,married,check,false,false,true
7324,0,1,1,0,0,0,1,1,1,0,1,1,1,0,2,252,23,3,2,72101,732,no_money_launder,married,check,false,false,true
7325,0,0,0,0,0,1,1,1,0,0,1,2,1,3,3,323,12,29,13,50617,748,no_money_launder,divorced,check,false,false,false
7326,0,1,0,0,0,0,1,0,0,0,1,1,0,3,0,68,85,8,13,50725,564,no_money_launder,married,cash,false,false,false
7327,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,18,21,2,5,18916,514,no_money_launder,divorced,cash,false,false,false
7328,0,0,0,0,1,1,0,0,0,0,0,1,1,5,0,60,25,3,5,34124,679,no_money_launder,married,check,false,false,false
7329,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,164,85,1,3,28423,687,no_money_launder,single,check,false,false,true
7330,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,219,7,2,9,64748,778,no_money_launder,single,check,false,false,false
7331,0,0,1,0,1,0,1,1,0,0,1,1,1,2,0,488,12,3,4,6043,713,no_money_launder,married,check,false,false,false
7332,0,1,1,0,1,1,0,1,0,0,1,2,0,1,7,97,137,4,13,14123,642,no_money_launder,divorced,cash,false,false,false
7333,0,0,0,1,0,1,1,0,0,1,1,2,0,4,0,87,5,1,3,72436,795,no_money_launder,divorced,cash,false,false,false
7334,0,0,0,0,1,1,1,1,0,0,0,1,1,2,5,57,17,5,29,64825,601,no_money_launder,married,check,false,false,false
7335,0,0,1,0,0,1,0,1,0,0,1,1,1,4,0,56,25,2,9,45118,662,no_money_launder,married,check,false,false,false
7336,0,1,1,0,0,1,1,1,0,0,0,0,1,0,4,88,11,7,11,14987,597,no_money_launder,single,check,false,false,false
7337,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,65,33,2,5,58100,750,no_money_launder,single,check,false,false,false
7338,0,0,1,0,1,0,0,0,0,0,1,1,1,1,5,17,45,3,4,68102,780,no_money_launder,married,check,false,false,true
7339,0,0,1,0,1,1,0,1,0,0,0,2,1,0,1,94,95,1,2,42805,737,no_money_launder,divorced,check,true,false,false
7340,0,1,1,0,0,1,0,1,0,0,0,1,2,1,0,311,192,23,1,56246,715,no_money_launder,married,wire,false,false,false
7341,0,1,1,0,1,1,1,1,0,1,1,2,1,0,1,375,20,1,1,68355,739,no_money_launder,divorced,check,false,false,false
7342,0,0,0,0,0,1,1,1,0,0,1,1,2,3,0,14,9,4,16,61318,701,no_money_launder,married,wire,false,false,true
7343,0,1,0,0,1,1,1,1,0,1,1,1,1,0,2,33,15,3,2,60957,643,no_money_launder,married,check,false,true,false
7344,0,1,0,0,0,1,0,0,0,1,1,1,1,0,2,266,53,5,15,64810,625,no_money_launder,married,check,false,true,false
7345,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,63,20,2,1,141434,794,no_money_launder,married,check,true,false,false
7346,0,1,0,1,1,1,1,1,0,0,1,1,1,2,0,95,23,4,16,74936,716,no_money_launder,married,check,false,false,false
7347,0,1,0,0,1,0,0,1,0,0,0,1,1,3,0,292,10,3,14,64428,675,no_money_launder,married,check,false,false,true
7348,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,236,12,2,14,64509,577,no_money_launder,married,check,false,false,true
7349,0,0,0,0,0,1,1,0,0,0,1,1,1,3,0,47,41,4,28,62360,747,no_money_launder,married,check,true,false,true
7350,0,0,0,0,0,1,0,1,0,0,1,1,1,2,1,29,8,1,1,45888,649,no_money_launder,married,check,false,false,true
7351,0,0,1,0,0,1,0,1,0,0,1,2,0,0,1,243,13,5,12,43992,642,no_money_launder,divorced,cash,false,false,false
7352,0,0,0,1,1,0,0,0,0,1,1,1,1,6,1,17,48,2,13,52030,707,no_money_launder,married,check,false,false,false
7353,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,394,30,2,11,78004,724,no_money_launder,married,wire,false,false,false
7354,0,1,1,0,0,1,0,0,0,0,1,1,2,2,1,83,12,5,12,43177,765,no_money_launder,married,wire,false,false,false
7355,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,79,2,3,11,6199,704,no_money_launder,single,check,false,false,false
7356,0,0,0,0,1,0,0,0,0,0,1,1,1,0,5,353,143,7,11,37785,673,no_money_launder,married,check,false,false,false
7357,0,0,1,0,0,1,1,1,0,1,0,2,1,1,0,57,204,29,3,278507,704,no_money_launder,divorced,check,false,false,false
7358,0,0,0,0,1,1,1,0,0,0,1,1,2,3,0,3,45,4,4,72187,701,no_money_launder,married,wire,false,false,false
7359,0,0,1,0,1,0,1,0,0,0,1,2,1,0,0,37,147,36,14,60199,659,no_money_launder,divorced,check,false,false,true
7360,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,91,99,1,7,47524,691,no_money_launder,married,check,false,false,false
7361,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,71,15,1,2,295913,713,no_money_launder,married,check,false,false,false
7362,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,21,28,22,4,49932,709,no_money_launder,married,wire,false,false,false
7363,0,1,1,0,0,1,1,1,0,0,1,2,1,4,3,32,8,2,1,71233,544,no_money_launder,divorced,check,false,false,false
7364,0,1,0,0,0,1,1,0,0,0,1,1,1,1,2,423,1,4,4,98835,636,no_money_launder,married,check,false,false,false
7365,0,0,0,0,1,0,1,0,0,0,1,1,1,2,3,100,12,6,1,72656,749,no_money_launder,married,check,false,false,false
7366,0,0,1,1,0,0,1,1,0,0,1,1,2,0,0,185,9,3,2,73973,692,no_money_launder,married,wire,false,false,false
7367,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,50,40,3,1,39057,709,no_money_launder,married,check,false,false,false
7368,0,0,0,0,1,1,0,0,0,0,0,1,2,1,3,89,8,2,19,38068,772,no_money_launder,married,wire,false,false,false
7369,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,60,48,4,5,6650,757,no_money_launder,married,check,false,false,false
7370,0,1,0,0,0,0,0,1,0,1,1,2,2,0,4,190,3,47,1,68123,705,no_money_launder,divorced,wire,false,false,true
7371,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,69,103,1,1,5090,571,no_money_launder,married,check,false,false,true
7372,0,0,1,1,0,1,1,0,0,0,0,2,1,2,2,398,76,2,8,9395,679,no_money_launder,divorced,check,false,false,false
7373,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52,2,3,9,11162,784,no_money_launder,single,check,false,false,true
7374,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,33,39,1,13,60320,504,no_money_launder,married,check,false,false,true
7375,0,0,0,0,1,1,1,0,0,0,1,2,0,2,1,44,224,2,27,51709,679,no_money_launder,divorced,cash,false,false,false
7376,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,79,136,1,5,51686,767,no_money_launder,married,cash,false,false,false
7377,0,0,1,0,0,1,1,1,0,0,1,2,1,0,0,345,32,5,9,97676,659,no_money_launder,divorced,check,false,false,false
7378,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,30,13,3,19,39700,651,no_money_launder,single,check,false,false,false
7379,0,0,1,0,0,0,0,1,0,0,1,1,1,1,4,93,3,4,19,52406,739,no_money_launder,married,check,false,false,true
7380,0,1,0,0,1,1,0,1,0,0,1,2,1,0,0,184,25,2,14,73013,727,no_money_launder,divorced,check,false,true,false
7381,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,96,11,1,2,267084,661,no_money_launder,married,check,false,false,false
7382,0,0,1,1,0,1,1,1,0,0,1,1,2,3,1,17,45,5,25,34222,659,no_money_launder,married,wire,false,false,true
7383,0,0,1,0,1,0,0,0,0,0,1,2,2,0,1,93,21,1,3,58493,711,no_money_launder,divorced,wire,false,false,false
7384,0,0,0,1,1,1,1,1,0,0,1,1,1,6,4,40,68,36,13,38739,635,no_money_launder,married,check,false,false,true
7385,0,0,0,0,0,0,0,1,1,0,1,1,1,6,1,47,62,6,2,62176,653,no_money_launder,married,check,false,false,true
7386,0,0,1,0,1,1,0,1,0,0,1,1,2,1,1,25,23,1,1,62199,744,no_money_launder,married,wire,false,false,false
7387,0,0,1,0,1,1,0,0,0,0,1,1,1,3,6,181,69,8,16,62652,630,no_money_launder,married,check,false,false,false
7388,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,147,2,5,15,34225,574,no_money_launder,married,check,false,false,false
7389,0,1,0,0,0,1,0,1,0,0,0,1,2,0,3,93,14,1,13,52435,771,no_money_launder,married,wire,false,false,true
