advisor,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_bank,channel_wirehouse,channel_ria,primary_prod_sold_fixed,primary_prod_sold_va,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region_ca,region_ny,region_fl,region_tx,region_ne,region_so,region_mw,region_we,sf_email_responses,analytic_partition
8701,0,0,1,1,0,1,0,0,0,1,6,3,-0.095912509,-0.428254434,0.1892581701,-0.437773655,-1.009668319,-0.366409143,-0.072736175,6,-0.048438951,9,0,0,0,0,1,0,0,0,3,2
8702,0,0,0,0,0,1,0,0,0,1,7,6,-0.457256782,-0.146292356,-0.682818112,-0.437773655,1.0290192736,0.0659320515,-1.100257357,5,1.3066739206,18,0,0,1,0,0,0,0,0,1,1
8703,0,1,0,1,1,1,0,0,0,1,6,1,-0.655897636,0.9815559553,-0.552175582,-0.28711875,-1.009668319,0.5372178812,-1.149186937,1,-0.060021112,23,0,0,0,0,1,0,0,0,0,2
8704,0,1,0,1,0,1,0,0,0,1,4,5,1.5690976591,-0.710216512,-0.00847149,0.3155008738,1.4893680847,0.1400928987,0.4165596263,6,0.8781339526,6,0,0,0,0,1,0,0,0,0,2
8705,0,0,1,1,0,1,0,0,0,1,1,3,2.6207700502,-0.99217859,-0.469423369,2.7259793674,-0.483555392,-0.66326233,-0.366313655,5,-0.03685679,3,1,0,0,0,0,0,0,0,3,0
8706,0,0,1,1,0,1,0,0,1,0,1,1,-0.680812805,-0.898191231,-0.437150515,-0.437773655,0.6344345783,0.3530685613,0.7101371068,5,-0.615964855,7,1,0,0,0,0,0,0,0,1,1
8707,0,1,0,1,0,1,0,0,0,1,2,1,-0.716801621,-0.898191231,-0.678379757,0.1648459679,-1.338488898,-0.723390641,0.1719117258,6,-0.060021112,17,0,1,0,0,0,0,0,0,4,2
8708,0,1,1,0,0,0,0,1,0,1,4,2,0.7517205218,-0.428254434,-0.454726402,-0.437773655,0.6344345783,-0.680423865,-0.806679876,3,0.5654155976,13,1,0,0,0,0,0,0,0,2,2
8709,0,1,1,1,0,0,1,0,0,1,2,4,3.1498335082,-0.522241794,-0.144386417,-0.437773655,-0.154734812,-0.698184824,1.1015737476,1,-1.542537758,18,0,0,0,0,1,0,0,0,1,2
8710,0,0,1,1,0,0,1,0,0,1,6,6,-0.350372518,-0.146292356,0.8257155688,0.1648459679,-1.338488898,-0.856403024,0.7101371068,3,0.6464907267,16,0,1,0,0,0,0,0,0,2,2
8711,0,0,0,1,0,1,0,0,1,0,5,4,-0.536994358,-0.240279716,-0.51785831,-0.437773655,-0.220498928,0.0853534179,0.807996267,4,1.4224955335,13,0,0,0,0,0,1,0,0,5,1
8712,0,1,1,1,0,0,1,0,0,1,0,6,-0.121583629,-0.428254434,-0.096653754,-0.28711875,-0.02320658,3.9742782287,0.4165596263,6,-0.048438951,22,0,0,0,1,0,0,0,0,1,2
8713,0,0,1,0,0,1,0,0,1,0,6,2,-0.216060814,-0.240279716,1.4343158144,-0.437773655,0.1740857672,0.0745337987,1.0526441675,0,-0.372739467,24,0,0,0,1,0,0,0,0,4,1
8714,0,0,0,1,0,0,1,0,1,0,0,3,-0.541540973,0.0416823622,-0.545999333,-0.437773655,-0.220498928,1.4821752515,0.7101371068,4,0.2990258878,8,0,0,0,0,0,0,1,0,2,2
8715,0,0,0,0,0,0,0,1,0,1,3,0,0.9286888405,-0.052304997,3.3534260399,-0.437773655,-1.47001713,0.5694069976,1.1505033277,3,-0.39590379,7,1,0,0,0,0,0,0,0,2,2
8716,0,0,0,1,1,1,0,0,0,1,4,1,-0.061278331,0.0416823622,0.181130894,-0.437773655,-0.549319507,0.0506587054,1.1994329078,2,-0.106349758,6,0,0,0,0,0,0,1,0,2,1
8717,0,1,1,1,1,1,0,0,0,1,2,1,0.8268800431,-0.710216512,-0.544937364,0.1648459679,-0.088970696,0.8545953766,-0.219524915,3,0.4380118234,24,0,0,1,0,0,0,0,0,0,1
8718,0,0,1,1,1,0,0,1,0,1,4,0,0.0503866619,-0.052304997,2.5318226432,-0.437773655,0.5686704625,0.4510745305,1.1505033277,4,-0.025274628,9,0,0,0,0,1,0,0,0,2,0
8719,0,0,0,1,0,1,0,0,0,1,1,7,-0.362329253,-0.052304997,0.2248297398,-0.437773655,-1.404253014,0.8754074087,1.1994329078,6,-2.434364178,15,0,1,0,0,0,0,0,0,3,2
8720,0,1,0,0,0,1,0,0,0,1,2,1,-0.137035605,-0.522241794,-0.57875717,-0.437773655,0.0425575355,0.0321364763,0.4654892064,3,0.0905469845,5,0,0,1,0,0,0,0,0,2,2
8721,0,0,0,1,0,1,0,0,1,0,4,2,-0.094127067,-0.522241794,1.5664669235,0.1648459679,-0.812375971,-0.303211777,0.0740525656,3,0.9823734043,13,0,0,0,0,0,1,0,0,0,2
8722,0,0,1,1,0,1,0,0,0,1,4,4,-0.675350444,-0.428254434,-0.551999435,-0.437773655,-0.154734812,-0.704616653,0.5144187865,6,1.0402842108,25,0,0,0,0,0,0,1,0,1,1
8723,0,1,0,1,0,1,0,0,0,1,1,0,0.210323159,0.5116191587,-0.671073114,-0.437773655,-0.220498928,1.6468852222,-1.883130638,0,-0.060021112,18,1,0,0,0,0,0,0,0,0,2
8724,0,1,1,0,0,1,0,0,0,1,3,4,-0.2456342,-0.334267075,-0.673921521,-0.437773655,-0.615083623,2.4309989123,0.269770886,4,0.9244625978,4,0,0,1,0,0,0,0,0,1,2
8725,0,0,0,0,0,0,1,0,0,1,3,1,1.5649498316,-0.334267075,0.1736790801,2.123359744,1.8181886641,-0.131698334,0.7590666869,3,-0.152678403,24,0,0,0,0,0,1,0,0,2,1
8726,0,0,0,1,0,0,1,0,1,0,0,0,0.2062550301,-0.052304997,3.1433341726,0.1648459679,-0.286263044,-0.313905517,0.8569258471,4,0.4727583073,8,0,0,1,0,0,0,0,0,3,2
8727,0,1,1,1,1,1,0,0,0,1,1,0,-0.201099575,-0.898191231,0.1003884239,0.3155008738,-0.35202716,1.4825289121,-0.953468616,6,0.773894501,20,0,0,0,0,0,0,0,1,0,1
8728,0,1,1,1,0,1,0,0,0,1,3,2,-0.712287926,-0.052304997,-0.466804277,3.9312186142,1.9497168958,-0.691045674,-0.610961556,4,1.2603452754,25,0,0,1,0,0,0,0,0,2,2
8729,0,1,0,1,1,1,0,0,0,1,4,0,-0.663153027,-0.522241794,-0.68122539,-0.437773655,1.2920757371,-0.911430228,-0.219524915,0,0.5654155976,17,0,0,0,1,0,0,0,0,3,1
8730,0,0,1,1,0,0,0,1,0,1,3,0,-0.403240126,-0.804203872,-0.506337079,3.9312186142,-0.02320658,0.4695128401,0.4165596263,4,0.7970588235,18,0,0,0,0,1,0,0,0,5,0
8731,0,0,0,1,0,0,0,1,0,1,1,5,0.1764991181,-0.804203872,-0.026671059,-0.437773655,0.831726926,1.3100863604,-0.023806595,2,-0.060021112,8,0,0,0,0,0,1,0,0,1,2
8732,0,0,0,1,0,1,0,0,1,0,2,6,2.4004502664,-0.052304997,-0.118354076,-0.437773655,0.305613999,-0.481756474,0.0251229855,6,0.148457791,18,0,0,0,1,0,0,0,0,2,2
8733,0,1,1,1,0,1,0,0,0,1,4,6,0.2018081807,-0.99217859,-0.23007488,-0.437773655,-0.286263044,0.314813265,-0.366313655,4,0.658072888,23,0,0,0,0,1,0,0,0,3,2
8734,0,0,0,0,0,1,0,0,1,0,3,2,-0.078319303,-0.428254434,-0.130528577,-0.437773655,0.1740857672,0.3651110073,0.7101371068,5,-2.318542565,19,0,0,0,1,0,0,0,0,3,2
8735,0,1,1,1,1,1,0,0,1,0,7,4,0.1698350526,-0.146292356,0.2236249112,-0.437773655,-0.680847739,-0.513855677,1.0526441675,5,1.1908523076,9,0,1,0,0,0,0,0,0,1,1
8736,0,1,1,0,1,1,0,0,1,0,0,3,-0.681423014,-0.710216512,-0.504042079,0.3155008738,-0.417791276,-0.579139042,-0.023806595,0,0.1137113071,2,1,0,0,0,0,0,0,0,0,2
8737,0,1,0,1,0,0,1,0,0,1,4,2,-0.213323653,-0.428254434,2.5410419397,0.7674655913,0.7001986942,-0.142272189,0.3187004661,6,0.8202231461,25,0,0,1,0,0,0,0,0,4,1
8738,0,1,1,0,0,1,0,0,0,1,3,5,-0.65638856,0.0416823622,1.381684316,-0.437773655,1.6866604323,0.1317728812,0.4165596263,5,-3.303026275,12,0,0,0,0,1,0,0,0,3,1
8739,0,1,1,1,0,1,0,0,0,1,4,5,-0.236550305,0.0416823622,-0.617601565,2.123359744,-0.154734812,0.2624235298,-1.736341898,6,1.1097771785,14,0,0,0,0,0,0,1,0,0,2
8740,0,1,0,1,1,1,0,0,0,1,5,4,-0.222198133,-0.898191231,-0.259159515,-0.136463844,-0.220498928,1.4738492398,0.4654892064,6,0.6349085654,8,0,0,0,0,0,0,0,1,0,2
8741,0,0,0,1,0,1,0,0,1,0,0,4,-0.682525198,-0.240279716,-0.474656467,-0.136463844,2.0812451276,-0.171691963,0.4654892064,5,0.9128804365,17,1,0,0,0,0,0,0,0,1,2
8742,0,1,0,1,1,0,0,1,0,1,2,4,-0.144807084,-0.334267075,-0.516818533,1.8220499323,-0.02320658,-0.857134322,0.5144187865,3,-0.12951408,6,0,0,1,0,0,0,0,0,4,1
8743,0,1,1,1,0,0,1,0,0,1,2,3,-0.664037623,-0.898191231,-0.565759261,-0.437773655,-1.14119655,-0.261407886,0.4654892064,5,0.773894501,17,1,0,0,0,0,0,0,0,0,2
8744,0,0,0,0,0,1,0,0,0,1,1,1,-0.656500434,0.0416823622,-0.316224746,-0.437773655,-0.417791276,-0.015445871,0.7590666869,6,-0.48856108,17,1,0,0,0,0,0,0,0,0,1
8745,0,0,1,0,0,0,0,1,0,1,1,6,0.1953466023,-0.334267075,-0.267938213,1.3700852147,-0.02320658,-0.702830367,-0.806679876,6,-1.056086984,20,0,0,0,0,1,0,0,0,4,2
8746,0,0,0,0,0,1,0,0,1,0,1,5,-0.708068372,0.0416823622,-0.648239162,-0.437773655,-1.47001713,1.0327564417,-1.393834837,6,-1.11399779,19,1,0,0,0,0,0,0,0,1,2
8747,0,0,1,1,0,1,0,0,0,1,3,4,3.980614017,-0.522241794,1.9033713905,-0.437773655,2.4758298228,0.0811214782,-1.002398197,6,0.0558005006,12,0,0,1,0,0,0,0,0,3,0
8748,0,1,0,0,0,1,0,0,0,1,4,5,-0.196859182,-0.710216512,0.0366208142,-0.437773655,-0.417791276,-0.223110629,0.4654892064,2,-0.141096241,11,0,0,0,0,1,0,0,0,0,1
8749,0,1,1,1,0,0,1,0,0,1,7,4,-0.002363825,0.3236444401,-0.590264069,-0.437773655,-0.154734812,0.3826681623,0.9547850073,5,1.2719274367,21,0,0,0,0,0,0,1,0,4,2
8750,0,1,1,1,0,1,0,0,1,0,1,1,-0.107377696,-0.616229153,-0.116608785,-0.437773655,0.305613999,0.1118599864,0.807996267,6,1.3066739206,15,1,0,0,0,0,0,0,0,0,2
8751,0,0,1,1,1,0,0,1,0,1,3,6,0.0602865058,-0.052304997,3.9028422025,0.4661557796,0.1083216513,2.3249246841,1.0037145874,3,0.7507301784,11,0,0,0,0,1,0,0,0,0,2
8752,0,0,1,1,0,1,0,0,0,1,2,2,0.0942386316,-0.428254434,-0.146924602,-0.437773655,1.0290192736,3.798706679,0.9547850073,3,0.1947864362,5,0,0,0,0,1,0,0,0,0,1
8753,0,0,0,1,0,1,0,0,0,1,3,3,1.1186646239,-0.334267075,0.3391081462,-0.437773655,0.1083216513,-0.368920733,0.807996267,2,0.9823734043,15,0,0,0,0,1,0,0,0,1,2
8754,0,1,1,0,0,1,0,0,0,1,1,1,-0.696442806,-0.710216512,-0.033361418,-0.437773655,1.2920757371,-0.46016519,0.5144187865,6,0.6233264041,3,0,0,0,0,0,0,0,1,3,2
8755,0,0,0,0,0,1,0,0,0,1,6,1,1.8962460789,-0.99217859,-0.674959449,-0.437773655,0.0425575355,0.3315312251,1.1015737476,4,1.0866128559,18,0,0,0,1,0,0,0,0,2,1
8756,0,0,1,1,0,0,1,0,0,1,7,3,-0.689956451,-0.616229153,-0.645341286,1.6713950264,-1.404253014,1.2650156031,1.1015737476,4,0.4727583073,2,0,0,0,0,1,0,0,0,2,1
8757,0,1,0,0,0,1,0,0,1,0,4,4,-0.21180842,-0.616229153,0.1813777775,-0.437773655,-0.35202716,0.1040854456,0.6122779467,4,0.658072888,23,0,1,0,0,0,0,0,0,5,2
8758,0,1,1,1,0,1,0,0,0,1,7,0,-0.292134506,-0.334267075,-0.473756776,-0.437773655,0.0425575355,3.3245975582,-1.491693998,4,-1.855256113,16,0,0,0,1,0,0,0,0,0,2
8759,0,1,0,1,0,1,0,0,1,0,4,3,-0.394442322,-0.428254434,-0.56300933,-0.437773655,-0.02320658,-0.377390607,0.4165596263,6,-1.449880468,8,0,0,1,0,0,0,0,0,0,2
8760,0,0,0,1,0,0,0,1,0,1,4,1,0.6126536392,0.0416823622,-0.468928677,-0.437773655,-0.549319507,0.4949764093,0.2208413059,6,-0.117931919,14,0,0,0,0,1,0,0,0,3,1
8761,0,1,0,1,0,1,0,0,0,1,2,3,-0.324545248,-0.334267075,0.1130770349,-0.437773655,-0.943904203,-0.661535987,0.4654892064,0,-0.141096241,14,0,1,0,0,0,0,0,0,2,2
8762,0,0,1,1,1,1,0,0,0,1,5,3,0.0843186891,-0.710216512,-0.665028629,-0.437773655,0.5686704625,-0.350188706,-0.023806595,3,-3.627326791,1,1,0,0,0,0,0,0,0,3,0
8763,0,0,0,0,1,1,0,0,0,1,1,2,-0.60728472,0.0416823622,-0.208358376,-0.437773655,-0.220498928,-0.255006028,-1.051327777,5,-0.106349758,16,0,0,1,0,0,0,0,0,4,0
8764,0,0,0,1,1,1,0,0,0,1,1,0,-0.007332117,-0.898191231,0.0702547643,1.5207401206,-1.075432434,0.3072185517,-0.170595335,6,0.8202231461,24,1,0,0,0,0,0,0,0,0,2
8765,0,0,1,1,0,1,0,0,0,1,3,1,2.7648184423,-0.146292356,-0.157414378,-0.437773655,1.6208963164,1.2751758549,-1.149186937,6,0.7970588235,16,0,0,1,0,0,0,0,0,2,2
8766,0,0,1,0,0,1,0,0,0,1,4,6,-0.127012311,0.4176317994,1.5026216426,-0.437773655,1.4893680847,0.4107272413,0.6612075268,6,-1.554119919,16,0,0,0,0,1,0,0,0,0,1
8767,0,0,0,1,0,1,0,0,1,0,3,1,-0.447160182,-0.334267075,3.7442653099,-0.437773655,-0.746611855,-0.893441487,0.7101371068,4,-1.855256113,14,0,0,0,1,0,0,0,0,1,0
8768,0,0,0,1,0,1,0,0,0,1,1,3,-0.527439216,-0.804203872,-0.475725371,-0.437773655,-1.206960666,0.1943947993,1.0037145874,4,-0.870772403,3,0,1,0,0,0,0,0,0,4,2
8769,0,1,0,1,0,1,0,0,0,1,2,7,0.7145806555,-0.616229153,0.5409488333,1.2194303089,1.8839527799,-0.118510986,0.269770886,6,0.1716221136,9,0,0,0,0,0,1,0,0,0,2
8770,0,0,0,1,0,1,0,0,0,1,3,3,-0.722654134,-0.804203872,-0.64892156,5.2871127668,-1.535781245,0.4549048555,0.6122779467,4,0.2526972427,24,1,0,0,0,0,0,0,0,0,2
8771,0,0,0,1,0,1,0,0,1,0,1,7,3.565644258,0.0416823622,-0.294384801,-0.437773655,1.8839527799,-0.536837627,-0.366313655,3,0.6812372106,7,0,0,0,0,0,0,0,1,0,2
8772,0,0,0,1,0,1,0,0,0,1,4,5,-0.233282093,0.9815559553,0.0479793056,-0.437773655,1.6208963164,0.200892565,0.269770886,4,0.4264296621,11,0,0,1,0,0,0,0,0,5,2
8773,0,0,1,0,0,1,0,0,1,0,1,5,-0.568295403,-0.522241794,0.1373446681,0.1648459679,-0.812375971,0.3956097456,-0.855609456,1,0.461176146,17,0,0,0,0,1,0,0,0,0,2
8774,0,0,1,1,0,1,0,0,1,0,3,3,-0.521200143,-0.710216512,-0.458278011,-0.437773655,0.1740857672,0.0796169217,0.6612075268,0,0.3569366943,12,1,0,0,0,0,0,0,0,5,1
8775,0,1,0,1,0,0,1,0,0,1,6,0,-0.715458698,-0.804203872,-0.117774778,-0.437773655,-1.14119655,1.6191258556,1.0526441675,4,0.7854766623,6,0,0,0,1,0,0,0,0,0,2
8776,0,1,1,1,1,0,1,0,0,1,6,4,-0.101062808,-0.146292356,1.5075366589,-0.437773655,1.0947833895,-0.228307643,-3.351018041,3,0.9476269204,1,0,0,1,0,0,0,0,0,0,0
8777,0,0,0,1,0,0,1,0,0,1,1,3,-0.098132073,-0.616229153,-0.65948577,-0.437773655,-1.535781245,-0.714129526,0.0251229855,6,0.4495939847,23,0,0,0,1,0,0,0,0,0,2
8778,0,0,1,1,0,0,0,1,0,1,7,3,-0.640891277,1.0755433146,-0.541761628,-0.437773655,2.1470092434,0.4772753924,0.2208413059,4,0.5075047912,23,0,0,0,0,0,1,0,0,1,2
8779,0,0,1,0,0,1,0,0,0,1,2,1,-0.397330969,-0.804203872,-0.460492566,-0.437773655,-0.154734812,-0.705575733,-1.589553158,5,0.345354533,20,1,0,0,0,0,0,0,0,0,2
8780,0,0,1,0,0,1,0,0,0,1,3,1,-0.662221839,-0.898191231,-0.649549864,-0.437773655,-1.47001713,0.7225420737,1.0526441675,1,-1.276148048,19,0,0,0,0,1,0,0,0,0,2
8781,0,0,1,1,1,1,0,0,0,1,6,4,-0.720439314,-0.240279716,-0.681381657,-0.437773655,0.1083216513,-0.735109397,0.6612075268,6,0.2411150814,13,0,0,1,0,0,0,0,0,2,2
8782,0,0,1,1,1,1,0,0,1,0,4,5,-0.534719914,-0.334267075,-0.614696291,0.3155008738,-0.02320658,1.3002438037,1.1994329078,4,0.2758615652,21,0,0,0,1,0,0,0,0,2,0
8783,0,1,1,1,0,1,0,0,1,0,7,1,-0.016436465,-0.99217859,0.4796015143,-0.437773655,-1.14119655,0.5579819593,0.5633483666,2,0.5190869525,9,0,0,0,0,0,0,1,0,2,2
8784,0,0,1,1,0,1,0,0,0,1,7,5,0.1554759433,0.4176317994,1.2862712318,-0.437773655,-0.483555392,0.4865664781,1.1994329078,6,0.5306691137,8,0,0,1,0,0,0,0,0,2,2
8785,0,1,0,1,1,0,1,0,0,1,4,7,-0.647305584,-0.428254434,-0.484031106,-0.437773655,-1.535781245,0.2935876297,-2.421356019,5,0.4264296621,1,0,0,1,0,0,0,0,0,2,2
8786,0,0,1,1,1,0,0,1,0,1,1,5,0.0031486839,-0.522241794,-0.644774471,-0.437773655,-0.02320658,-0.01282039,0.9058554272,1,-2.36487121,6,0,0,1,0,0,0,0,0,3,1
8787,0,0,0,0,1,1,0,0,1,0,6,4,-0.176520822,-0.052304997,-0.572414483,-0.437773655,-0.549319507,-0.882016449,-0.953468616,5,1.3298382431,6,0,0,0,0,0,0,1,0,2,2
8788,0,0,0,1,1,1,0,0,0,1,5,4,0.0677138538,-0.710216512,-0.055525918,-0.437773655,2.1470092434,-0.850139033,-0.415243235,2,0.3916831782,7,0,0,0,0,1,0,0,0,1,2
8789,0,0,0,0,0,1,0,0,1,0,6,2,-0.00073455,-0.522241794,-0.548913853,-0.437773655,-0.35202716,-0.012598603,0.6122779467,4,0.4264296621,6,0,0,0,0,1,0,0,0,0,1
8790,0,1,1,0,1,1,0,0,0,1,1,2,-0.336866885,-0.710216512,-0.416720672,0.0141910621,0.1740857672,0.2137022749,0.2208413059,6,1.1097771785,8,0,0,0,0,0,0,0,1,0,2
8791,0,0,1,1,0,1,0,0,1,0,6,1,-0.681359116,0.3236444401,-0.002216645,-0.437773655,0.1740857672,-0.178321602,0.9058554272,4,1.283509598,19,0,0,1,0,0,0,0,0,3,1
8792,0,1,0,1,0,1,0,0,1,0,5,4,0.1150683312,-0.428254434,1.9618291552,-0.437773655,-0.615083623,0.1345062587,0.4654892064,3,-2.341706888,15,0,0,0,0,0,0,0,1,0,2
8793,0,1,1,0,0,1,0,0,0,1,6,1,-0.725522823,-0.146292356,1.2375071129,-0.437773655,0.0425575355,0.2872397201,-1.589553158,0,0.5075047912,12,0,1,0,0,0,0,0,0,4,2
8794,0,0,1,1,0,1,0,0,1,0,1,0,0.2059128369,4.0831388124,0.1617195614,-0.437773655,-0.154734812,1.5906711562,-0.317384075,4,0.4727583073,5,1,0,0,0,0,0,0,0,1,2
8795,0,1,1,1,0,1,0,0,1,0,4,2,-0.581417177,-0.146292356,-0.034797873,-0.437773655,-1.404253014,-0.61758016,0.3676300462,4,0.0905469845,23,1,0,0,0,0,0,0,0,3,2
8796,0,0,0,1,0,1,0,0,1,0,2,5,-0.691895535,-0.334267075,1.6764262554,1.9727048381,-0.088970696,-0.377624383,0.8569258471,4,-3.442012211,6,0,0,0,0,0,0,0,1,4,1
8797,0,0,1,1,1,1,0,0,0,1,2,0,-0.591345624,-0.710216512,-0.60663559,0.1648459679,-0.220498928,-0.885888734,1.1505033277,2,-0.256917854,21,0,0,0,1,0,0,0,0,2,1
8798,0,0,1,1,1,0,1,0,1,0,5,0,-0.354621473,-0.522241794,-0.444384572,-0.437773655,-0.154734812,-0.625858217,0.5144187865,6,0.8433874687,18,1,0,0,0,0,0,0,0,3,2
8799,0,0,1,1,1,1,0,0,0,1,4,7,3.0426677104,-0.710216512,-0.413812624,0.9181204972,1.1605475053,-0.803222047,-0.317384075,0,-0.141096241,10,0,1,0,0,0,0,0,0,1,1
8800,0,1,1,0,0,1,0,0,0,1,4,3,-0.100825879,-0.146292356,-0.648167501,-0.437773655,-0.878140087,1.694449587,1.0526441675,3,-0.094767596,20,0,0,0,0,0,1,0,0,4,2
8801,0,0,1,0,0,1,0,0,0,1,5,3,0.1355661238,-0.99217859,-0.346009348,-0.437773655,-1.075432434,0.4860449785,1.1994329078,5,-0.152678403,23,0,0,0,0,0,1,0,0,1,1
8802,0,1,0,1,0,0,1,0,1,0,4,6,-0.621426254,-0.428254434,2.7781643164,-0.437773655,-0.812375971,0.690538779,0.6612075268,4,-0.03685679,24,0,0,0,0,0,1,0,0,0,2
8803,0,0,0,1,1,0,1,0,0,1,1,2,-0.274155363,-0.898191231,0.1976360283,-0.437773655,-0.680847739,-0.169941642,1.1015737476,5,-2.260631759,1,0,0,0,0,0,1,0,0,0,1
8804,0,0,0,1,0,1,0,0,0,1,7,0,-0.559233345,-0.052304997,-0.674475391,-0.437773655,0.4371422307,-0.660463016,-0.415243235,2,0.8781339526,13,1,0,0,0,0,0,0,0,4,2
8805,0,1,0,1,0,1,0,0,0,1,1,3,-0.206313987,5.2109871241,0.0057150657,-0.437773655,-1.338488898,-0.204516469,-0.757750296,2,0.2063685975,21,0,0,0,0,0,1,0,0,0,0
8806,0,1,1,1,1,1,0,0,0,1,3,0,0.5553120221,0.1356697215,-0.64481192,-0.437773655,-1.535781245,-0.084865268,0.8569258471,5,-2.596514436,23,0,0,0,0,0,0,0,1,2,2
8807,0,0,1,1,0,1,0,0,1,0,3,5,-0.645598116,-0.334267075,-0.070116549,-0.136463844,0.1083216513,2.0498186318,1.1015737476,5,0.9012982752,2,0,0,0,0,0,0,0,1,3,2
8808,0,0,0,0,0,1,0,0,1,0,2,4,-0.700824306,-0.804203872,-0.481502631,-0.437773655,0.0425575355,0.3828719668,0.269770886,6,0.6233264041,6,0,0,0,0,1,0,0,0,3,2
8809,0,0,0,1,1,1,0,0,0,1,1,0,0.2185801336,-0.710216512,-0.547591593,-0.437773655,-0.615083623,4.4299310573,0.7590666869,2,1.0981950172,3,0,0,0,1,0,0,0,0,4,1
8810,0,1,1,0,0,1,0,0,0,1,4,2,-0.145754521,3.6132020159,0.2930953453,-0.437773655,-1.535781245,1.3523757862,0.6122779467,6,0.5538334363,2,0,0,1,0,0,0,0,0,3,2
8811,0,1,0,0,0,0,1,0,0,1,2,1,-0.678455678,0.0416823622,-0.497115933,-0.437773655,-1.009668319,-0.497976912,0.0740525656,1,-0.106349758,7,0,1,0,0,0,0,0,0,1,2
8812,0,1,0,1,0,1,0,0,1,0,1,3,-0.64652892,0.5116191587,-0.659453407,-0.437773655,-1.47001713,-0.805350006,-1.883130638,2,-0.39590379,6,0,0,0,0,1,0,0,0,0,2
8813,0,1,0,0,1,1,0,0,0,1,3,5,-0.119264747,-0.522241794,2.1579808876,-0.437773655,-1.338488898,-0.257092026,-2.56814476,3,-1.195072919,11,0,0,1,0,0,0,0,0,2,2
8814,0,0,1,0,0,0,1,0,0,1,4,6,0.1483434368,0.0416823622,-0.007299949,-0.437773655,0.831726926,2.591446972,0.4165596263,4,0.3569366943,18,0,0,0,1,0,0,0,0,1,2
8815,0,0,0,1,0,1,0,0,0,1,1,1,0.1260102236,-0.898191231,-0.553557482,0.7674655913,0.1740857672,0.1267377122,0.5144187865,6,0.6001620815,21,0,0,1,0,0,0,0,0,1,2
8816,0,0,1,0,1,1,0,0,0,1,1,2,-0.724076037,-0.334267075,-0.235416163,-0.437773655,-1.338488898,0.5063415052,0.0740525656,6,-0.152678403,13,0,1,0,0,0,0,0,0,3,2
8817,0,1,1,1,0,1,0,0,1,0,4,3,0.1992739936,-0.334267075,0.131107854,-0.437773655,-1.075432434,1.4742748314,0.5633483666,4,1.0402842108,24,0,1,0,0,0,0,0,0,3,2
8818,0,1,0,0,0,1,0,0,0,1,4,2,0.1388452434,0.605606518,-0.63199848,0.3155008738,-0.220498928,-0.671648285,1.0526441675,6,-0.164260564,13,0,0,1,0,0,0,0,0,2,1
8819,0,0,1,1,0,0,0,1,1,0,2,5,-0.678338656,-0.052304997,-0.651529093,-0.28711875,-0.220498928,-0.128587319,0.3676300462,6,0.7391480171,8,0,0,1,0,0,0,0,0,3,0
8820,0,1,0,1,0,1,0,0,0,1,2,0,-0.69276524,-0.804203872,0.1809260824,-0.437773655,-0.154734812,-0.418475189,-0.170595335,0,0.8897161139,21,0,0,0,0,0,0,0,1,2,2
8821,0,0,0,1,1,0,1,0,1,0,2,4,-0.667567588,0.4176317994,-0.23835981,-0.28711875,0.2398498831,-0.253675304,1.0526441675,1,1.5035706626,23,0,0,1,0,0,0,0,0,1,1
8822,0,0,1,0,0,1,0,0,0,1,5,4,-0.406894469,-0.052304997,0.1710299367,-0.437773655,0.305613999,0.0414155736,0.8569258471,0,0.6812372106,10,0,0,0,1,0,0,0,0,0,2
8823,0,0,0,1,0,1,0,0,0,1,6,3,1.404540518,1.1695306739,-0.661412756,4.9858029551,0.6344345783,-0.755603734,0.7101371068,4,0.4727583073,2,1,0,0,0,0,0,0,0,2,2
8824,0,0,1,1,0,1,0,0,0,1,7,7,-0.71750306,-0.428254434,-0.655632261,-0.28711875,0.1740857672,-0.329292754,-0.415243235,0,0.6812372106,25,0,0,0,0,1,0,0,0,2,0
8825,0,0,0,1,0,1,0,0,1,0,7,2,0.0642355153,-0.898191231,-0.033847788,-0.437773655,1.5551322006,-0.669508338,0.6122779467,2,-0.975011855,21,0,1,0,0,0,0,0,0,3,2
8826,0,0,1,0,0,0,1,0,0,1,4,4,4.0856996818,0.0416823622,0.2830128812,-0.437773655,0.7659628101,-0.109777366,0.1719117258,4,-0.071603274,25,0,0,0,1,0,0,0,0,4,2
8827,0,0,1,1,0,1,0,0,1,0,2,4,-0.295896318,0.2296570808,-0.221913391,-0.437773655,-1.075432434,0.258479314,0.7101371068,5,0.5075047912,13,1,0,0,0,0,0,0,0,1,2
8828,0,0,0,1,0,1,0,0,0,1,6,3,2.802225101,-0.240279716,-0.658504709,0.1648459679,1.0947833895,-0.360684635,-1.100257357,5,0.8086409848,21,1,0,0,0,0,0,0,0,0,2
