advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,primary_prod_sold,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char,channel_char,primary_prod_sold_char
6190,0,0,0,0,0,0,0,0,6,3,880328102,12,327621,1,41,164725,93,0,596,6,0,5,false,false,true,California,Funderburk,bank,fixed
6191,0,0,0,1,1,0,2,0,6,6,77387153,3,253313,1,19,341962,90,6,811,7,3,2,false,false,false,Texas,Griegio,ria,fixed
6192,0,0,1,0,0,0,0,1,4,2,71847402,4,1593102,1,37,202041,89,4,716,24,4,2,false,false,false,NE,Xavier,bank,va
6193,0,0,1,1,1,1,0,1,2,3,921411692,3,627008,1,23,217681,80,1,794,18,2,2,false,false,false,Florida,Rodriguez,bank,va
6194,0,0,0,0,1,1,1,1,3,4,214555861,6,808634,1,19,54943,75,6,718,13,3,0,false,false,false,Texas,Mambwe,wirehouse,va
6195,0,0,1,1,0,0,0,1,2,2,3431605128,3,1687843,1,55,257778,89,2,836,15,2,5,false,true,false,Florida,Ojj,bank,va
6196,0,0,0,0,1,0,1,1,5,4,876703100,18,208809,1,25,474209,92,2,809,5,4,4,false,false,true,NE,English,wirehouse,va
6197,0,0,1,0,0,0,0,1,2,3,13808433,12,33332,1,75,168366,95,3,737,22,2,1,false,false,false,Florida,Vasquez,bank,va
6198,0,0,1,1,1,0,0,1,1,1,122489281,7,995122,16,40,269449,68,3,779,12,1,2,false,false,false,New York,Lula,bank,va
6199,0,0,0,0,1,0,0,1,2,5,331298438,15,880588,1,32,250799,54,4,768,21,4,5,false,false,true,NE,Underwood,bank,va
6200,0,0,1,1,1,0,0,1,3,5,872165164,15,1130109,1,49,403938,74,0,800,24,1,1,false,true,false,New York,Xavier,bank,va
6201,0,0,1,1,1,0,0,1,6,3,199077512,12,191632,1,40,278745,87,6,745,13,1,0,false,false,false,New York,Mambwe,bank,va
6202,0,0,0,0,1,0,0,1,1,0,426911542,11,488799,1,70,88343,87,5,733,23,2,0,false,false,false,Florida,Werner,bank,va
6203,0,0,0,0,1,1,0,1,2,2,2385071531,4,52153,1,25,447555,95,5,762,6,2,0,false,false,false,Florida,Funderburk,bank,va
6204,0,0,1,0,1,1,2,0,2,1,3305916000,18,4598142,6,37,96481,86,4,807,2,1,0,false,false,false,New York,Bost,ria,fixed
6205,0,0,1,1,1,0,0,1,7,3,255343508,3,884832,1,22,482045,90,6,725,5,5,0,false,false,true,South,English,bank,va
6206,0,0,0,0,1,0,0,0,1,1,852987075,7,81260,1,64,493149,78,6,764,5,1,4,false,false,false,New York,English,bank,fixed
6207,0,0,0,0,1,0,0,1,5,0,860554578,6,243402,11,30,60129,87,5,703,19,3,0,false,false,false,Texas,Szu,bank,va
6208,0,0,1,1,1,1,0,0,1,6,55605992,2,350242,1,67,256101,88,5,849,22,4,4,false,false,true,NE,Vasquez,bank,fixed
6209,0,0,0,1,1,1,0,1,2,0,3154590254,15,1570560,1,37,866040,95,5,771,13,3,3,false,false,false,Texas,Mambwe,bank,va
6210,0,0,1,1,1,0,1,1,2,6,33224819,12,1172798,6,80,292085,72,2,547,21,0,5,false,false,false,California,Underwood,wirehouse,va
6211,0,0,0,0,1,0,0,1,7,3,449358039,13,930682,1,62,139479,81,3,761,18,4,1,false,false,true,NE,Rodriguez,bank,va
6212,0,0,0,1,1,0,2,0,7,7,16746799,5,1505013,13,37,230993,65,1,838,13,0,4,false,false,false,California,Mambwe,ria,fixed
6213,0,0,1,1,1,0,0,0,2,2,644465141,2,1071737,2,41,193817,84,6,762,19,3,4,false,false,false,Texas,Szu,bank,fixed
6214,0,0,1,0,1,1,1,0,4,6,662866285,4,1305842,3,24,158314,68,3,772,10,7,5,false,true,false,West,Jasper,wirehouse,fixed
6215,0,0,0,1,0,0,0,0,2,0,2708271519,9,1565129,1,55,160046,83,4,748,11,2,1,false,false,true,Florida,Kanumba,bank,fixed
6216,0,0,1,1,1,0,0,1,3,0,60237424,3,54875,1,36,226537,92,4,780,4,5,4,false,false,false,South,Devon,bank,va
6217,0,0,0,0,1,0,0,1,1,0,1041929362,12,578233,3,34,124368,99,6,745,10,7,3,false,false,false,West,Jasper,bank,va
6218,0,0,0,0,0,1,0,0,2,7,740517373,20,1934029,1,53,133368,80,4,736,16,1,4,false,false,false,New York,Patel,bank,fixed
6219,0,0,0,1,0,1,0,1,5,6,891623113,9,1102626,3,45,349878,89,5,778,18,2,2,false,false,true,Florida,Rodriguez,bank,va
6220,0,0,0,0,1,1,0,1,3,7,467167910,12,16212,1,42,338724,61,5,835,11,0,1,false,false,false,California,Kanumba,bank,va
6221,0,0,0,0,1,0,0,1,4,0,75217887,2,1143089,6,51,233419,62,6,702,21,2,1,false,false,false,Florida,Underwood,bank,va
6222,0,0,1,1,1,0,0,1,5,7,13372644,4,1862045,9,27,273923,82,5,846,10,4,1,false,false,false,NE,Jasper,bank,va
6223,0,0,1,0,0,0,0,1,0,6,2953875133,5,1839654,18,28,341908,70,6,676,3,5,1,false,false,false,South,Chatterji,bank,va
6224,0,0,0,0,1,0,0,1,4,5,1134903011,1,4767,1,41,309251,80,3,706,16,1,4,false,false,false,New York,Patel,bank,va
6225,0,0,0,0,1,0,0,1,1,6,339299398,6,693766,1,64,417023,85,5,789,21,5,5,false,false,false,South,Underwood,bank,va
6226,0,0,1,0,1,0,0,1,6,3,881079705,10,3194686,1,42,60756,82,5,763,1,4,4,false,false,false,NE,Abbott,bank,va
6227,0,0,1,0,0,0,1,1,0,1,570314814,6,1836812,2,60,220153,83,4,796,4,3,2,false,false,false,Texas,Devon,wirehouse,va
6228,0,0,0,1,1,1,0,1,3,1,164068622,4,428379,1,64,872721,99,3,773,21,5,2,false,false,false,South,Underwood,bank,va
6229,0,0,0,1,0,1,2,1,4,6,58101348,11,996336,4,29,149553,99,1,778,13,3,3,false,false,false,Texas,Mambwe,ria,va
6230,0,0,0,1,1,0,0,1,1,2,821170207,9,130730,1,45,174957,65,0,727,5,0,1,false,false,false,California,English,bank,va
6231,0,0,0,0,1,0,0,1,2,4,970147274,9,4033940,1,35,66986,92,5,714,2,1,4,false,false,false,New York,Bost,bank,va
6232,0,0,1,0,1,0,0,0,2,1,28476854,8,474235,5,55,191780,79,6,777,6,6,4,false,false,false,MidWest,Funderburk,bank,fixed
6233,0,0,1,1,1,0,0,1,2,0,934647685,7,617322,1,22,226398,48,4,832,25,3,2,false,false,true,Texas,Yang,bank,va
6234,0,0,0,1,1,1,0,0,7,4,430938424,14,1368595,9,53,198966,96,3,849,20,0,2,false,true,true,California,Tavares,bank,fixed
6235,0,0,0,0,1,0,0,1,1,2,833492960,2,466275,1,43,466562,54,5,800,23,0,3,false,false,false,California,Werner,bank,va
6236,0,0,1,0,1,0,0,1,2,1,61115420,12,342374,1,24,170248,92,5,532,6,2,2,false,false,false,Florida,Funderburk,bank,va
6237,0,0,0,0,1,0,1,0,5,6,231279367,15,997038,8,40,71333,85,6,724,22,0,4,false,false,false,California,Vasquez,wirehouse,fixed
6238,0,0,1,1,0,0,0,1,3,2,969552461,8,195268,1,41,190409,86,4,719,24,2,1,false,false,false,Florida,Xavier,bank,va
6239,0,0,0,0,0,1,0,1,0,3,824049814,12,78615,1,38,152788,63,3,822,23,5,5,false,false,true,South,Werner,bank,va
6240,0,0,0,0,1,0,0,1,2,6,1936735297,11,8217688,4,45,320548,99,6,831,17,0,2,true,false,false,California,Quigley,bank,va
6241,0,0,1,1,1,1,0,1,6,0,21614371,15,1257350,1,23,183276,86,6,737,3,6,2,false,false,false,MidWest,Chatterji,bank,va
6242,0,0,0,0,0,1,0,1,1,4,66945420,12,822589,6,40,223938,88,3,563,14,7,2,false,false,false,West,Noth,bank,va
6243,0,0,1,0,0,0,0,0,2,5,61136636,2,1852235,1,23,108638,73,6,787,11,3,1,false,false,false,Texas,Kanumba,bank,fixed
6244,0,0,0,0,0,1,0,0,2,2,490296794,9,754953,1,37,162554,91,3,761,11,2,1,false,false,false,Florida,Kanumba,bank,fixed
6245,0,0,0,0,1,0,1,0,2,2,3219317079,5,1243744,1,53,171598,84,1,817,18,5,4,false,false,true,South,Rodriguez,wirehouse,fixed
6246,0,0,0,1,1,1,0,1,7,4,2371617335,10,1978106,1,24,360640,6,6,716,24,6,2,false,false,false,MidWest,Xavier,bank,va
6247,0,0,1,1,0,1,1,0,3,6,559909775,3,1303979,1,29,280397,94,6,747,1,4,2,false,false,true,NE,Abbott,wirehouse,fixed
6248,0,0,1,0,1,1,0,0,3,2,136136829,11,57775,1,43,292813,85,3,782,21,0,1,false,false,true,California,Underwood,bank,fixed
6249,0,0,0,0,1,0,1,1,7,1,507884221,56,8878405,1,19,156482,83,5,803,9,3,0,false,false,false,Texas,Ingrid,wirehouse,va
6250,0,0,1,0,1,0,0,0,2,3,1262887680,9,609769,3,74,450212,93,5,835,22,5,0,false,false,false,South,Vasquez,bank,fixed
6251,0,0,0,1,1,0,0,0,4,3,259715784,1,85760,21,30,62874,74,2,786,15,3,1,false,false,false,Texas,Ojj,bank,fixed
6252,0,0,1,1,0,1,0,0,4,4,608598690,7,561715,2,34,267525,88,6,790,18,4,1,false,false,false,NE,Rodriguez,bank,fixed
6253,0,0,1,1,1,0,2,0,3,5,439865213,2,359738,17,39,465214,47,6,743,13,3,1,false,false,false,Texas,Mambwe,ria,fixed
6254,0,0,1,1,1,0,1,1,4,1,2187911979,12,11596,1,20,214751,95,5,467,24,2,2,false,false,false,Florida,Xavier,wirehouse,va
6255,0,0,1,0,1,1,0,0,1,3,894513241,6,7841956,1,40,213860,82,4,805,18,4,1,false,false,true,NE,Rodriguez,bank,fixed
6256,0,0,0,0,0,0,0,0,5,1,268672584,5,1075297,1,29,474638,82,6,778,6,2,1,false,false,false,Florida,Funderburk,bank,fixed
6257,0,0,0,1,1,1,0,1,1,2,18619309,4,177459,1,32,196564,98,5,751,17,5,0,false,false,false,South,Quigley,bank,va
6258,0,0,0,0,0,0,1,0,6,3,40056759,7,431307,1,40,147097,86,2,821,6,7,1,false,false,false,West,Funderburk,wirehouse,fixed
6259,0,0,1,1,1,0,0,1,3,2,30337925,4,140258,1,45,111162,61,6,608,6,0,3,false,false,false,California,Funderburk,bank,va
6260,0,0,0,1,1,0,0,1,7,3,18431355,7,3531729,1,62,125248,63,0,841,12,3,2,false,false,false,Texas,Lula,bank,va
6261,0,0,1,1,0,0,2,0,6,2,96120481,8,413956,1,31,178427,86,3,705,15,3,3,true,false,false,Texas,Ojj,ria,fixed
6262,0,0,1,0,1,0,1,0,1,0,517110785,10,199273,1,45,256156,82,2,785,16,4,4,false,false,false,NE,Patel,wirehouse,fixed
6263,0,0,1,0,1,0,1,0,2,5,896990201,8,8043034,16,38,95285,95,5,824,12,0,3,false,false,false,California,Lula,wirehouse,fixed
6264,0,0,0,0,1,1,0,0,5,4,4533237839,10,1401498,28,61,191884,55,2,666,13,3,4,false,false,true,Texas,Mambwe,bank,fixed
6265,0,0,0,1,1,1,0,1,3,6,622168120,11,1093580,3,44,284174,70,3,694,7,0,1,false,false,false,California,Griegio,bank,va
6266,0,0,1,0,1,1,0,0,6,1,644394994,10,65380,2,45,442170,82,5,715,15,1,0,false,false,false,New York,Ojj,bank,fixed
6267,0,0,1,0,1,0,0,1,3,3,884378823,17,449121,1,26,121650,62,5,766,21,2,2,false,false,true,Florida,Underwood,bank,va
6268,0,0,0,1,1,0,0,1,6,0,182400597,11,952711,4,35,70139,75,6,747,12,2,4,false,false,false,Florida,Lula,bank,va
6269,0,0,1,1,1,1,1,0,7,7,62952658,3,1141080,1,34,260888,92,4,786,5,0,3,false,false,false,California,English,wirehouse,fixed
6270,0,0,0,1,0,1,0,1,2,5,292153520,14,507437,1,42,199260,69,2,684,2,1,2,false,false,false,New York,Bost,bank,va
6271,0,0,1,0,1,0,1,0,3,6,10170011,45,4286896,1,24,396900,65,1,797,18,7,1,false,false,false,West,Rodriguez,wirehouse,fixed
6272,0,0,1,0,0,1,0,0,3,0,262664447,2,14706,1,20,50952,39,6,676,22,2,2,false,false,false,Florida,Vasquez,bank,fixed
6273,0,0,1,1,1,0,0,1,0,7,531747486,3,1313319,30,38,289557,52,3,811,5,1,0,false,false,true,New York,English,bank,va
6274,0,0,0,0,1,1,2,1,1,2,854829018,2,6086862,1,55,183838,87,4,722,21,5,0,false,false,false,South,Underwood,ria,va
6275,0,0,0,1,1,1,0,1,3,3,815284639,6,782908,2,42,804246,95,5,748,1,2,1,false,false,false,Florida,Abbott,bank,va
6276,0,0,1,1,0,0,2,0,4,3,770172038,68,1491354,20,27,172934,80,4,761,10,4,3,false,false,true,NE,Jasper,ria,fixed
6277,0,0,0,0,1,0,0,1,5,2,2805838724,6,1513278,1,37,771336,97,5,822,5,2,4,false,false,false,Florida,English,bank,va
6278,0,0,0,1,0,0,0,0,1,4,704524092,3,26158,1,60,786089,96,6,819,13,5,4,false,false,false,South,Mambwe,bank,fixed
6279,0,0,0,1,0,1,0,1,6,5,591315635,9,309935,1,20,659620,100,4,746,1,5,2,false,false,true,South,Abbott,bank,va
6280,0,0,1,1,0,0,0,1,5,3,54947667,17,936247,1,43,159292,99,0,745,23,0,1,false,false,false,California,Werner,bank,va
6281,0,0,0,1,1,0,0,0,1,6,422367605,8,5987829,4,45,143821,78,6,796,17,3,2,false,false,true,Texas,Quigley,bank,fixed
6282,0,0,0,0,0,0,0,0,4,7,341632317,7,744289,1,27,198048,91,4,780,3,1,4,false,false,false,New York,Chatterji,bank,fixed
6283,0,0,1,0,1,0,0,0,2,6,14579194,2,1713632,13,33,182201,65,3,711,9,3,3,false,false,false,Texas,Ingrid,bank,fixed
6284,0,0,1,1,1,0,1,1,4,6,368656638,11,920643,1,37,122578,83,6,701,10,5,1,false,false,true,South,Jasper,wirehouse,va
6285,0,0,0,0,0,0,0,1,7,3,52990270,9,87913,1,30,108426,81,6,746,17,1,2,false,false,false,New York,Quigley,bank,va
6286,0,0,0,0,1,0,0,0,3,1,155943973,9,1573600,21,42,327542,91,0,767,11,4,0,false,false,true,NE,Kanumba,bank,fixed
6287,0,0,1,0,1,0,0,0,6,7,298189126,23,133108,1,68,250405,93,1,605,23,0,1,false,false,false,California,Werner,bank,fixed
6288,0,0,1,0,0,1,0,1,2,4,936351993,12,455921,1,67,163090,88,5,753,20,4,4,false,false,true,NE,Tavares,bank,va
6289,0,0,0,1,1,0,0,0,0,4,17648117,1,942624,1,36,257311,97,4,780,6,7,1,false,false,false,West,Funderburk,bank,fixed
6290,0,0,1,0,1,1,1,1,3,1,2686938284,3,471486,1,69,644344,66,5,800,4,4,2,false,false,false,NE,Devon,wirehouse,va
6291,0,0,1,1,1,0,0,1,4,6,816740486,6,5264032,7,23,159397,67,5,752,7,1,0,false,false,true,New York,Griegio,bank,va
6292,0,0,1,1,1,0,0,0,3,7,267215519,4,462949,7,20,198633,89,4,746,19,1,1,false,false,false,New York,Szu,bank,fixed
6293,0,0,0,0,1,0,0,1,4,1,1723954193,5,1125707,1,30,239153,89,2,790,1,6,4,false,false,false,MidWest,Abbott,bank,va
6294,0,0,0,1,0,0,0,1,2,4,1779014382,79,35386,1,42,412630,98,4,763,12,4,3,false,false,false,NE,Lula,bank,va
6295,0,0,0,0,1,0,0,1,2,4,921860905,2,53355,1,22,250226,91,5,557,25,3,1,false,false,false,Texas,Yang,bank,va
6296,0,0,0,0,1,0,0,1,1,6,18439827,1,375620,1,32,183375,81,4,783,12,5,0,false,false,false,South,Lula,bank,va
6297,0,0,0,1,0,1,0,1,3,1,4612289842,4,1485477,7,45,55242,76,4,678,8,5,1,false,false,false,South,Hassan,bank,va
6298,0,0,1,1,1,0,0,1,3,4,350382738,4,989839,1,34,162566,76,5,766,12,3,4,false,false,true,Texas,Lula,bank,va
6299,0,0,0,0,1,1,0,1,3,0,1011169209,14,1656966,5,31,101976,90,6,725,7,7,0,false,false,true,West,Griegio,bank,va
6300,0,0,1,1,1,1,0,1,2,5,21898600,5,4118667,1,32,528635,82,5,716,12,4,2,false,false,true,NE,Lula,bank,va
6301,0,0,0,0,1,0,0,0,1,7,3973167768,3,923389,1,20,84729,95,1,732,21,2,0,false,false,false,Florida,Underwood,bank,fixed
6302,0,0,0,1,0,0,0,0,1,0,424273999,67,277164,2,43,253990,65,4,502,23,5,0,false,false,false,South,Werner,bank,fixed
6303,0,0,1,1,0,1,1,0,3,3,129954270,18,7334379,1,29,412597,82,5,765,19,4,0,false,false,false,NE,Szu,wirehouse,fixed
6304,0,0,0,0,1,0,0,0,3,1,114504645,8,111258,1,35,985029,99,1,760,25,0,1,false,false,false,California,Yang,bank,fixed
6305,0,0,1,1,0,1,0,1,1,5,986970021,16,32557,1,22,140512,86,6,732,15,3,2,false,true,true,Texas,Ojj,bank,va
6306,0,0,0,0,1,1,1,1,0,2,986331420,6,7456260,1,36,288551,89,5,827,5,0,5,false,false,false,California,English,wirehouse,va
6307,0,0,1,1,0,0,1,1,2,0,296081846,10,987096,1,64,188038,84,4,734,19,7,1,false,false,false,West,Szu,wirehouse,va
6308,0,0,0,0,1,1,0,0,4,4,952728811,7,1022164,1,75,78026,76,6,724,21,0,1,false,false,false,California,Underwood,bank,fixed
6309,0,0,0,0,0,0,0,1,5,1,1166800132,8,709171,1,39,569917,96,4,433,1,6,1,false,false,false,MidWest,Abbott,bank,va
6310,0,0,1,0,0,0,0,0,6,4,914264933,7,4204801,1,36,52672,82,3,764,10,0,2,false,false,false,California,Jasper,bank,fixed
6311,0,0,1,1,0,0,0,1,6,2,23770083,10,459533,1,43,145746,28,2,757,1,0,3,false,false,true,California,Abbott,bank,va
6312,0,0,0,1,1,0,0,1,1,3,979591126,5,620959,1,22,294609,52,4,820,15,2,0,false,false,false,Florida,Ojj,bank,va
6313,0,0,0,0,0,0,0,1,2,4,4176586350,2,6779841,1,42,634255,90,6,794,16,0,0,false,false,false,California,Patel,bank,va
6314,0,0,0,0,1,1,1,1,0,1,22418400,8,1492671,1,22,135841,75,6,817,5,1,1,false,false,true,New York,English,wirehouse,va
6315,0,0,1,1,0,0,0,1,4,3,554710062,7,813833,9,30,791751,66,4,774,6,4,3,false,false,false,NE,Funderburk,bank,va
6316,0,0,1,1,1,0,0,0,1,4,2141107767,6,3547902,1,74,84650,91,2,741,12,2,4,false,false,false,Florida,Lula,bank,fixed
6317,0,0,1,0,0,0,0,1,4,3,908814841,4,4059,1,40,64356,98,6,816,15,4,4,false,true,false,NE,Ojj,bank,va
6318,0,0,0,1,1,0,1,0,5,3,899749643,12,638031,5,44,56364,92,5,782,18,4,2,true,false,false,NE,Rodriguez,wirehouse,fixed
6319,0,0,0,1,0,1,0,1,4,4,420454019,3,46923,1,72,505100,80,3,729,17,0,5,false,false,false,California,Quigley,bank,va
6320,0,0,0,1,1,1,0,0,2,1,873648182,11,1442931,1,43,355971,96,3,760,9,4,2,false,false,false,NE,Ingrid,bank,fixed
6321,0,0,0,1,1,0,0,1,2,5,764658064,12,2767542,1,45,140857,98,1,613,3,0,2,false,false,false,California,Chatterji,bank,va
6322,0,0,0,0,1,0,0,1,1,6,877232187,6,1199504,13,36,69813,45,6,666,25,0,6,false,false,false,California,Yang,bank,va
6323,0,0,0,0,0,0,0,1,5,0,441186526,3,165191,17,40,276651,82,5,714,18,3,1,false,false,false,Texas,Rodriguez,bank,va
6324,0,0,1,1,1,0,0,1,7,6,573721361,16,9803170,29,22,251112,57,4,771,10,0,3,false,false,false,California,Jasper,bank,va
6325,0,0,0,1,1,1,0,0,4,3,30108083,10,559003,1,23,252025,93,0,719,1,2,1,false,false,false,Florida,Abbott,bank,fixed
6326,0,0,0,1,1,0,2,0,2,0,587319928,3,1613726,1,22,298376,85,4,770,20,6,1,false,false,true,MidWest,Tavares,ria,fixed
6327,0,0,1,1,1,0,0,1,4,6,2101824336,17,1367533,1,31,350769,94,6,721,15,4,1,false,false,true,NE,Ojj,bank,va
6328,0,0,1,0,0,0,0,0,5,2,2334967815,11,1462916,1,22,371804,64,4,732,7,1,4,false,false,false,New York,Griegio,bank,fixed
6329,0,0,0,0,0,1,0,1,5,3,3237750726,5,68407,3,53,279835,75,3,793,7,1,1,false,false,true,New York,Griegio,bank,va
6330,0,0,0,1,0,0,2,1,6,3,344287380,8,553309,7,24,143760,52,6,503,19,4,3,false,false,false,NE,Szu,ria,va
6331,0,0,1,1,1,0,0,1,5,2,424017295,5,50008,1,63,262527,96,5,764,12,5,1,false,true,false,South,Lula,bank,va
6332,0,0,1,1,0,0,1,0,3,1,24203190,10,667737,1,40,250786,96,1,818,8,2,0,false,true,false,Florida,Hassan,wirehouse,fixed
6333,0,0,1,1,1,0,0,0,1,6,681978180,4,1503386,18,52,285961,81,6,749,5,5,5,false,false,true,South,English,bank,fixed
6334,0,0,0,0,0,0,0,1,1,2,726297607,9,562715,1,65,232542,94,4,577,22,6,2,false,true,false,MidWest,Vasquez,bank,va
6335,0,0,0,1,1,0,0,1,4,4,57573511,5,328486,1,42,127554,77,6,782,2,5,2,false,false,true,South,Bost,bank,va
6336,0,0,0,0,0,0,0,1,6,1,398638980,12,5798052,19,45,451437,83,6,638,14,2,1,false,false,false,Florida,Noth,bank,va
6337,0,0,0,0,1,0,0,1,7,4,30101750,7,1346860,40,40,267716,91,2,796,9,4,0,false,false,false,NE,Ingrid,bank,va
6338,0,0,1,0,1,0,2,0,7,4,2534790603,10,972786,11,67,85733,98,3,702,17,4,1,false,false,false,NE,Quigley,ria,fixed
6339,0,0,0,1,0,1,0,1,7,2,916972533,11,9358176,1,71,141153,99,5,720,3,6,5,false,false,false,MidWest,Chatterji,bank,va
6340,0,0,1,1,1,0,0,1,3,1,54495000,6,3445676,1,75,125319,82,6,790,24,6,1,false,false,false,MidWest,Xavier,bank,va
6341,0,0,0,1,1,1,0,1,4,4,4149330996,7,120027,28,21,276740,61,4,762,20,5,0,false,false,true,South,Tavares,bank,va
6342,0,0,0,1,1,0,1,1,1,1,801695716,8,4401166,33,36,189463,87,6,621,22,4,1,false,false,false,NE,Vasquez,wirehouse,va
6343,0,0,1,0,0,0,1,0,0,7,693901376,8,5395039,1,32,152397,100,0,718,8,4,2,false,false,true,NE,Hassan,wirehouse,fixed
6344,0,0,1,1,1,0,0,0,6,4,537529346,6,9887293,1,45,433929,95,4,792,11,2,1,false,false,true,Florida,Kanumba,bank,fixed
6345,0,0,0,1,1,0,1,0,6,5,343110081,69,71372,1,28,84391,88,5,534,24,5,0,false,false,false,South,Xavier,wirehouse,fixed
6346,0,0,0,1,1,0,0,1,7,2,92998277,7,1896294,1,41,80949,88,4,667,22,1,3,false,false,true,New York,Vasquez,bank,va
6347,0,0,0,1,0,0,0,1,7,7,80169964,8,1559049,33,38,214629,67,2,795,16,1,1,false,false,false,New York,Patel,bank,va
6348,0,0,0,1,1,0,0,1,4,7,2408554710,18,8195609,2,73,258371,84,5,745,3,4,1,false,false,false,NE,Chatterji,bank,va
6349,0,0,1,1,1,0,0,1,3,6,268904436,5,8151077,1,49,177849,81,5,796,10,2,1,false,false,false,Florida,Jasper,bank,va
6350,0,0,0,0,1,1,0,1,1,0,85900917,3,198537,1,36,206390,89,5,778,4,5,1,false,true,false,South,Devon,bank,va
6351,0,0,0,1,0,0,0,1,1,4,769872615,10,209495,1,22,989775,89,5,649,22,0,2,true,false,false,California,Vasquez,bank,va
6352,0,0,0,1,1,1,0,1,1,3,87948260,7,4049844,16,40,65656,83,4,760,10,3,3,false,false,false,Texas,Jasper,bank,va
6353,0,0,1,1,1,1,0,1,5,6,764490200,3,1850527,11,28,167346,71,5,811,12,6,2,true,false,false,MidWest,Lula,bank,va
6354,0,0,0,1,1,0,0,1,7,3,620264779,11,173771,1,61,167532,89,5,718,25,2,2,false,false,false,Florida,Yang,bank,va
6355,0,0,1,1,1,1,0,1,1,0,86734987,10,285948,18,38,431064,24,2,798,8,3,1,false,false,false,Texas,Hassan,bank,va
6356,0,0,1,0,1,1,0,1,2,1,2567405988,7,22080,1,31,214649,80,0,745,11,7,4,false,false,true,West,Kanumba,bank,va
6357,0,0,1,0,1,0,0,1,6,2,943636904,10,728487,1,33,237596,80,5,711,14,1,1,false,false,true,New York,Noth,bank,va
6358,0,0,0,0,1,0,2,0,6,6,29823392,5,296790,37,41,464663,94,4,770,1,2,3,false,false,false,Florida,Abbott,ria,fixed
6359,0,0,0,0,1,0,0,1,4,2,662163192,8,4298033,27,21,240085,100,6,795,17,5,2,false,false,true,South,Quigley,bank,va
6360,0,0,1,0,1,0,1,1,2,4,79154559,9,337213,1,40,337033,79,6,745,14,1,2,false,false,true,New York,Noth,wirehouse,va
6361,0,0,1,0,1,0,0,1,4,3,2304078938,18,43876,1,32,82463,99,5,795,16,0,4,false,false,true,California,Patel,bank,va
6362,0,0,0,1,1,0,0,1,6,5,2311200745,33,299853,11,58,52064,96,4,721,21,4,0,false,false,true,NE,Underwood,bank,va
6363,0,0,0,1,1,0,0,1,4,3,63930016,5,170986,1,70,203066,52,0,713,7,3,3,false,false,true,Texas,Griegio,bank,va
6364,0,0,1,0,1,1,1,1,5,6,296771884,5,237060,16,67,57113,90,6,824,2,7,5,false,false,true,West,Bost,wirehouse,va
6365,0,0,0,0,0,1,0,1,5,4,789233979,3,199043,1,26,342470,98,5,756,17,3,2,false,false,false,Texas,Quigley,bank,va
6366,0,0,1,0,0,0,2,1,0,6,620237350,11,8685078,5,62,143239,93,3,561,15,0,0,false,false,false,California,Ojj,ria,va
6367,0,0,0,0,1,0,1,1,6,0,762240593,10,308545,1,28,74669,83,4,797,9,5,3,false,false,true,South,Ingrid,wirehouse,va
6368,0,0,0,0,1,0,1,0,4,0,311735905,2,1598647,7,36,70292,74,4,708,1,1,1,false,false,false,New York,Abbott,wirehouse,fixed
6369,0,0,0,0,1,1,1,1,1,2,2364454288,6,13882,1,50,104278,96,5,733,4,5,3,false,false,true,South,Devon,wirehouse,va
6370,0,0,0,0,1,0,0,0,4,3,195769044,3,1103279,1,36,303159,54,6,723,9,4,0,false,false,false,NE,Ingrid,bank,fixed
6371,0,0,0,0,1,0,0,1,1,1,803326380,1,458680,1,22,369029,85,3,745,15,2,2,false,true,true,Florida,Ojj,bank,va
6372,0,0,0,1,1,1,0,0,3,5,2842835168,7,158385,6,26,453552,68,6,751,1,3,0,false,false,false,Texas,Abbott,bank,fixed
6373,0,0,1,1,1,0,0,0,2,2,3109732753,9,3282184,1,69,282048,99,4,799,4,3,4,false,false,true,Texas,Devon,bank,fixed
6374,0,0,0,0,1,0,0,1,2,5,743126462,14,273213,3,23,131130,88,6,792,12,4,2,false,false,false,NE,Lula,bank,va
6375,0,0,0,1,1,1,0,1,4,2,30877354,7,72155,3,32,77095,22,4,837,22,4,2,true,false,true,NE,Vasquez,bank,va
6376,0,0,0,0,0,0,0,1,2,3,46058518,18,80966,1,37,105183,81,3,781,19,2,2,false,false,false,Florida,Szu,bank,va
6377,0,0,0,0,1,0,0,1,3,1,972270555,11,1918435,1,70,66897,82,1,760,19,1,3,false,false,false,New York,Szu,bank,va
6378,0,0,0,0,1,0,0,1,7,3,363975902,11,1540972,2,45,57318,86,4,735,2,4,4,false,false,false,NE,Bost,bank,va
6379,0,0,0,0,1,0,1,1,2,2,900173965,12,2856640,2,38,267503,75,4,758,21,5,2,true,false,true,South,Underwood,wirehouse,va
6380,0,0,0,1,1,1,0,1,4,1,56194474,7,398158,4,74,182251,99,5,706,19,2,2,false,false,true,Florida,Szu,bank,va
