advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_ria,primary_prod_sold_annuity,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char
6020,0,0,1,1,1,0,0,1,4,4,36314546,24,1002010,1,67,218292,86,3,736,11,2,5,false,false,false,Florida,Kanumba
6021,0,0,0,1,0,1,0,0,0,6,38221943,11,5881701,1,32,258040,98,4,774,14,5,4,true,false,false,South,Noth
6022,0,0,0,0,1,0,0,1,5,6,86615082,6,1942315,10,44,298915,89,4,770,21,0,4,false,false,false,California,Underwood
6023,0,0,0,0,0,0,0,1,6,3,2707445371,6,2688437,1,62,127120,90,2,534,15,0,4,false,false,false,California,Ojj
6024,0,0,0,0,0,1,0,1,7,5,432004915,9,687566,4,37,184990,83,6,576,14,2,1,false,false,false,Florida,Noth
6025,0,0,0,1,1,0,1,0,1,3,23241225,6,268177,2,34,131687,84,5,603,13,5,2,false,false,true,South,Mambwe
6026,0,0,0,0,1,0,0,1,3,1,2856151410,4,900209,1,39,196165,87,4,798,1,4,4,false,false,true,NE,Abbott
6027,0,0,0,1,0,0,0,0,7,0,3792170306,12,2575940,1,43,462012,86,5,784,10,2,5,true,false,true,Florida,Jasper
6028,0,0,0,1,0,1,0,0,3,0,313535303,10,401848,24,53,93606,90,5,437,17,7,4,false,false,false,West,Quigley
6029,0,0,0,1,1,1,0,0,6,0,982670903,7,1421227,1,31,196565,72,5,821,1,3,0,false,false,false,Texas,Abbott
6030,0,0,0,1,0,0,0,1,3,5,787760852,14,55486,1,45,90923,97,5,704,16,4,5,false,false,true,NE,Patel
6031,0,0,0,1,0,0,0,1,2,2,153088108,14,1496730,1,49,138885,38,5,779,14,5,2,false,false,true,South,Noth
6032,0,0,0,0,0,1,0,0,6,2,20919975,1,157652,1,75,156654,89,5,746,22,1,0,false,false,false,New York,Vasquez
6033,0,0,1,0,1,1,0,1,2,2,2556043954,8,8372880,1,56,213818,91,4,757,8,2,1,false,false,false,Florida,Hassan
6034,0,0,0,1,1,1,0,1,3,4,274471800,5,1309679,1,27,658700,92,6,504,4,0,3,false,false,false,California,Devon
6035,0,0,1,1,1,1,0,1,5,0,36409581,12,6045753,8,41,251669,88,4,704,15,2,4,false,false,false,Florida,Ojj
6036,0,0,0,1,1,1,0,1,4,0,90609128,4,1772370,6,21,300587,83,4,704,5,3,4,false,true,false,Texas,English
6037,0,0,1,1,1,0,0,1,3,4,68642941,14,58611,1,21,332530,88,2,799,25,1,4,false,false,false,New York,Yang
6038,0,0,0,1,1,0,0,0,3,5,38730696,12,159638,1,39,197571,85,5,763,14,4,2,false,false,false,NE,Noth
6039,0,0,1,1,1,0,0,1,3,7,921938239,10,1112693,1,52,288819,84,4,705,20,2,3,false,false,false,Florida,Tavares
6040,0,0,1,0,0,0,0,1,1,0,90742452,11,51295,11,27,121656,82,4,804,5,5,3,false,false,false,South,English
6041,0,0,1,1,0,0,0,0,4,3,998155226,9,7604830,3,41,384662,89,5,783,9,1,4,false,false,false,New York,Ingrid
6042,0,0,0,0,1,0,0,0,6,0,74203798,7,4490,1,22,193615,95,3,708,23,5,4,false,false,false,South,Werner
6043,0,0,0,0,1,0,0,1,0,3,85986222,7,1245037,1,79,286250,96,2,712,16,1,1,false,false,true,New York,Patel
6044,0,0,1,1,0,1,0,1,1,7,76378408,7,38577,1,36,232092,84,4,725,4,2,2,false,false,true,Florida,Devon
6045,0,0,0,0,0,1,1,0,4,1,290126537,1,127293,1,41,178970,90,4,814,20,0,2,false,false,false,California,Tavares
6046,0,0,0,1,1,0,0,1,3,4,841923512,6,561253,1,36,689934,97,6,506,3,7,1,false,false,false,West,Chatterji
6047,0,0,1,1,1,1,1,1,1,4,96592491,24,402875,1,35,186962,98,4,720,10,1,0,false,false,false,New York,Jasper
6048,0,0,0,1,0,1,0,1,2,2,64388414,10,467346,4,41,94551,95,4,812,24,0,1,false,false,false,California,Xavier
6049,0,0,0,0,1,0,0,1,1,2,943355269,8,304610,1,58,193265,56,5,712,11,0,1,false,false,false,California,Kanumba
6050,0,0,0,1,0,1,0,0,2,6,2472906461,12,472534,1,20,238815,83,2,766,22,2,1,false,false,true,Florida,Vasquez
6051,0,0,1,1,1,0,0,1,1,4,339314253,15,1704610,1,22,268613,97,5,764,12,2,3,false,false,false,Florida,Lula
6052,0,0,1,0,1,0,0,1,4,3,859347034,3,4596263,1,40,357880,7,5,712,1,4,2,false,false,false,NE,Abbott
6053,0,0,0,1,0,1,0,1,6,2,677401477,25,938516,40,40,179588,98,4,698,23,3,4,false,false,false,Texas,Werner
6054,0,0,1,0,1,0,0,1,0,1,722651203,10,438334,1,68,54153,38,1,769,18,7,5,false,false,false,West,Rodriguez
6055,0,0,0,0,1,0,1,0,4,4,852145801,2,104325,3,31,291862,88,6,722,24,2,2,false,false,false,Florida,Xavier
6056,0,0,0,1,1,0,0,1,5,3,3340143439,7,1431286,1,19,95176,93,2,762,17,5,1,false,false,false,South,Quigley
6057,0,0,1,1,0,0,0,0,4,6,199994283,1,564283,1,60,75489,87,6,733,21,1,2,false,false,false,New York,Underwood
6058,0,0,0,0,1,1,0,0,3,6,507492604,2,188531,1,62,191312,91,5,727,2,3,1,false,false,false,Texas,Bost
6059,0,0,0,0,1,0,0,1,6,3,674288140,7,190644,5,22,467493,88,0,703,4,0,2,false,false,false,California,Devon
6060,0,0,0,1,1,0,0,0,2,0,2012272882,5,434144,1,21,495390,55,5,770,5,3,0,false,false,true,Texas,English
6061,0,0,0,1,0,1,1,0,4,3,837807823,17,55216,1,53,92455,97,5,625,12,1,3,false,false,false,New York,Lula
6062,0,0,1,1,0,0,1,0,1,3,123594213,6,614874,1,44,177712,94,2,683,7,4,1,false,false,false,NE,Griegio
6063,0,0,0,0,0,0,0,1,1,0,4238246341,12,40398,1,24,143113,83,5,647,21,7,3,false,false,true,West,Underwood
6064,0,0,1,0,0,0,1,0,7,5,482489520,16,5342036,5,26,257663,92,6,795,17,1,1,false,false,false,New York,Quigley
6065,0,0,1,1,0,0,1,1,4,2,1146555756,4,431600,31,44,201809,84,5,562,21,2,2,false,false,false,Florida,Underwood
6066,0,0,1,0,1,1,1,0,4,1,342881623,2,340109,22,75,386777,64,5,707,6,3,6,true,false,true,Texas,Funderburk
6067,0,0,1,0,1,0,0,1,7,5,240808643,10,497910,2,29,247806,51,5,770,8,4,3,false,false,false,NE,Hassan
6068,0,0,0,0,1,1,0,1,1,2,101514599,8,1507790,1,54,141097,63,5,723,20,2,7,false,false,true,Florida,Tavares
6069,0,0,1,0,0,1,0,0,2,1,791700705,2,801389,2,42,168354,94,6,778,17,0,1,false,false,false,California,Quigley
6070,0,0,0,0,1,1,0,1,4,6,168847086,11,1368961,1,43,457752,81,6,783,23,4,2,false,false,false,NE,Werner
6071,0,0,0,1,0,0,0,0,3,3,856655419,4,101610,5,49,94483,57,4,785,16,4,4,false,false,false,NE,Patel
6072,0,0,1,0,0,0,0,1,0,0,759862128,16,52256,40,23,295349,87,5,635,15,1,4,false,false,true,New York,Ojj
6073,0,0,0,1,1,1,0,0,3,1,287883898,12,7919705,1,33,577066,26,4,745,1,4,1,false,false,false,NE,Abbott
6074,0,0,1,1,1,0,0,0,2,0,894041409,3,928520,1,38,435975,86,5,746,17,1,1,false,false,true,New York,Quigley
6075,0,0,1,0,1,0,1,1,6,4,127361335,16,1500266,1,25,240016,52,6,725,24,4,4,false,false,true,NE,Xavier
6076,0,0,0,0,1,0,1,1,4,6,89792441,10,251446,1,45,205206,81,4,788,22,4,2,false,false,true,NE,Vasquez
6077,0,0,1,1,1,0,0,1,1,2,524559074,10,1191747,1,29,418833,66,1,715,3,0,2,false,false,false,California,Chatterji
6078,0,0,0,1,0,0,0,1,5,2,58032811,11,2987562,1,43,77615,69,5,737,13,5,5,false,false,true,South,Mambwe
6079,0,0,0,0,0,0,0,0,6,4,210284520,7,4631331,1,38,194222,99,4,793,13,2,3,false,false,true,Florida,Mambwe
6080,0,0,0,1,1,0,0,1,1,4,553165399,5,1282246,1,33,212147,95,6,741,22,3,6,false,false,false,Texas,Vasquez
6081,0,0,1,1,1,0,0,0,2,4,726144078,9,1952279,4,60,101013,92,6,716,16,0,0,false,false,false,California,Patel
6082,0,0,1,1,1,1,0,1,2,3,755306958,6,992254,1,68,55704,84,4,734,14,4,0,false,false,true,NE,Noth
6083,0,0,0,0,1,1,1,0,4,3,72635899,2,50549,1,43,403335,82,3,770,18,4,3,false,false,false,NE,Rodriguez
6084,0,0,0,1,0,1,0,0,3,0,26732619,7,53864,1,33,478152,77,3,817,8,4,0,false,false,true,NE,Hassan
6085,0,0,0,0,0,1,0,0,6,3,1016324713,54,628751,1,25,96430,83,6,710,19,3,2,false,false,false,Texas,Szu
6086,0,0,0,0,0,0,0,1,5,2,173314810,6,1255454,1,46,211952,51,3,629,1,3,0,false,false,false,Texas,Abbott
6087,0,0,0,1,0,0,0,0,3,1,196092023,1,67894,1,62,259733,87,6,845,20,4,3,false,false,true,NE,Tavares
6088,0,0,1,0,0,0,0,1,2,7,4566548540,8,3528166,1,30,195147,100,6,738,6,6,5,false,false,false,MidWest,Funderburk
6089,0,0,1,1,0,1,1,1,3,5,3124396839,4,485246,3,24,307277,71,5,742,15,4,1,false,false,false,NE,Ojj
6090,0,0,0,0,1,0,0,1,3,0,1282649147,7,2420564,1,40,209881,88,4,803,12,0,2,false,false,false,California,Lula
6091,0,0,1,0,0,0,0,1,4,4,28609955,15,190341,1,30,198787,86,5,820,23,0,2,false,false,false,California,Werner
6092,0,0,0,1,0,0,0,0,1,4,1648555466,9,490950,1,51,173676,99,4,814,25,3,2,false,false,true,Texas,Yang
6093,0,0,0,0,1,0,0,1,2,0,965945532,12,963265,1,50,84693,85,4,746,25,0,1,false,false,false,California,Yang
6094,0,0,1,0,1,1,0,0,2,7,553518126,8,921182,2,36,236529,88,2,818,20,1,1,false,true,true,New York,Tavares
6095,0,0,1,1,1,1,1,1,5,7,3517908956,14,25930,3,23,292643,83,1,622,1,7,1,false,false,true,West,Abbott
6096,0,0,0,0,0,0,0,1,4,5,945270801,7,445098,9,53,98019,53,4,715,5,3,5,false,false,false,Texas,English
6097,0,0,0,1,0,0,0,1,6,0,98303624,3,378335,1,21,213363,83,5,509,10,3,1,false,false,false,Texas,Jasper
6098,0,0,1,0,0,0,1,1,6,0,91122517,3,8571676,2,79,286719,65,3,752,4,1,3,true,false,false,New York,Devon
6099,0,0,1,0,1,0,0,0,1,1,1471218065,16,421021,1,53,185493,79,5,628,14,4,1,false,false,false,NE,Noth
6100,0,0,0,1,1,1,0,1,0,2,66394282,5,3903796,3,43,388246,97,4,816,10,0,2,false,false,false,California,Jasper
6101,0,0,0,1,1,1,1,0,2,6,96484719,7,703197,1,38,66764,87,5,735,15,5,2,false,false,false,South,Ojj
6102,0,0,1,0,0,0,1,1,5,6,2915441302,55,97195,2,54,64054,90,4,726,7,4,0,false,false,true,NE,Griegio
6103,0,0,1,1,1,1,0,1,4,4,641580231,17,2882013,1,59,90349,71,4,793,3,3,3,false,false,false,Texas,Chatterji
6104,0,0,1,1,1,0,0,1,2,3,163587403,6,1939736,6,20,755219,9,6,781,13,0,2,false,false,false,California,Mambwe
6105,0,0,1,1,1,1,1,0,6,0,81316281,13,1893335,5,21,73738,88,4,726,5,4,7,false,false,false,NE,English
6106,0,0,1,1,1,0,1,1,5,6,280766677,2,6338853,11,34,105751,75,2,761,8,5,0,false,false,true,South,Hassan
6107,0,0,1,1,0,1,0,0,0,2,64446048,2,842584,1,65,117640,80,1,788,9,2,2,false,false,false,Florida,Ingrid
6108,0,0,1,1,1,0,0,1,3,6,22946504,14,7972239,1,21,166828,90,5,725,14,2,2,false,false,false,Florida,Noth
6109,0,0,1,0,1,0,0,0,5,0,50412530,3,60314,11,45,661120,51,3,739,17,0,1,false,false,false,California,Quigley
6110,0,0,1,0,0,0,0,0,4,7,3485939823,6,9715821,19,41,191996,73,5,738,23,3,1,false,false,true,Texas,Werner
6111,0,0,1,0,0,0,0,1,6,6,337165203,46,7841893,1,29,286652,87,5,791,22,4,3,false,false,false,NE,Vasquez
6112,0,0,1,1,0,1,1,1,5,3,894594927,2,1899765,1,64,239086,84,5,764,6,2,1,false,false,false,Florida,Funderburk
6113,0,0,0,1,1,0,0,1,1,1,91595144,3,553265,1,67,164043,83,6,737,14,3,4,false,false,false,Texas,Noth
6114,0,0,0,0,1,1,0,0,1,1,2399775106,7,901156,1,29,202495,85,5,792,4,1,1,false,false,false,New York,Devon
6115,0,0,0,0,1,0,1,0,7,4,540544231,4,323352,1,27,110837,70,4,668,15,1,1,false,false,true,New York,Ojj
6116,0,0,1,0,1,1,1,0,2,5,929761995,17,72722,1,65,78278,97,2,791,14,0,2,false,false,true,California,Noth
6117,0,0,1,0,1,0,0,0,4,5,854575751,5,670680,3,35,270200,93,6,716,23,3,0,false,true,true,Texas,Werner
6118,0,0,0,1,1,0,0,1,3,7,3059606607,4,853777,5,34,267474,95,6,761,24,4,0,false,false,false,NE,Xavier
6119,0,0,0,1,1,0,0,0,0,2,633797497,3,954246,1,47,196238,86,5,708,13,1,4,false,false,true,New York,Mambwe
6120,0,0,0,1,1,0,0,0,6,4,67714160,11,205670,1,59,423285,92,4,775,9,0,2,false,false,true,California,Ingrid
6121,0,0,0,1,1,0,1,1,3,1,70137686,12,1464482,1,41,274662,94,3,773,2,4,1,false,false,false,NE,Bost
6122,0,0,0,0,1,0,0,0,1,3,4455872438,13,77858,1,30,56164,96,5,743,19,5,2,true,false,false,South,Szu
6123,0,0,0,0,1,0,0,0,4,2,594930975,11,1999032,1,80,281173,87,6,756,11,7,1,false,false,false,West,Kanumba
6124,0,0,0,1,1,0,1,1,3,0,4434633769,7,357840,1,35,143725,54,5,799,13,6,3,false,false,false,MidWest,Mambwe
6125,0,0,1,1,0,0,0,0,1,0,71814588,2,1306300,1,73,205958,100,5,678,17,5,0,false,false,true,South,Quigley
6126,0,0,0,0,1,1,0,1,1,3,782680796,5,496304,1,20,153373,75,4,766,9,3,4,false,false,true,Texas,Ingrid
6127,0,0,1,0,0,0,0,1,2,0,248479362,6,564837,3,33,332112,51,6,771,11,5,3,false,false,true,South,Kanumba
6128,0,0,1,1,1,0,0,0,4,4,3602150876,11,1074310,1,31,282897,76,5,443,1,1,5,false,false,false,New York,Abbott
6129,0,0,0,1,0,0,1,1,4,0,3845898276,12,388494,1,38,186856,59,4,754,12,5,2,false,false,false,South,Lula
6130,0,0,0,1,0,1,0,0,5,1,504501433,11,467356,1,21,269980,83,5,796,14,1,4,false,false,true,New York,Noth
6131,0,0,0,1,0,1,0,1,5,3,322437906,1,2618450,2,36,101964,94,0,724,20,0,3,false,false,false,California,Tavares
6132,0,0,0,1,0,1,0,1,2,2,160253625,7,707674,4,42,832005,82,5,837,16,2,0,false,false,true,Florida,Patel
6133,0,0,0,0,1,1,0,1,7,3,205271055,7,1344743,6,62,988914,52,2,710,6,3,0,false,false,true,Texas,Funderburk
6134,0,0,1,0,1,0,1,1,7,2,438877110,3,494551,2,36,221796,76,6,807,11,6,0,false,false,false,MidWest,Kanumba
6135,0,0,0,0,0,1,0,1,7,0,1421811314,12,36994,19,27,289882,57,5,759,24,2,1,false,false,true,Florida,Xavier
6136,0,0,0,0,1,0,0,1,3,5,969861018,8,1754272,17,23,113525,98,6,758,19,5,1,false,false,false,South,Szu
6137,0,0,0,1,1,1,0,0,3,4,297449044,18,201737,6,20,272081,69,5,713,5,1,1,false,false,false,New York,English
6138,0,0,1,1,1,0,0,1,2,5,852612880,5,1723150,1,76,285209,96,5,702,23,2,0,false,false,true,Florida,Werner
6139,0,0,1,1,0,1,1,0,2,5,743259760,12,523756,1,25,195246,56,6,848,16,0,0,false,false,false,California,Patel
6140,0,0,1,0,1,1,0,1,0,3,574376851,19,530191,1,22,88722,64,4,739,24,3,0,true,false,false,Texas,Xavier
6141,0,0,1,0,0,1,1,1,0,0,874813420,20,111999,2,38,159426,95,4,725,16,1,4,false,false,true,New York,Patel
6142,0,0,0,1,1,0,0,1,1,0,4122618487,7,391920,12,20,103773,85,5,565,25,5,0,false,true,true,South,Yang
6143,0,0,0,0,0,1,0,1,7,3,954018135,5,965170,5,77,273423,8,4,671,9,2,1,false,false,true,Florida,Ingrid
6144,0,0,1,0,1,1,0,1,0,3,3646530662,7,674479,1,19,296688,88,3,701,20,2,3,false,false,true,Florida,Tavares
6145,0,0,0,0,1,1,0,1,5,2,91044079,12,54079,30,59,92864,91,5,823,14,3,3,false,true,false,Texas,Noth
6146,0,0,1,0,0,0,1,0,3,7,608518209,2,1055229,8,63,141695,78,1,804,9,5,1,false,false,false,South,Ingrid
6147,0,0,0,0,1,0,0,1,2,0,506009264,18,5807043,5,59,225815,98,6,798,10,6,5,false,false,true,MidWest,Jasper
6148,0,0,1,0,0,0,0,1,1,3,3387131666,5,76141,17,30,231388,86,5,437,15,4,1,false,false,true,NE,Ojj
6149,0,0,0,1,1,0,0,1,2,0,574752441,2,1407458,1,27,752660,98,3,788,2,0,1,false,false,false,California,Bost
6150,0,0,1,0,0,0,1,1,2,5,847868791,3,1638025,1,22,358849,97,6,730,17,3,0,false,false,true,Texas,Quigley
6151,0,0,1,0,1,1,1,0,3,6,101944450,11,50866,1,52,90573,31,5,829,24,6,1,true,false,false,MidWest,Xavier
6152,0,0,1,0,0,0,1,0,2,1,445812727,1,726203,8,33,103152,96,3,745,16,7,2,false,false,false,West,Patel
6153,0,0,1,0,0,0,0,0,2,1,1658365582,20,493581,1,61,475366,95,5,649,11,5,3,false,false,false,South,Kanumba
6154,0,0,0,1,1,0,0,1,1,3,2721601395,18,9900,14,36,209424,97,1,837,18,5,0,false,false,false,South,Rodriguez
6155,0,0,1,0,0,0,0,1,2,1,2695108521,2,301160,6,27,82370,95,4,784,15,7,2,false,false,false,West,Ojj
6156,0,0,1,0,0,0,0,0,5,4,2177131411,9,1590082,1,20,292668,92,4,830,3,3,3,false,false,true,Texas,Chatterji
6157,0,0,0,0,1,1,0,1,0,2,31031310,3,793870,1,44,75222,81,6,782,12,2,5,false,false,true,Florida,Lula
6158,0,0,0,0,1,1,0,0,1,4,248095241,8,5405332,6,27,74777,84,5,732,17,1,1,false,false,false,New York,Quigley
6159,0,0,0,0,1,1,0,1,1,5,185207383,12,597104,7,24,172316,82,0,730,1,5,0,false,false,false,South,Abbott
6160,0,0,1,0,1,0,0,1,3,0,592204475,15,1076470,1,42,159450,100,6,762,8,4,3,false,false,true,NE,Hassan
6161,0,0,0,0,0,1,0,0,4,4,71159925,17,258470,1,24,244495,89,1,755,14,4,1,false,false,true,NE,Noth
6162,0,0,0,0,1,1,1,0,4,1,1515521393,11,323068,1,23,385620,89,5,784,23,4,3,false,false,true,NE,Werner
6163,0,0,1,0,1,1,0,0,4,3,243345124,3,1981654,1,22,86579,90,4,751,10,4,7,false,false,true,NE,Jasper
6164,0,0,0,0,1,0,0,1,1,6,98180278,10,1857251,28,20,165580,88,1,715,11,4,0,false,false,true,NE,Kanumba
6165,0,0,0,0,1,1,0,1,1,2,298041951,9,587081,1,36,218085,57,6,738,1,7,0,false,false,false,West,Abbott
6166,0,0,1,1,1,0,1,1,2,4,626128468,5,1406315,1,26,270327,84,6,817,16,1,2,false,false,true,New York,Patel
6167,0,0,0,0,0,1,0,1,2,0,107027349,39,415918,1,32,331844,93,4,714,8,4,0,false,false,false,NE,Hassan
6168,0,0,0,0,1,0,0,1,4,5,45828358,4,500782,1,45,116062,33,1,747,8,7,3,false,false,false,West,Hassan
6169,0,0,1,0,1,1,0,1,5,4,859259110,8,6558662,1,35,53366,92,4,678,20,4,3,false,false,true,NE,Tavares
6170,0,0,0,1,1,0,0,0,3,0,856165960,63,592188,1,42,133873,92,1,708,13,5,0,false,false,false,South,Mambwe
6171,0,0,1,0,0,1,0,1,3,0,3993235017,5,1824770,15,25,344492,92,6,771,25,2,3,false,false,false,Florida,Yang
6172,0,0,0,0,1,0,0,1,7,3,823814685,4,1543433,3,20,180315,76,5,844,21,4,3,false,false,false,NE,Underwood
6173,0,0,1,1,1,0,0,1,6,6,136275147,4,1765625,14,33,106066,65,5,804,8,5,2,false,false,true,South,Hassan
6174,0,0,0,1,0,0,0,1,7,3,2336446840,10,404271,2,40,163337,68,4,844,21,3,0,false,true,false,Texas,Underwood
6175,0,0,1,0,1,0,0,1,0,2,472226092,6,1564391,30,21,115690,87,3,799,6,4,0,false,false,false,NE,Funderburk
6176,0,0,0,1,1,0,0,1,4,2,91595238,10,528247,2,38,86281,65,4,817,1,1,4,false,false,true,New York,Abbott
6177,0,0,0,1,1,0,1,1,3,1,3110195312,4,117174,1,44,150577,67,6,775,24,4,4,false,false,false,NE,Xavier
6178,0,0,0,1,1,0,0,1,2,6,771856181,2,6679984,2,38,58746,89,6,745,13,7,4,false,false,false,West,Mambwe
6179,0,0,0,1,1,0,0,1,2,4,2888154784,9,876017,1,62,262578,100,6,769,17,3,2,true,false,true,Texas,Quigley
6180,0,0,0,1,1,0,0,1,2,3,95705222,19,1698421,1,43,446668,8,4,745,8,7,4,false,false,false,West,Hassan
6181,0,0,0,1,0,0,0,1,6,3,938004789,3,1022626,1,24,201283,84,3,789,7,2,5,false,false,false,Florida,Griegio
6182,0,0,0,0,1,1,0,0,3,0,640736168,18,1210446,1,39,54535,92,6,663,18,1,5,false,false,false,New York,Rodriguez
6183,0,0,1,1,1,1,0,0,2,1,10722672,12,47449,1,33,468363,87,5,809,7,2,0,false,false,false,Florida,Griegio
6184,0,0,1,1,1,0,0,0,1,2,79042459,11,122899,6,20,319449,58,4,721,10,0,0,false,false,false,California,Jasper
6185,0,0,0,0,1,1,1,1,4,4,69453514,8,2705416,1,32,272788,86,5,550,12,1,1,false,false,true,New York,Lula
6186,0,0,0,0,1,0,0,1,1,2,777444572,6,73426,1,39,299689,96,5,483,3,2,0,false,false,true,Florida,Chatterji
6187,0,0,1,0,0,0,1,0,1,3,799831581,2,7241815,18,43,209758,83,4,789,8,7,5,false,false,false,West,Hassan
6188,0,0,1,1,1,0,0,1,4,2,4923980090,2,1758761,1,28,218050,10,3,626,5,2,0,false,false,true,Florida,English
6189,0,0,0,1,0,1,0,0,1,4,880486109,1,173204,1,22,195401,89,4,762,20,1,4,false,false,false,New York,Tavares
6190,0,0,0,1,1,0,0,1,1,6,65396460,8,9681647,1,31,242384,81,6,579,18,2,2,false,false,true,Florida,Rodriguez
6191,0,0,0,0,1,0,0,1,2,5,930525534,16,229855,1,40,227060,85,3,753,10,5,4,false,false,true,South,Jasper
6192,0,0,0,1,0,0,0,1,7,1,87886069,7,1717169,3,44,137547,85,4,835,22,5,1,false,false,false,South,Vasquez
6193,0,0,1,1,0,0,0,0,3,1,4495258727,9,2915408,1,24,242406,85,5,662,1,2,0,false,false,true,Florida,Abbott
6194,0,0,0,1,1,0,1,1,2,3,18402362,2,476640,1,43,91712,47,3,659,5,3,3,false,false,false,Texas,English
6195,0,0,0,0,1,0,0,1,5,3,4222159173,4,31772,1,62,185076,81,5,761,9,3,0,true,false,false,Texas,Ingrid
6196,0,0,0,0,1,0,0,1,1,1,139330420,11,3603181,1,19,598667,97,5,662,4,0,1,false,false,false,California,Devon
6197,0,0,0,1,0,0,0,0,2,7,213887704,14,62544,1,36,226293,96,6,781,2,4,0,true,false,false,NE,Bost
6198,0,0,0,0,1,1,0,1,1,3,3623044948,2,3350073,2,23,140192,82,5,770,1,2,7,false,false,false,Florida,Abbott
6199,0,0,1,1,1,1,0,0,5,4,938789160,10,216746,9,72,105880,80,4,720,23,0,4,false,false,false,California,Werner
6200,0,0,0,0,1,0,1,1,6,1,934951948,10,1169742,1,50,631939,66,2,713,8,2,1,false,false,false,Florida,Hassan
6201,0,0,1,1,0,1,0,1,6,2,347740781,10,1615175,1,63,194961,42,5,726,18,3,2,false,false,false,Texas,Rodriguez
6202,0,0,0,1,1,0,0,0,5,0,4804817519,2,1043531,1,42,123196,91,6,810,12,2,2,false,false,false,Florida,Lula
6203,0,0,0,1,1,0,0,1,7,6,57050789,7,19847,2,43,361619,74,2,667,17,4,0,false,false,false,NE,Quigley
6204,0,0,0,1,0,0,0,0,4,5,971052091,13,45804,1,30,148873,75,2,753,25,2,2,false,false,false,Florida,Yang
6205,0,0,0,1,1,0,0,1,5,1,3343640831,15,321562,1,60,180365,76,4,763,3,7,4,false,false,true,West,Chatterji
6206,0,0,1,1,0,0,0,1,7,3,989710140,2,6026344,30,19,237126,74,6,844,12,4,4,false,false,false,NE,Lula
6207,0,0,0,1,1,0,0,1,4,7,449788667,14,1373988,4,31,238358,95,4,705,18,2,5,false,false,false,Florida,Rodriguez
6208,0,0,0,1,1,1,0,1,0,2,4244374099,6,543064,1,45,733584,83,2,787,20,3,2,false,false,true,Texas,Tavares
6209,0,0,0,0,0,0,0,1,1,3,4226518299,16,1633933,1,41,372805,88,5,737,18,5,4,false,false,true,South,Rodriguez
6210,0,0,0,1,1,1,1,1,2,2,837241831,5,749935,1,59,925553,81,2,795,2,1,4,false,false,false,New York,Bost
6211,0,0,1,1,1,1,0,0,3,4,16285899,23,1062192,1,21,160838,94,3,789,13,3,0,false,false,false,Texas,Mambwe
6212,0,0,1,1,0,0,1,1,1,3,595121834,12,135960,1,80,156194,97,4,727,19,4,0,false,false,false,NE,Szu
6213,0,0,0,0,0,0,0,1,4,5,1488777886,2,560867,1,37,445609,81,6,638,25,5,2,false,false,false,South,Yang
6214,0,0,1,0,0,0,0,1,2,3,790690365,11,7385170,1,24,97286,91,4,777,7,4,3,false,false,false,NE,Griegio
6215,0,0,1,1,1,1,0,0,2,4,716870621,10,57370,1,25,210140,74,4,764,7,4,0,false,false,false,NE,Griegio
6216,0,0,0,0,0,0,0,1,4,4,474434542,9,46711,1,40,107890,88,1,802,25,7,0,false,false,false,West,Yang
6217,0,0,0,0,1,0,1,1,7,3,49453364,4,84461,6,67,129994,92,0,791,24,3,2,false,false,true,Texas,Xavier
6218,0,0,0,1,1,0,0,0,3,0,697221260,9,710991,1,66,296847,92,6,758,25,1,3,false,false,false,New York,Yang
6219,0,0,0,1,1,0,1,1,6,7,2841374708,7,617394,2,19,628517,65,4,671,11,1,3,false,false,true,New York,Kanumba
6220,0,0,0,1,1,0,1,1,1,4,830377601,8,132331,1,46,118600,84,6,781,5,1,0,false,false,false,New York,English
6221,0,0,0,1,0,1,0,1,4,2,76711466,10,234294,1,55,174849,87,3,526,5,5,1,false,false,false,South,English
6222,0,0,0,0,1,0,1,1,1,3,89567738,11,885409,1,32,332204,92,6,798,4,4,4,false,false,true,NE,Devon
6223,0,0,0,0,1,0,0,0,7,3,71793391,4,324933,16,41,263868,85,5,708,16,2,2,false,false,true,Florida,Patel
6224,0,0,1,1,1,0,1,1,5,1,94359858,8,300205,1,26,149511,100,6,401,24,4,6,false,false,false,NE,Xavier
6225,0,0,1,1,0,0,1,1,1,0,233804306,11,1193155,1,37,328812,31,0,614,14,4,3,false,false,false,NE,Noth
6226,0,0,0,1,1,0,1,1,1,1,905058104,17,14779,1,40,122978,99,5,750,16,0,3,false,false,false,California,Patel
6227,0,0,1,1,1,0,0,0,5,6,938409359,4,23947,1,42,393815,88,5,842,5,5,0,false,false,true,South,English
6228,0,0,1,1,0,0,0,1,1,1,864228061,23,1136373,1,23,175517,44,3,790,1,0,2,false,false,true,California,Abbott
6229,0,0,1,1,0,0,0,0,3,0,547954171,10,95526,1,39,68461,99,5,729,1,1,1,false,false,false,New York,Abbott
