advisor,advisor_sale,advisor_sale_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
4641,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,5,3,868149133,22,1638692,3,49,251892,93,5,728,19,S,Szu
4642,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,4,366946507,12,1262175,1,38,121565,52,0,786,15,O,Ojj
4643,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,3,5,671294670,17,4087698,2,38, ,94,3,798,19,S,Szu
4644,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,3,816699193,20,1962379,2,58, ,82,3,776,10,J,Jasper
4645,0,no_advisor_sale,0,1,1,0,0,captive,1,va,6,5,495460290,17,3558103,3,65,447386,91,1,647,15,O,Ojj
4646,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,2,85291736,21,820351,3,63,122970,87,1,839,13,M,Mambwe
4647,0,no_advisor_sale,0,1,1,1,0,captive,1,va,1,5,60350258,12,4394174,2,36,97195,83,5,795,22,V,Vasquez
4648,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,0,34042162,11,4273420,3,58,239246,96,5,737,4,D,Devon
4649,0,no_advisor_sale,1,0,1,0,0,captive,1,va,2,3,2714915490,16,4436137,1,34,202239,57,0,798,6,F,Funderburk
4650,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,0,3798701401,14,140148,2,23,217010,77,4,715,13,M,Mambwe
4651,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,2,2,844347483,7,86872,1,62,268673,84,4,632,23,W,Werner
4652,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,6,5,455827566,11,1788312,3,59,219879,70,3,834,17,Q,Quigley
4653,0,no_advisor_sale,1,0,0,1,0,captive,1,va,6,6,1478045532,15,3930106,2,45,121031,88,3,734,14,N,Noth
4654,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,2,3,656226520,14,2787854,3,42,200882,66,4,824,13,M,Mambwe
4655,0,no_advisor_sale,1,1,1,0,0,captive,1,va,3,4,939669392,13,19685,3,30, ,70,4,752,1,A,Abbott
4656,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,7,4,593526689,11,615448,2,52,135661,99,2,752,5,E,English
4657,0,no_advisor_sale,1,0,1,0,0,captive,1,va,3,4,880778836,10,4112670,3,27, ,91,1,739,6,F,Funderburk
4658,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,5,6,3550799750,18,918024,1,21,464811,53,3,662,23,W,Werner
4659,0,no_advisor_sale,0,1,1,0,2,ria,1,va,4,4,128938012,10,954699,2,23,164558,84,5,733,21,U,Underwood
4660,0,no_advisor_sale,0,1,1,1,0,captive,1,va,5,0,987454816,9,4948302,3,24,190226,70,1,730,22,V,Vasquez
4661,0,no_advisor_sale,0,1,1,0,0,captive,1,va,7,3,961467320,9,465835,3,40, ,86,5,706,11,K,Kanumba
4662,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,0,344067492,27,2664881,2,65,75192,92,5,789,5,E,English
4663,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,1,2,94540786,7,203518,2,69, ,100,3,776,13,M,Mambwe
4664,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,5,5,3439687252,18,3675516,1,43,249170,78,5,608,6,F,Funderburk
4665,0,no_advisor_sale,0,0,0,1,0,captive,1,va,3,1,99446367,14,164649,3,37, ,99,5,679,9,I,Ingrid
4666,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,4,0,69003082,11,2044012,3,36,204839,41,5,677,12,L,Lula
4667,0,no_advisor_sale,1,0,1,0,1,bank_broker,0,fixed,7,2,865343735,16,1696799,6,23, ,94,1,636,18,R,Rodriguez
4668,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,2,5,1587363766,15,1998679,3,32,146670,98,0,780,6,F,Funderburk
4669,0,no_advisor_sale,1,1,0,0,2,ria,0,fixed,7,2,523828788,15,3646384,4,23,85516,78,3,743,23,W,Werner
4670,0,no_advisor_sale,1,1,1,0,0,captive,1,va,4,2,802396357,25,3385434,2,53,152682,82,5,726,12,L,Lula
4671,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,1,0,764732588,15,643322,3,42,55075,89,4,785,23,W,Werner
4672,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,5,2,918881602,6,33446,2,41,203274,82,3,743,5,E,English
4673,0,no_advisor_sale,1,0,1,0,0,captive,0,fixed,0,5,730005113,40,1774950,4,34,339333,75,1,744,17,Q,Quigley
4674,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,4,0,103598797,15,54839,2,56,308857,66,3,760,7,G,Griegio
4675,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,5,3,322676667,15,361034,2,29,253158,59,3,772,10,J,Jasper
4676,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,3,894170665,9,444490,2,30, ,85,3,843,5,E,English
4677,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,2,743436650,18,473970,2,64,55318,56,4,766,13,M,Mambwe
4678,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,2,4,315838811,17,88381,2,54,261559,88,1,753,7,G,Griegio
4679,0,no_advisor_sale,0,1,1,0,0,captive,1,va,3,1,12179840,22,332862,3,43,125358,78,5,803,2,B,Bost
4680,0,no_advisor_sale,1,0,1,0,0,captive,1,va,2,5,918240441,14,619826,2,43,251183,86,0,740,23,W,Werner
4681,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,3,3,1499887895,15,3989863,2,64,179650,95,0,707,1,A,Abbott
4682,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,6,25509633,2,1692747,2,29,50891,93,3,708,12,L,Lula
4683,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,1,4,324344805,6,4626209,1,19,381464,60,3,775,21,U,Underwood
4684,0,no_advisor_sale,0,1,1,1,1,bank_broker,0,fixed,1,4,832450839,35,277570,14,45,170735,98,2,729,16,P,Patel
4685,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,1,702702498,11,304725,2,40,263246,83,5,789,13,M,Mambwe
4686,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,1,2474789771,14,254380,2,68,293614,88,3,762,7,G,Griegio
4687,0,no_advisor_sale,0,1,1,0,0,captive,1,va,5,4,4852451541,15,1535000,3,33,305572,79,4,765,25,Y,Yang
4688,0,no_advisor_sale,0,0,1,0,0,captive,1,va,5,6,747306035,15,2016586,1,24,189645,58,1,739,9,I,Ingrid
4689,0,no_advisor_sale,0,1,0,0,2,ria,1,va,2,2,94710060,17,1314503,2,21,196244,91,3,766,21,U,Underwood
4690,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,4,1,947157381,28,607161,1,89,64821,100,4,702,18,R,Rodriguez
4691,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,6,20166497,9,4998551,2,34,210905,94,5,789,4,D,Devon
4692,0,no_advisor_sale,0,0,1,0,2,ria,1,va,2,2,739924982,11,7178,3,56,217334,86,0,759,5,E,English
4693,0,no_advisor_sale,0,0,0,0,0,captive,0,fixed,2,1,51230484,15,1189005,6,57,335438,55,4,798,3,C,Chatterji
4694,0,no_advisor_sale,0,1,0,0,0,captive,1,va,4,3,70160301,70,68719,1,45,68403,54,3,780,4,D,Devon
4695,0,no_advisor_sale,0,1,1,1,0,captive,1,va,7,2,173180124,15,298622,1,24, ,88,2,741,25,Y,Yang
4696,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,3,2,4864359775,14,434309,3,20, ,87,5,707,11,K,Kanumba
4697,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,4,67394639,5,4712030,3,43,252324,83,1,775,13,M,Mambwe
4698,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,5,0,38844380,17,1576121,3,60, ,91,3,729,9,I,Ingrid
4699,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,0,616957318,22,1810361,2,38,195376,60,4,779,21,U,Underwood
4700,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,0,5,3809602059,13,2301987,1,41,221687,92,3,805,20,T,Tavares
4701,0,no_advisor_sale,0,0,0,0,0,captive,1,va,4,4,2859063467,30,4086207,2,23,295834,88,4,793,6,F,Funderburk
4702,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,0,2,321741103,16,3378976,2,28,85074,70,3,715,1,A,Abbott
4703,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,1,2,910426899,10,275153,3,61,196989,82,4,771,18,R,Rodriguez
4704,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,3,4,1977429044,18,596450,1,53,179448,87,3,764,13,M,Mambwe
4705,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,3,1,142453826,15,395976,3,44,318374,87,3,786,25,Y,Yang
4706,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,1,3,644186855,11,3695689,3,27,139242,93,4,795,19,S,Szu
4707,0,no_advisor_sale,0,0,1,1,0,captive,1,va,2,2,85841019,16,638006,2,46,85842,92,1,753,13,M,Mambwe
4708,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,6,2,2750339684,15,409186,1,30,227364,87,1,723,19,S,Szu
4709,0,no_advisor_sale,0,1,1,1,0,captive,1,va,5,3,2619555724,9,4247044,3,44, ,83,4,751,1,A,Abbott
4710,0,no_advisor_sale,0,0,1,1,0,captive,1,va,2,5,918476248,33,3995180,3,26, ,87,5,842,9,I,Ingrid
4711,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,4,2,22149436,14,1241233,1,41,143518,88,2,783,11,K,Kanumba
4712,0,no_advisor_sale,1,0,1,0,0,captive,1,va,4,6,67685073,15,411124,2,26,53377,100,5,828,1,A,Abbott
4713,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,2,0,3707541456,24,2077478,3,43,126370,55,5,683,17,Q,Quigley
4714,0,no_advisor_sale,0,0,1,0,0,captive,1,va,7,2,473161821,15,505904,3,34,184548,40,1,619,4,D,Devon
4715,0,no_advisor_sale,0,0,0,0,0,captive,1,va,5,2,2615100816,11,202901,3,46,147947,84,4,718,6,F,Funderburk
4716,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,1,6,747634563,17,40038,3,59,86394,84,2,545,11,K,Kanumba
4717,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,3,561458262,18,93491,1,54,125071,71,3,769,2,B,Bost
4718,0,no_advisor_sale,0,1,1,1,0,captive,1,va,4,3,101130214,8,384723,2,67,447165,99,1,692,12,L,Lula
4719,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,2,3,25712087,14,37205,3,61,200881,81,4,838,20,T,Tavares
4720,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,1,1,78151015,15,3156695,1,23, ,97,3,768,5,E,English
4721,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,7,2,164874984,12,931121,1,62,285586,71,5,780,17,Q,Quigley
4722,0,no_advisor_sale,1,1,1,0,1,bank_broker,0,fixed,4,6,4230675408,15,3880102,4,24,232137,88,3,692,16,P,Patel
4723,0,no_advisor_sale,0,1,0,1,0,captive,1,va,2,3,936460125,6,1877035,1,23,76915,85,4,828,16,P,Patel
4724,0,no_advisor_sale,0,1,0,0,0,captive,1,va,5,0,515581530,7,283602,2,52,208636,86,4,722,17,Q,Quigley
4725,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,4,4,190377993,18,2070984,1,49,118038,63,4,768,5,E,English
4726,0,no_advisor_sale,0,1,1,1,0,captive,1,va,2,4,194638167,7,294084,2,21,249704,94,5,795,3,C,Chatterji
4727,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,7,7,716556842,9,1135625,3,25,140742,78,5,737,20,T,Tavares
4728,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,2,2,513715745,18,2469068,1,34,274242,87,2,686,2,B,Bost
4729,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,3,52096364,12,2719194,1,50, ,62,3,712,23,W,Werner
4730,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,1,622899788,13,171095,3,21,89723,90,3,840,15,O,Ojj
4731,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,3,2,695805755,14,178715,2,43,212487,94,1,767,6,F,Funderburk
4732,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,6,5,899077849,14,334610,3,24,77706,82,3,842,2,B,Bost
4733,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,3,100272283,10,4588858,1,45,351755,87,1,657,1,A,Abbott
4734,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,6,2,380408424,15,4954920,2,32,116322,86,5,808,7,G,Griegio
4735,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,4,664643220,7,4562265,3,37,268623,67,5,702,17,Q,Quigley
4736,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,4,5,209768199,7,498990,1,21,230535,57,5,762,21,U,Underwood
4737,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,1,6,2820616460,12,493123,1,33,76269,96,4,708,18,R,Rodriguez
4738,0,no_advisor_sale,0,1,1,0,0,captive,1,va,4,1,667286086,12,817012,1,36,100068,88,5,719,19,S,Szu
4739,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,4,0,964420668,11,63890,1,40,244452,85,4,782,17,Q,Quigley
4740,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,4,603848114,18,4123942,2,47,251272,89,3,786,20,T,Tavares
4741,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,3,3,49127498,12,21928,2,21,463790,73,0,663,18,R,Rodriguez
4742,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,2,6,17572156,10,4791205,1,19,190072,83,4,768,12,L,Lula
4743,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,4,183033929,17,3235733,2,45,198336,87,2,725,14,N,Noth
4744,0,no_advisor_sale,0,0,1,1,0,captive,1,va,2,0,75448018,24,3765507,2,23,83916,82,4,696,9,I,Ingrid
4745,0,no_advisor_sale,0,0,1,0,0,captive,1,va,3,4,189307251,13,1887451,1,23,88414,80,5,758,4,D,Devon
4746,0,no_advisor_sale,0,0,1,1,0,captive,1,va,4,4,4294867822,19,235212,3,38,232122,97,0,715,15,O,Ojj
4747,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,3,44924644,16,1968430,1,40,158862,96,4,636,22,V,Vasquez
4748,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,6,7,873553304,18,3704101,2,60,92821,92,5,702,24,X,Xavier
4749,0,no_advisor_sale,0,0,1,0,0,captive,0,fixed,4,6,1163872990,9,50158,9,34,106564,88,1,704,10,J,Jasper
4750,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,2,3178014473,9,4463516,2,34,268541,88,3,707,8,H,Hassan
4751,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,3,2,95098707,16,45933,1,27,128858,83,4,760,22,V,Vasquez
4752,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,1,2,4522015068,3,820068,3,33,143238,100,5,655,6,F,Funderburk
4753,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,3,1,4169011365,4,4621213,3,32,74899,87,4,730,2,B,Bost
4754,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,2,3370588218,14,577023,3,66,150638,100,4,715,7,G,Griegio
4755,0,no_advisor_sale,1,1,1,1,1,bank_broker,0,fixed,3,5,54428225,12,53040,4,41,271707,95,1,722,5,E,English
4756,0,no_advisor_sale,1,1,0,0,0,captive,1,va,3,3,50239323,21,15847,3,33,71120,93,3,765,4,D,Devon
4757,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,2,4,449578226,20,1891652,1,30,211221,98,4,729,15,O,Ojj
4758,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,2,5,820752061,11,3363550,3,38,105164,62,3,721,12,L,Lula
4759,0,no_advisor_sale,1,0,0,0,2,ria,1,va,3,1,12301308,15,2234758,3,25,185345,62,1,795,14,N,Noth
4760,0,no_advisor_sale,0,1,1,0,0,captive,1,va,3,0,1859597831,11,493787,3,49,262854,93,4,793,19,S,Szu
4761,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,4,20556942,14,2433016,3,81, ,86,4,654,11,K,Kanumba
4762,0,no_advisor_sale,0,0,0,0,0,captive,1,va,6,7,829114514,15,3491005,2,47,146665,88,5,770,23,W,Werner
4763,0,no_advisor_sale,0,0,0,0,0,captive,1,va,3,1,2759831464,35,2741833,2,26,143865,51,3,760,5,E,English
4764,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,2,57353488,15,3205478,1,57, ,96,2,612,24,X,Xavier
4765,0,no_advisor_sale,0,1,1,0,0,captive,1,va,4,3,920960971,8,3058279,3,23,378698,71,3,736,11,K,Kanumba
4766,0,no_advisor_sale,0,0,1,1,1,bank_broker,0,fixed,6,4,60603451,11,124769,4,23,156947,89,4,790,7,G,Griegio
4767,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,5,2,757315484,16,4847511,3,32,298304,87,4,702,11,K,Kanumba
4768,0,no_advisor_sale,0,1,0,0,2,ria,1,va,2,5,423411719,16,90920,2,39,227452,87,4,758,14,N,Noth
4769,0,no_advisor_sale,1,0,0,1,0,captive,1,va,2,0,64579993,12,634489,3,69,69129,95,4,796,10,J,Jasper
4770,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,1,0,385462297,15,4889905,1,34,117386,90,4,777,15,O,Ojj
4771,0,no_advisor_sale,1,0,0,1,0,captive,1,va,3,5,78737756,16,100879,3,42,172955,94,4,770,9,I,Ingrid
4772,0,no_advisor_sale,0,0,1,0,1,bank_broker,0,fixed,4,4,93686828,14,432746,5,43,398989,90,1,783,19,S,Szu
4773,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,4,3,4758056493,18,6639,3,21,143372,87,5,782,16,P,Patel
4774,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,1,4,25732574,16,4777063,1,55,287063,89,5,847,15,O,Ojj
4775,0,no_advisor_sale,0,0,1,0,0,captive,1,va,6,4,3176269574,11,3387196,3,30,253493,52,4,755,20,T,Tavares
4776,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,1,5,649729618,9,86534,2,47,66059,95,0,769,12,L,Lula
4777,0,no_advisor_sale,1,0,0,1,0,captive,1,va,3,0,67240607,19,19724,3,53,70209,61,5,684,9,I,Ingrid
4778,0,no_advisor_sale,0,0,0,0,2,ria,1,va,2,0,258546183,14,1727928,1,48,273319,86,4,747,20,T,Tavares
4779,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,6,4,113715144,18,40132,2,47,247598,99,4,738,5,E,English
4780,0,no_advisor_sale,1,1,1,1,0,captive,1,va,4,1,47337738,7,4802763,2,70,258556,84,3,792,25,Y,Yang
4781,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,0,4564255706,14,2601419,2,40,199429,95,2,616,3,C,Chatterji
4782,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,1,4,22075228,12,101383,3,50,69343,92,2,732,2,B,Bost
4783,0,no_advisor_sale,0,1,0,0,0,captive,1,va,3,0,94124795,12,4381773,1,24,93363,75,3,726,6,F,Funderburk
4784,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,2,5,19036184,23,4791303,1,21,97008,91,3,762,3,C,Chatterji
4785,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,4,5,11384907,12,2332149,3,21,156156,100,5,752,9,I,Ingrid
4786,0,no_advisor_sale,0,1,0,1,0,captive,1,va,1,4,43909094,10,4231877,3,69,131817,53,5,785,18,R,Rodriguez
4787,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,2,158201598,18,4124199,3,31,244971,55,2,844,7,G,Griegio
4788,0,no_advisor_sale,0,1,0,1,0,captive,1,va,2,3,24335863,9,36495,1,47,191823,98,5,719,5,E,English
4789,0,no_advisor_sale,0,0,0,0,0,captive,1,va,4,6,42740561,13,50894,3,19,458321,84,0,759,25,Y,Yang
4790,0,no_advisor_sale,0,1,0,1,0,captive,1,va,1,0,4233800961,7,19017,2,40,147387,87,5,746,12,L,Lula
4791,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,5,7,670010569,13,691666,2,48,265778,94,5,713,6,F,Funderburk
4792,0,no_advisor_sale,1,0,0,0,2,ria,1,va,5,2,2060605479,11,4383522,1,30,194064,90,5,788,4,D,Devon
4793,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,4,6,348274942,12,3235620,2,31, ,91,3,760,13,M,Mambwe
4794,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,5,502667749,9,287385,2,21,145822,100,2,787,17,Q,Quigley
4795,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,4,2,56821529,9,168533,3,45,143244,85,1,756,4,D,Devon
4796,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,5,97971806,53,4216340,3,26,266484,88,3,800,24,X,Xavier
4797,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,2,903398677,4,2567125,2,40,105293,58,4,802,18,R,Rodriguez
4798,0,no_advisor_sale,1,0,1,0,0,captive,1,va,4,0,236194577,13,101546,2,53,53836,55,5,734,1,A,Abbott
4799,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,0,640411115,3,91825,2,22,277917,81,4,835,18,R,Rodriguez
4800,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,1,1,2153625159,7,4411183,3,32,119630,79,5,805,2,B,Bost
4801,0,no_advisor_sale,0,1,0,1,0,captive,1,va,7,1,625915453,21,335602,2,55,414093,51,0,760,17,Q,Quigley
4802,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,7,5,739511118,18,249216,3,61,468862,91,4,727,23,W,Werner
4803,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,1,0,874666611,6,116495,3,61,265668,82,3,670,20,T,Tavares
4804,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,1,519140110,11,978123,1,52,257504,96,1,755,21,U,Underwood
4805,0,no_advisor_sale,1,1,0,0,0,captive,1,va,6,3,930254076,10,417354,2,45,172242,51,5,726,7,G,Griegio
4806,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,4,4,773573976,16,4190318,2,43,228228,94,2,729,23,W,Werner
4807,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,1,66617957,15,970497,1,59,161673,95,4,800,6,F,Funderburk
4808,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,0,3,95415406,7,562094,3,67,243966,90,4,771,5,E,English
4809,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,5,598537594,8,1603389,3,28,106321,58,3,739,10,J,Jasper
4810,0,no_advisor_sale,0,1,0,1,0,captive,1,va,3,0,445569725,8,4674557,1,22,149113,90,0,825,24,X,Xavier
4811,0,no_advisor_sale,0,0,1,1,0,captive,1,va,1,3,544526946,9,52599,3,78,99542,37,1,659,24,X,Xavier
4812,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,4,78815233,14,976445,2,37,308136,87,5,763,17,Q,Quigley
4813,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,5,4,4299376516,9,3700237,3,67,126576,74,4,694,23,W,Werner
4814,0,no_advisor_sale,0,0,1,0,2,ria,1,va,0,6,787764744,13,314716,3,34,262537,88,3,665,22,V,Vasquez
4815,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,6,6,632274290,18,341549,2,19,274607,98,5,752,17,Q,Quigley
4816,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,1,4,4705605712,22,3471502,2,48,140855,91,4,841,3,C,Chatterji
4817,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,1,7,637134718,18,8398,3,41,201316,82,1,712,25,Y,Yang
4818,0,no_advisor_sale,0,0,0,1,2,ria,1,va,5,2,60369040,15,126654,3,60,73253,77,4,694,21,U,Underwood
4819,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,5,4,84840568,7,1601787,2,25,265022,92,3,736,8,H,Hassan
4820,0,no_advisor_sale,1,0,1,0,0,captive,0,fixed,3,7,399769167,16,419486,13,75,179789,88,4,782,19,S,Szu
4821,0,no_advisor_sale,0,1,1,1,0,captive,1,va,5,2,2234842562,12,66995,3,26, ,89,1,814,14,N,Noth
4822,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,2,7,241298011,8,318904,1,19, ,86,0,727,5,E,English
4823,0,no_advisor_sale,0,1,1,0,0,captive,1,va,3,1,49378324,17,1520086,3,34,181545,89,1,740,23,W,Werner
4824,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,2,3,3287176440,7,1072114,1,24,186620,99,3,778,4,D,Devon
4825,0,no_advisor_sale,0,1,0,0,0,captive,1,va,0,1,847711495,18,150698,3,48, ,80,5,762,9,I,Ingrid
4826,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,1,5,156564979,10,4894717,3,36,179810,78,3,743,25,Y,Yang
4827,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,7,2,525783624,16,3021930,2,40,194121,81,3,760,12,L,Lula
4828,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,7,3,1633214313,36,68386,2,33,247542,85,3,740,14,N,Noth
4829,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,2,3211433254,14,52149,1,60,263546,90,5,783,21,U,Underwood
4830,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,4,3,545213013,14,1385872,1,47,294018,76,5,541,25,Y,Yang
4831,0,no_advisor_sale,0,0,1,0,0,captive,1,va,3,3,842323685,12,479493,3,57,50197,96,2,724,23,W,Werner
4832,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,2,66783990,9,53372,2,44, ,91,5,797,2,B,Bost
4833,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,4,11502540,10,1690012,1,90,164753,64,4,632,18,R,Rodriguez
4834,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,1,1,47663400,10,15139,1,23,134821,53,4,680,4,D,Devon
4835,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,4,7,79059248,8,1766846,1,44,84374,82,1,774,21,U,Underwood
4836,0,no_advisor_sale,0,0,1,0,0,captive,1,va,6,0,70512639,18,970692,2,43,206918,85,4,725,9,I,Ingrid
4837,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,7,4,610447288,17,4663961,1,87,256376,88,3,681,24,X,Xavier
4838,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,2,48629565,8,252029,1,58,385191,70,4,772,14,N,Noth
4839,0,no_advisor_sale,1,1,1,1,0,captive,1,va,5,1,69600841,13,478616,3,31,210243,86,5,688,20,T,Tavares
4840,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,2,3,21065408,24,2811140,2,29,472728,58,3,778,10,J,Jasper
4841,0,no_advisor_sale,1,1,1,0,0,captive,1,va,4,7,4076000461,18,3054246,3,33,292464,86,5,735,9,I,Ingrid
