"analytic_partition","advisor","advisor_churn","advisor_churn_type","sf_face_2_face","sf_call_outbound","sf_call_inbound","sf_email_inbound","channel","channel_type","primary_prod_sold_va","primary_prod_sold_type","sf_email_campaigns","advisor_hh_children","advisor_advising_years","advisor_aum","advisor_annuity_selling_years","advisor_age","advisor_net_worth","advisor_credit_hist_mos","advisor_firm_changes","advisor_credit_score","wholesaler","wholesaler_i","wholesaler_name","advisor_net_worth_imp","channel_type_enc","va_mkt_opp","d_bank","d_wirehouse","d_ria","advisor_aum_bin","advisor_net_worth_log"
1,6807,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,4,3,17,350404,3,22,253307,72,3,710,18,R,Rodriguez,253307,3,-0.150477868,0,1,0,1,12.442357471
1,6808,0,no_advisor_churn,1,0,1,1,0,bank,1,va,7,1,18,2583824,1,39,402999,75,4,756,7,G,Griegio,402999,1,3.2802546036,1,0,0,4,12.90668936
1,6809,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,3,7,2,250495,3,45,358350,92,2,688,15,O,Ojj,358350,3,-0.048802896,0,1,0,1,12.789265441
2,6810,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,7,3,10,1690522,1,32,220845,67,5,793,25,Y,Yang,220845,3,-0.659564437,0,1,0,3,12.305216377
1,6811,0,no_advisor_churn,1,0,1,0,0,bank,1,va,1,1,8,3376839,3,19,274623,81,3,666,8,H,Hassan,274623,1,0.4715771734,1,0,0,5,12.523154527
1,6812,0,no_advisor_churn,0,0,0,0,1,wirehouse,0,fixed,3,0,28,360248,5,29,292123,94,1,714,9,I,Ingrid,292123,3,-0.638754404,0,1,0,1,12.584930225
0,6813,0,no_advisor_churn,0,0,1,0,0,bank,1,va,6,7,7,2830655,3,24,192119,88,0,789,19,S,Szu,192119,1,2.4499554342,1,0,0,4,12.165870251
0,6814,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,4,5,2394480,3,30,258263,88,1,753,1,A,Abbott,258263,1,-0.111373234,1,0,0,4,12.461733725
1,6815,0,no_advisor_churn,0,1,1,1,1,wirehouse,0,fixed,4,1,23,454511,4,49,166181,75,5,702,19,S,Szu,166181,3,-0.033806473,0,1,0,1,12.020832835
1,6816,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,0,15,2956390,3,36,294482,63,5,822,12,L,Lula,294482,3,-0.561654924,0,1,0,5,12.59297316
1,6817,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,6,10,1336723,2,24,232528,88,3,759,2,B,Bost,232528,3,1.7244685356,0,1,0,2,12.356765927
0,6818,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,1,1,10,4282867,1,51,477466,86,5,785,15,O,Ojj,477466,3,-0.120552561,0,1,0,6,13.076248232
0,6819,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,4,7,4636963,1,30,283566,93,3,511,13,M,Mambwe,283566,3,-0.63428295,0,1,0,7,12.555200179
1,6820,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,7,10,297268,3,28,208038,57,4,800,13,M,Mambwe,208038,3,0.8657866203,0,1,0,1,12.245476034
2,6821,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,4,18,1725707,3,36,494277,86,5,726,7,G,Griegio,494277,3,0.0537945288,0,1,0,3,13.110851368
1,6822,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,6,8,2637979,3,44,226121,99,3,779,12,L,Lula,226121,3,-0.661242258,0,1,0,4,12.328825533
1,6823,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,6,5,15,27939,3,30,271517,92,4,633,25,Y,Yang,271517,3,-0.05487604,0,1,0,1,12.511780031
1,6824,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,6,28,2603408,3,20,491254,95,4,648,3,C,Chatterji,491254,3,0.1166747745,0,1,0,4,13.104716585
0,6825,0,no_advisor_churn,0,1,1,1,0,bank,1,va,5,1,20,1217599,1,59,406163,89,3,711,16,P,Patel,406163,1,-0.667716588,1,0,0,2,12.914509836
1,6826,0,no_advisor_churn,1,0,1,0,0,bank,1,va,1,5,12,3206840,3,51,266009,90,4,664,2,B,Bost,266009,1,3.3248296069,1,0,0,5,12.491285422
1,6827,0,no_advisor_churn,1,0,1,1,0,bank,1,va,3,2,10,15979,2,45,115701,51,4,766,19,S,Szu,115701,1,-0.057849971,1,0,0,1,11.658764556
1,6828,0,no_advisor_churn,1,1,0,1,0,bank,1,va,2,4,7,556043,1,24,203096,60,3,661,20,T,Tavares,203096,1,-0.342161084,1,0,0,1,12.221434053
0,6829,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,7,0,18,139148,3,36,77942,81,0,717,12,L,Lula,77942,3,-0.379518967,0,1,0,1,11.263720239
1,6830,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,6,11,4900411,2,41,238831,84,3,726,22,V,Vasquez,238831,3,0.5040160259,0,1,0,7,12.383511468
1,6831,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,4,18,3178182,1,67,96238,59,4,819,16,P,Patel,96238,1,-0.58729528,1,0,0,5,11.474579569
0,6832,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,0,2,18,3056654,3,29,232724,93,4,814,18,R,Rodriguez,232724,3,0.0158804536,0,1,0,5,12.357608481
1,6833,0,no_advisor_churn,0,1,0,0,0,bank,1,va,3,1,9,1490952,1,48,286419,81,4,722,13,M,Mambwe,286419,1,-0.390543748,1,0,0,3,12.565211053
0,6834,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,3,17,59499,3,25,249207,82,5,727,1,A,Abbott,249207,1,-0.51905487,1,0,0,1,12.426039155
1,6835,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,7,4,8,18711,3,38,111686,84,3,741,5,E,English,111686,3,-0.637316718,0,1,0,1,11.623446641
1,6836,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,0,7,122333,1,41,57195,100,3,757,1,A,Abbott,57195,3,0.0667135163,0,1,0,1,10.954221761
1,6837,0,no_advisor_churn,0,0,1,1,0,bank,1,va,5,2,10,3829819,2,44,247267,90,3,800,15,O,Ojj,247267,1,-0.246612777,1,0,0,6,12.418224003
1,6838,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,4,15,4022870,2,25,245898,96,3,764,15,O,Ojj,245898,3,0.0872032614,0,1,0,6,12.412672095
1,6839,0,no_advisor_churn,1,1,0,1,0,bank,1,va,4,2,3,55954,1,33,183085,85,4,727,12,L,Lula,183085,1,-0.63220616,1,0,0,1,12.117705805
0,6840,0,no_advisor_churn,1,1,1,0,0,bank,1,va,1,0,19,1182786,2,39,331192,84,3,760,23,W,Werner,331192,1,0.0743944604,1,0,0,2,12.710453547
1,6841,0,no_advisor_churn,1,1,1,1,2,ria,1,va,2,6,23,1794468,2,28,235485,86,3,729,21,U,Underwood,235485,2,0.1259857471,0,0,1,3,12.369402496
0,6842,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,7,5,6,645394,2,42,62946,96,4,812,23,W,Werner,62946,3,-0.128061696,0,1,0,1,11.050032495
0,6843,0,no_advisor_churn,1,0,1,0,0,bank,1,va,5,0,18,2105464,2,24,,93,5,770,22,V,Vasquez,81119.736527,1,1.425388086,1,0,0,3,11.303681571
1,6844,0,no_advisor_churn,1,0,1,0,2,ria,1,va,6,0,11,2425961,2,26,310358,65,4,771,13,M,Mambwe,310358,2,0.0973816608,0,0,1,4,12.645481749
0,6845,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,3,22,1733533,1,29,265320,84,3,778,18,R,Rodriguez,265320,3,0.157817254,0,1,0,3,12.488691924
0,6846,0,no_advisor_churn,0,1,1,1,0,bank,1,va,7,4,17,4031514,2,48,175027,89,3,695,17,Q,Quigley,175027,1,-0.660108479,1,0,0,6,12.072695527
1,6847,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,6,5,18,4970061,3,61,147038,88,4,749,25,Y,Yang,147038,3,0.1075237877,0,1,0,7,11.898446336
2,6848,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,4,70,302131,3,44,180281,93,2,811,16,P,Patel,180281,1,0.5905931861,1,0,0,1,12.102272024
1,6849,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,0,3,17,303779,2,44,289846,93,4,703,21,U,Underwood,289846,3,-0.551129476,0,1,0,1,12.577105026
1,6850,0,no_advisor_churn,1,0,1,0,0,bank,1,va,7,3,1,3153416,1,20,,82,5,651,19,S,Szu,347114.03818,1,1.8635372749,1,0,0,5,12.757408645
0,6851,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,3,2,8,4269983,2,20,,72,0,691,7,G,Griegio,458939.83575,3,2.7806070471,0,1,0,6,13.036674404
0,6852,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,7,2,362891,3,44,71922,90,3,741,14,N,Noth,71922,3,3.4423914828,0,1,0,1,11.183337477
0,6853,0,no_advisor_churn,0,1,1,1,0,bank,1,va,1,3,14,74233,1,64,229583,84,1,737,23,W,Werner,229583,1,3.7794310881,1,0,0,1,12.344019899
1,6854,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,5,5,13,2055963,2,32,129028,61,3,776,23,W,Werner,129028,3,0.5101989422,0,1,0,3,11.767784714
1,6855,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,5,10,240451,2,51,141814,88,4,625,13,M,Mambwe,141814,1,-0.658948082,1,0,0,1,11.862271619
0,6856,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,3,13,2720978,2,47,177146,89,1,745,8,H,Hassan,177146,3,-0.664440252,0,1,0,4,12.08472953
1,6857,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,2,3,18,1621560,3,21,290850,82,1,788,22,V,Vasquez,290850,3,1.9090675502,0,1,0,3,12.580562949
0,6858,0,no_advisor_churn,1,0,0,1,1,wirehouse,0,fixed,4,3,9,4049889,8,19,142993,94,1,806,10,J,Jasper,142993,3,1.6617100297,0,1,0,6,11.870550957
0,6859,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,4,26,3164901,1,35,199095,58,1,739,25,Y,Yang,199095,1,2.5886233155,1,0,0,5,12.201537377
0,6860,0,no_advisor_churn,0,0,1,1,0,bank,1,va,7,2,18,84412,3,20,267152,53,2,666,13,M,Mambwe,267152,1,0.0836415752,1,0,0,1,12.495573064
0,6861,0,no_advisor_churn,0,1,0,0,0,bank,1,va,5,4,8,408959,2,45,,76,1,780,2,B,Bost,324200.39393,1,-0.552108793,1,0,0,1,12.689117103
1,6862,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,7,1,17,150025,3,24,196403,57,1,732,15,O,Ojj,196403,3,-0.551787882,0,1,0,1,12.18792395
1,6863,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,3,17,3542305,3,30,145925,62,5,674,13,M,Mambwe,145925,1,-0.575457357,1,0,0,5,11.89084807
1,6864,0,no_advisor_churn,1,1,1,0,2,ria,1,va,3,6,23,47425,2,54,270089,90,5,799,1,A,Abbott,270089,2,1.6205705499,0,0,1,1,12.506506813
0,6865,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,2,3,13,227234,2,53,52116,86,1,750,3,C,Chatterji,52116,3,1.0735420794,0,1,0,1,10.861227282
1,6866,0,no_advisor_churn,1,0,1,0,0,bank,1,va,6,7,20,666286,2,38,113051,100,5,765,19,S,Szu,113051,1,-0.26775493,1,0,0,1,11.635594323
0,6867,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,1,14,454509,3,31,156234,65,2,788,16,P,Patel,156234,1,0.1250826038,1,0,0,1,11.959110162
0,6868,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,3,7,14,464717,2,20,149232,93,5,748,4,D,Devon,149232,3,-0.352121585,0,1,0,1,11.913257421
1,6869,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,4,4,7,2602386,3,52,82849,85,4,759,23,W,Werner,82849,3,-0.652025873,0,1,0,4,11.324774953
1,6870,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,3,0,13,3657756,2,58,,58,4,717,11,K,Kanumba,73027.137433,3,-0.65628851,0,1,0,6,11.198586397
1,6871,0,no_advisor_churn,0,1,0,0,0,bank,1,va,2,1,15,2742126,3,50,275132,51,3,737,22,V,Vasquez,275132,1,-0.124783267,1,0,0,4,12.525006261
1,6872,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,1,13,385005,2,56,172489,56,4,760,15,O,Ojj,172489,3,-0.425331012,0,1,0,1,12.058088745
0,6873,0,no_advisor_churn,1,0,1,0,0,bank,1,va,1,2,16,983393,1,33,134564,56,5,752,1,A,Abbott,134564,1,-0.638832687,1,0,0,2,11.809795201
0,6874,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,0,13,2855943,2,59,296688,86,4,800,3,C,Chatterji,296688,3,-0.656294893,0,1,0,4,12.600436361
1,6875,0,no_advisor_churn,1,1,0,1,0,bank,1,va,6,5,16,192379,2,55,61736,90,4,701,19,S,Szu,61736,1,-0.69943041,1,0,0,1,11.030622508
1,6876,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,4,3,11,3161084,2,57,236707,82,5,808,18,R,Rodriguez,236707,3,-0.651053116,0,1,0,5,12.374578368
1,6877,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,4,7,87171,2,37,290717,60,2,779,11,K,Kanumba,290717,3,3.1168463874,0,1,0,1,12.580105564
0,6878,0,no_advisor_churn,0,1,1,0,0,bank,1,va,5,4,29,2379328,1,26,,94,1,796,17,Q,Quigley,402912.53432,1,-0.387895582,1,0,0,4,12.906474781
1,6879,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,2,8,3433079,3,41,,100,4,778,3,C,Chatterji,451270.92189,1,2.3468394008,1,0,0,5,13.019823152
1,6880,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,1,3,7,2751862,2,44,274934,78,3,775,21,U,Underwood,274934,3,0.0776185365,0,1,0,4,12.524286348
0,6881,0,no_advisor_churn,1,0,0,1,0,bank,1,va,2,2,14,230625,1,40,146695,83,3,706,3,C,Chatterji,146695,1,0.0692042022,1,0,0,1,11.89611088
1,6882,0,no_advisor_churn,1,0,1,0,0,bank,1,va,7,5,15,3967761,1,41,130229,83,3,774,16,P,Patel,130229,1,-0.638892234,1,0,0,6,11.777049718
0,6883,0,no_advisor_churn,1,0,1,1,0,bank,1,va,2,3,8,939672,2,39,450914,63,5,703,8,H,Hassan,450914,1,0.0414045502,1,0,0,2,13.019031913
1,6884,0,no_advisor_churn,1,0,0,1,1,wirehouse,0,fixed,7,0,12,9581,4,20,98824,85,5,690,24,X,Xavier,98824,3,-0.155613013,0,1,0,1,11.501095769
2,6885,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,6,10,109096,2,56,205553,92,5,793,2,B,Bost,205553,3,0.9550815418,0,1,0,1,12.233459187
0,6886,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,7,13,423654,3,27,167639,51,4,704,2,B,Bost,167639,3,-0.335952273,0,1,0,1,12.029568137
2,6887,0,no_advisor_churn,0,0,1,1,0,bank,0,fixed,7,2,13,24457,6,43,,83,1,665,8,H,Hassan,447640.61554,1,0.0858181527,1,0,0,1,13.011745992
0,6888,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,0,7,900583,2,32,405753,96,1,831,6,F,Funderburk,405753,3,-0.669485369,0,1,0,2,12.913499879
1,6889,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,6,14,132248,1,22,264171,90,2,741,21,U,Underwood,264171,3,-0.609579577,0,1,0,1,12.4843519
1,6890,0,no_advisor_churn,0,1,1,0,2,ria,1,va,7,1,12,95213,2,48,148947,83,5,680,7,G,Griegio,148947,2,-0.289820771,0,0,1,1,11.911345817
0,6891,0,no_advisor_churn,1,1,1,1,1,wirehouse,0,fixed,0,3,23,3334194,7,45,340483,60,3,621,18,R,Rodriguez,340483,3,0.1107718899,0,1,0,5,12.738120477
1,6892,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,4,3,12,228170,1,22,234883,90,1,705,1,A,Abbott,234883,3,-0.203037013,0,1,0,1,12.366842797
2,6893,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,15,74842,3,24,,90,5,776,7,G,Griegio,121495.19809,3,0.0023044997,0,1,0,1,11.707630019
1,6894,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,3,8,1686422,1,45,125862,99,3,791,2,B,Bost,125862,3,-0.350318741,0,1,0,3,11.742941348
1,6895,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,4,27,471155,2,56,185106,81,4,736,9,I,Ingrid,185106,1,0.5628930318,1,0,0,1,12.128683913
1,6896,0,no_advisor_churn,0,0,1,1,0,bank,1,va,1,5,34,4291543,1,26,202975,90,2,795,15,O,Ojj,202975,1,3.7585216281,1,0,0,7,12.220838098
1,6897,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,5,13,3906689,3,37,,93,4,753,5,E,English,101277.86534,1,2.8940602816,1,0,0,6,11.52562316
1,6898,0,no_advisor_churn,0,1,0,0,0,bank,1,va,2,3,57,3795322,2,45,75690,93,4,776,4,D,Devon,75690,1,-0.649495775,1,0,0,6,11.23440133
2,6899,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,4,15,1638427,1,63,210004,88,3,845,6,F,Funderburk,210004,3,-0.598678012,0,1,0,3,12.254881857
1,6900,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,1,0,8,4595580,1,23,191735,86,5,782,19,S,Szu,191735,3,-0.676747528,0,1,0,7,12.163869489
1,6901,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,4,12,289618,1,52,305067,87,3,763,18,R,Rodriguez,305067,3,-0.303583839,0,1,0,1,12.628286704
0,6902,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,0,25,1971378,3,44,405140,93,4,790,18,R,Rodriguez,405140,3,-0.237103773,0,1,0,3,12.911987965
1,6903,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,5,13,394621,2,52,150269,84,5,792,17,Q,Quigley,150269,1,-0.145707595,1,0,0,1,11.9201823
0,6904,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,4,34,197902,1,50,159991,89,4,827,16,P,Patel,159991,3,-0.445203007,0,1,0,1,11.982872843
1,6905,0,no_advisor_churn,1,1,0,0,0,bank,1,va,3,6,6,451865,2,41,262667,91,1,787,25,Y,Yang,262667,1,0.1559536948,1,0,0,1,12.478642349
0,6906,0,no_advisor_churn,0,1,0,0,2,ria,1,va,5,4,8,932653,2,19,117521,74,1,761,24,X,Xavier,117521,2,0.155664653,0,0,1,2,11.67437232
0,6907,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,1,13,413001,3,49,226329,62,2,667,1,A,Abbott,226329,3,-0.673788562,0,1,0,1,12.329744972
1,6908,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,4,13,655975,2,28,240776,81,4,734,20,T,Tavares,240776,3,3.0013477304,0,1,0,1,12.39162232
1,6909,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,3,4,10,2253233,2,48,,86,4,712,4,D,Devon,188732.00952,3,-0.692202884,0,1,0,4,12.148083349
0,6910,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,2,16,4623826,2,43,295848,96,5,754,25,Y,Yang,295848,3,-0.586686951,0,1,0,7,12.597601088
1,6911,0,no_advisor_churn,0,0,1,1,0,bank,1,va,4,6,8,2868901,2,27,283813,100,1,655,3,C,Chatterji,283813,1,1.1483816646,1,0,0,5,12.55607085
0,6912,0,no_advisor_churn,0,0,1,0,0,bank,1,va,7,0,7,170166,2,30,51741,85,1,766,17,Q,Quigley,51741,1,2.0798042142,1,0,0,1,10.854005783
1,6913,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,6,5,11,3479445,2,56,270379,68,3,792,9,I,Ingrid,270379,3,-0.140717732,0,1,0,5,12.507579957
0,6914,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,4,8,1236372,3,37,156097,58,5,805,12,L,Lula,156097,3,-0.142996084,0,1,0,2,11.958232888
0,6915,0,no_advisor_churn,0,0,1,0,1,wirehouse,0,fixed,4,5,15,254983,4,50,180661,93,4,769,25,Y,Yang,180661,3,-0.072693148,0,1,0,1,12.104377626
0,6916,0,no_advisor_churn,0,1,1,1,0,bank,1,va,4,3,7,222761,2,30,282847,92,5,788,3,C,Chatterji,282847,1,-0.417483888,1,0,0,1,12.552661394
1,6917,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,1,5,12,126353,1,47,497889,92,4,779,20,T,Tavares,497889,3,-0.638016419,0,1,0,1,13.11813244
0,6918,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,2,16,1031702,3,59,211281,95,1,742,23,W,Werner,211281,3,3.5378612887,0,1,0,2,12.26094428
1,6919,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,2,22,4417404,1,22,,98,3,778,23,W,Werner,475149.61346,3,1.8685660465,0,1,0,7,13.071385009
1,6920,0,no_advisor_churn,1,1,1,0,0,bank,1,va,7,0,31,23527,2,22,64362,89,2,620,11,K,Kanumba,64362,1,0.0265053618,1,0,0,1,11.072278676
1,6921,0,no_advisor_churn,0,1,0,1,0,bank,1,va,7,3,18,295690,3,47,61592,73,5,764,5,E,English,61592,1,-0.392707578,1,0,0,1,11.028287271
1,6922,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,4,22,2840063,1,58,67132,89,3,676,2,B,Bost,67132,3,2.6801016416,0,1,0,4,11.114416109
1,6923,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,6,33,37016,2,28,487902,88,4,771,24,X,Xavier,487902,3,0.468443834,0,1,0,1,13.097869845
1,6924,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,4,7,5,1239417,6,19,484767,83,2,810,23,W,Werner,484767,3,0.0296744349,0,1,0,2,13.091423642
1,6925,0,no_advisor_churn,1,1,0,0,0,bank,1,va,1,3,14,1812541,3,33,260762,90,1,742,2,B,Bost,260762,1,0.1789366076,1,0,0,3,12.471363393
1,6926,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,3,1665089,1,46,81172,94,3,760,24,X,Xavier,81172,3,0.3186515885,0,1,0,3,11.304325639
0,6927,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,5,22,4127029,2,31,163870,56,5,838,8,H,Hassan,163870,3,-0.022734673,0,1,0,6,12.00682871
1,6928,0,no_advisor_churn,1,0,1,0,0,bank,0,fixed,4,1,7,497263,4,60,180347,96,5,800,10,J,Jasper,180347,1,-0.500410011,1,0,0,1,12.102638052
1,6929,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,0,9,409162,3,49,159061,89,4,762,14,N,Noth,159061,3,-0.709847992,0,1,0,1,11.977043055
1,6930,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,0,2,60,1823786,3,28,56414,81,2,601,25,Y,Yang,56414,3,-0.081899493,0,1,0,3,10.940472634
0,6931,0,no_advisor_churn,0,1,1,1,2,ria,1,va,3,7,14,331321,3,28,132729,85,1,804,25,Y,Yang,132729,2,0.1683596514,0,0,1,1,11.796064735
2,6932,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,5,4,22,4545,3,63,310478,90,5,716,14,N,Noth,310478,3,-0.699654967,0,1,0,1,12.645868324
0,6933,0,no_advisor_churn,1,1,0,1,0,bank,1,va,5,1,5,423126,3,70,387091,88,1,786,19,S,Szu,387091,1,1.1384677159,1,0,0,1,12.866415086
0,6934,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,0,1,13,4123156,2,54,225030,100,1,652,7,G,Griegio,225030,3,-0.435471867,0,1,0,6,12.323989006
1,6935,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,3,10,1204599,1,36,167176,83,1,745,8,H,Hassan,167176,3,3.4562359945,0,1,0,2,12.026802429
0,6936,0,no_advisor_churn,1,1,1,0,0,bank,1,va,4,1,10,566787,3,30,223699,93,4,835,21,U,Underwood,223699,1,3.4475349071,1,0,0,1,12.318056677
0,6937,0,no_advisor_churn,0,1,0,0,0,bank,1,va,7,0,17,4431236,3,60,229223,90,1,742,8,H,Hassan,229223,1,-0.641336337,1,0,0,7,12.342450608
1,6938,0,no_advisor_churn,1,1,0,0,0,bank,1,va,2,1,83,841388,2,25,144044,69,3,695,14,N,Noth,144044,1,0.1456871452,1,0,0,2,11.877874087
0,6939,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,1,5,418750,1,21,51948,77,4,789,6,F,Funderburk,51948,3,-0.408922395,0,1,0,1,10.857998497
1,6940,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,0,7,18,412449,2,49,83235,89,0,702,25,Y,Yang,83235,3,-0.383729647,0,1,0,1,11.329423211
1,6941,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,2,8,478121,1,29,,82,2,711,20,T,Tavares,175255.92835,3,-0.569366676,0,1,0,1,12.074002632
0,6942,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,0,8,670294,3,46,104008,88,5,772,14,N,Noth,104008,1,-0.701224795,1,0,0,1,11.552223098
0,6943,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,3,7,990113,3,48,240224,88,1,792,24,X,Xavier,240224,1,-0.661070669,1,0,0,2,12.3893271
0,6944,0,no_advisor_churn,0,0,0,1,0,bank,1,va,2,0,18,42938,3,33,283066,80,5,721,8,H,Hassan,283066,1,-0.664223085,1,0,0,1,12.553435365
1,6945,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,7,4,57,3940957,3,70,91837,88,0,708,4,D,Devon,91837,3,-0.642581899,0,1,0,6,11.427770546
1,6946,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,2,2,8,2676263,1,64,,99,1,765,12,L,Lula,117821.73388,3,-0.617586864,0,1,0,4,11.676928031
2,6947,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,1,2,450611,2,26,287198,100,4,710,18,R,Rodriguez,287198,1,0.8943383569,1,0,0,1,12.567927152
0,6948,0,no_advisor_churn,0,0,0,0,0,bank,1,va,0,0,14,1141570,3,28,241608,73,3,779,7,G,Griegio,241608,1,2.7724124359,1,0,0,2,12.395071857
1,6949,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,6,7,13,4404528,2,45,,98,4,725,22,V,Vasquez,286072.79579,3,-0.028006696,0,1,0,7,12.564001588
1,6950,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,4,22,1797909,1,63,69828,72,5,740,15,O,Ojj,69828,1,0.08893915,1,0,0,3,11.153790354
1,6951,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,1,4,13,1364485,3,25,148201,84,1,763,16,P,Patel,148201,3,-0.30126043,0,1,0,2,11.906324739
1,6952,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,0,9,181580,3,20,384415,68,1,722,9,I,Ingrid,384415,3,0.1272192701,0,1,0,1,12.859477977
1,6953,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,1,2,8,3751119,2,43,461325,97,4,842,23,W,Werner,461325,3,-0.466946871,0,1,0,6,13.041858063
1,6954,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,7,20,1535055,1,24,206377,92,3,775,12,L,Lula,206377,1,-0.513560812,1,0,0,3,12.237459872
