Exposure,Age,Bluebook,Rating_Category,DrivingUnderInfluence,Income,Occupation,Marital_Status,Education,Revoked,Gender,MotorVehicleRecordPoint,Car_Age,Travel_Time,Car_Type,uniqueRecordID,CarUse,Claims,PurePremium,_PartInd_,Origination_Source
0.083333333,47,1000,D,0,12829,Blue Collar,M,Less High School,1,M,0,5,73.2,Station Wag,6946,C,0,0,2,
0.916666667,27,11000,C,0,33340,Clerical,S,High School,0,F,7,11,69.8,Van,6947,C,0,0,2,
2.666666667,75,32000,A,0,31320,Home Maker,S,Bachelors,1,F,3,9,72.1,Van,6948,P,0,0,0,
0.75,23,9000,A,0,15694,Home Maker,S,High School,1,F,0,3,64.7,Sedan,6949,C,0,0,0,
0.166666667,40,2000,A,0,10044,Clerical,S,Less High School,1,F,4,11,65.9,SUV,6950,P,0,0,0,
0.666666667,55,8000,A,0,17788,Lawyer,M,Bachelors,0,M,2,8,61.4,Sports Car,6951,C,0,0,0,
0.25,54,3000,A,0,30266,Blue Collar,M,Bachelors,0,F,5,13,74.3,Van,6952,C,0,0,0,
1.083333333,28,13000,A,0,9575,Doctor,M,High School,0,F,0,6,70.4,Van,6953,C,0,0,0,
0.416666667,38,5000,A,0,40116,Doctor,S,Bachelors,1,M,13,14,72,SUV,6954,C,0,0,0,
0.166666667,61,2000,A,0,6439,Home Maker,S,Bachelors,1,M,2,8,61.1,Van,6955,C,0,0,0,
0.25,58,3000,A,0,8974,Clerical,M,Masters,1,M,2,6,73.5,Van,6956,C,0,0,0,
0.5,43,6000,A,0,6118,Home Maker,S,High School,0,F,6,7,73.3,SUV,6957,C,0,0,0,
0.583333333,21,7000,A,1,13847,Clerical,S,Masters,0,F,7,12,73.8,Van,6958,C,0,0,0,
0.083333333,60,1000,B,1,128011,Doctor,S,Masters,1,F,1,4,79.8,SUV,6959,C,0,0,1,
0.916666667,49,11000,B,0,29548,Manager,S,Bachelors,0,F,1,9,73.7,Van,6960,C,0,0,1,
0.25,36,3000,A,0,30704,Blue Collar,S,Less High School,0,F,1,11,67.5,Sedan,6961,C,0,0,0,
1.166666667,30,14000,B,0,118157,Doctor,S,Bachelors,0,F,3,5,66.7,Sports Car,6962,C,0,0,1,
1.333333333,48,16000,A,0,13374,Home Maker,S,High School,0,F,5,7,67.7,Van,6963,C,0,0,0,
0.333333333,41,4000,A,0,18176,Lawyer,S,Masters,1,F,7,0,78.8,Hatchback,6964,C,0,0,0,
0.916666667,53,11000,A,0,42697,Manager,S,Bachelors,0,F,3,9,71.2,Hatchback,6965,C,0,0,0,
0.25,63,3000,B,0,33887,Blue Collar,M,Masters,0,F,2,13,62.2,SUV,6966,C,0,0,1,
0.25,18,3000,A,0,10927,Clerical,M,Masters,0,F,5,2,71.7,SUV,6967,C,0,0,0,
0.583333333,47,7000,A,0,25162,Clerical,S,Bachelors,0,M,4,0,79,Van,6968,C,0,0,0,
0.166666667,46,2000,B,0,11843,Professional,S,Masters,1,F,1,5,71.1,Hatchback,6969,C,0,0,1,
0.083333333,53,1000,A,0,32513,Blue Collar,S,Bachelors,0,F,0,6,73.5,Hatchback,6970,C,0,0,0,
3.666666667,43,44000,B,1,33989,Doctor,S,Less High School,0,F,6,15,65.3,Sports Car,6971,C,0,0,1,
0.25,42,3000,A,0,31988,Home Maker,S,Masters,1,F,2,6,65.7,Station Wag,6972,C,0,0,0,
1.333333333,66,16000,A,0,7383,Blue Collar,S,High School,1,F,5,4,68.5,Van,6973,C,0,0,0,
3.166666667,24,38000,A,1,25965,Home Maker,M,High School,0,F,0,3,66.4,SUV,6974,C,0,0,0,
0.25,55,3000,B,1,28665,Clerical,S,High School,0,F,1,8,75,Van,6975,C,0,0,1,
1.333333333,45,16000,A,0,29628,Doctor,S,Bachelors,0,F,4,3,67,Van,6976,C,0,0,0,
0.25,33,3000,A,0,7850,Blue Collar,S,Less High School,0,F,2,2,74.7,SUV,6977,P,0,0,0,
0.5,50,6000,A,0,5645,Lawyer,S,Bachelors,1,F,4,6,67.9,Hatchback,6978,C,0,0,0,
0.5,37,6000,B,0,12929,Clerical,S,High School,1,F,9,9,63.8,Van,6979,C,0,0,1,
0.833333333,47,10000,A,0,19585,Clerical,S,High School,0,F,1,9,71.4,Hatchback,6980,C,0,0,0,
1.833333333,47,22000,B,0,8178,Professional,S,Less High School,0,F,4,9,71.5,Station Wag,6981,C,0,0,1,
0.583333333,41,7000,B,0,25011,Blue Collar,S,High School,0,F,5,1,69.1,SUV,6982,C,0,0,1,
0.25,39,3000,A,0,34172,Doctor,M,Less High School,0,F,1,7,66.5,Hatchback,6983,C,0,0,0,
0.25,26,3000,A,0,13980,Clerical,M,High School,0,F,2,13,78.8,Van,6984,C,0,0,0,
0.25,21,3000,D,0,57003,Blue Collar,S,Bachelors,0,F,0,9,71.4,Sports Car,6985,C,0,0,2,
0.666666667,38,8000,A,0,7381,Clerical,M,Bachelors,0,F,5,13,68.3,Hatchback,6986,C,0,0,0,
0.25,50,3000,A,0,133686,Clerical,S,Bachelors,1,F,6,2,72.7,Station Wag,6987,C,0,0,0,
0.5,28,6000,B,0,30020,Blue Collar,S,High School,1,F,4,11,75.2,Sedan,6988,P,0,0,1,
1.416666667,34,17000,D,0,12645,Clerical,M,Masters,1,F,1,11,60.1,Sedan,6989,C,0,0,2,
0.916666667,33,11000,A,0,54459,Clerical,S,Masters,1,M,6,11,72.2,Station Wag,6990,C,0,0,0,
0.25,44,3000,B,0,9411,Blue Collar,S,Masters,0,F,8,9,73.8,Sedan,6991,C,0,0,1,
1.416666667,44,17000,B,0,13180,Manager,M,Masters,1,F,4,4,71.3,Sports Car,6992,C,0,0,1,
0.416666667,63,5000,A,1,22829,Blue Collar,S,Less High School,0,F,4,8,66.7,SUV,6993,C,0,0,0,
1.916666667,60,23000,A,0,8260,Lawyer,S,Bachelors,1,F,2,8,71.3,Station Wag,6994,C,0,0,0,
0.333333333,36,4000,A,0,67756,Blue Collar,S,Less High School,0,F,3,15,60.3,Van,6995,C,0,0,0,
0.083333333,35,1000,B,0,99348,Clerical,M,Less High School,1,M,10,15,63.4,Sports Car,6996,C,0,0,1,
0.916666667,39,11000,A,0,13180,Clerical,M,Masters,0,F,5,11,69,Sports Car,6997,C,0,0,0,
0.333333333,75,4000,A,1,6774,Clerical,M,Masters,0,M,0,7,66.4,SUV,6998,C,0,0,0,
1.75,77,21000,A,0,88356,(missing),M,Bachelors,0,M,6,8,59.3,Sedan,6999,C,0,0,0,
0.5,26,6000,A,1,15125,Clerical,M,High School,1,F,5,13,74.9,Hatchback,7000,C,0,0,0,
0.166666667,23,2000,A,0,15299,Home Maker,S,High School,0,F,14,10,71,Sports Car,7001,C,0,0,0,
0.5,33,6000,A,0,18070,Clerical,S,Less High School,1,F,2,8,76.7,Sports Car,7002,C,0,0,0,
0.833333333,37,10000,A,0,7045,Blue Collar,S,Masters,0,F,2,1,78.4,Van,7003,C,0,0,0,
1.666666667,75,20000,D,0,143797,Lawyer,S,Less High School,0,F,2,8,65.3,SUV,7004,C,0,0,2,
0.166666667,22,2000,A,0,8163,Blue Collar,S,Bachelors,1,F,4,14,65,Van,7005,C,0,0,0,
1.333333333,34,16000,A,1,23487,Doctor,S,Less High School,0,F,7,3,62.5,Van,7006,C,0,0,0,
3.833333333,19,46000,A,0,5280,Home Maker,S,Bachelors,0,F,7,8,71,Van,7007,C,0,0,0,
0.666666667,43,8000,C,0,43449,Doctor,S,Bachelors,0,F,3,12,67.3,SUV,7008,C,0,0,2,
0.333333333,34,4000,A,0,29443,Manager,S,Bachelors,1,F,13,13,77.6,Sedan,7009,C,0,0,0,
0.083333333,63,1000,D,0,239389,Clerical,M,High School,0,F,7,7,84.2,Van,7010,P,0,0,2,
0.166666667,28,2000,B,0,5191,Doctor,M,Less High School,0,F,7,8,74,SUV,7011,C,0,0,1,
0.166666667,19,2000,A,1,19288,Doctor,S,Bachelors,0,F,4,8,62.3,Sports Car,7012,P,0,0,0,
0.75,41,9000,B,1,12221,Doctor,M,Masters,0,F,8,7,72.4,Sports Car,7013,C,0,0,1,
0.666666667,55,8000,A,1,8208,Doctor,S,Bachelors,1,F,2,2,74.4,Van,7014,C,0,0,0,
0.166666667,49,2000,B,1,8202,Manager,M,High School,0,F,4,12,65.3,Van,7015,C,0,0,1,
0.583333333,24,7000,A,0,30750,Clerical,M,High School,0,F,12,7,70.1,Van,7016,C,0,0,0,
0.75,32,9000,A,0,9691,Manager,S,High School,1,F,4,6,72.8,SUV,7017,C,0,0,0,
0.166666667,36,2000,A,0,17654,Lawyer,S,Masters,0,M,1,14,68,Van,7018,C,0,0,0,
0.5,40,6000,A,1,5754,Blue Collar,M,Bachelors,0,F,2,0,74.1,Sports Car,7019,C,0,0,0,
0.25,38,3000,B,1,234065,Clerical,S,High School,0,F,11,12,57,Hatchback,7020,C,0,0,1,
0.166666667,62,2000,A,0,29931,Doctor,S,Bachelors,0,F,1,14,73.1,Sedan,7021,C,0,0,0,
1.083333333,33,13000,A,0,6071,Home Maker,S,Less High School,0,F,0,0,62.3,Van,7022,C,0,0,0,
0.416666667,20,5000,A,0,31330,Clerical,S,Masters,0,F,7,5,71.7,Hatchback,7023,P,0,0,0,
2,31,24000,A,0,8328,Blue Collar,S,Masters,1,F,3,0,69,Van,7024,P,0,0,0,
0.833333333,44,10000,B,0,59716,Clerical,S,High School,0,M,8,4,82.8,Van,7025,C,0,0,1,
0.583333333,45,7000,B,0,25432,Blue Collar,M,Less High School,0,F,0,0,67.8,Station Wag,7026,C,0,0,1,
0.333333333,16,4000,B,0,6566,Doctor,S,Bachelors,1,F,5,6,73.7,Hatchback,7027,C,0,0,1,
0.5,65,6000,B,1,36690,Home Maker,S,Bachelors,0,M,4,3,66.1,Van,7028,C,0,0,1,
0.166666667,43,2000,A,0,37272,Blue Collar,S,Less High School,0,F,1,9,73.4,Sports Car,7029,P,0,0,0,
0.5,30,6000,A,0,9599,Clerical,S,High School,0,F,4,4,67.6,Van,7030,C,0,0,0,
0.583333333,40,7000,A,1,24683,Home Maker,S,Bachelors,0,M,2,0,52.3,Hatchback,7031,P,0,0,0,
1.083333333,45,13000,B,0,9887,Doctor,M,Less High School,0,F,1,4,76.6,Van,7032,C,0,0,1,
0.083333333,50,1000,A,0,36753,Blue Collar,S,Bachelors,0,M,6,10,61.8,Van,7033,C,0,0,0,
0.166666667,47,2000,A,0,26970,Clerical,M,High School,1,F,5,11,73.3,Sedan,7034,C,0,0,0,
0.833333333,63,10000,D,0,8838,Doctor,S,Masters,1,F,0,6,68.1,Sedan,7035,C,0,0,2,
0.416666667,49,5000,B,0,56735,Home Maker,S,Masters,1,F,6,15,70.9,Sedan,7036,C,0,0,1,
0.333333333,34,4000,A,0,15234,Blue Collar,M,Less High School,0,M,5,1,74,Sedan,7037,C,0,0,0,
1,23,12000,A,0,19302,Clerical,S,Less High School,1,M,5,6,73.3,Station Wag,7038,C,0,0,0,
0.166666667,44,2000,B,0,13481,Home Maker,S,Masters,0,F,1,5,72.9,SUV,7039,C,0,0,1,
5,62,60000,D,1,13863,Home Maker,S,Less High School,0,M,5,2,79.5,Hatchback,7040,P,0,0,2,
0.166666667,30,2000,B,0,7736,Blue Collar,S,Masters,1,F,4,8,74.5,Van,7041,C,0,0,1,
1.416666667,43,17000,A,0,30693,Doctor,M,Bachelors,1,F,4,7,71.2,Sports Car,7042,C,0,0,0,
0.75,59,9000,A,0,66179,Blue Collar,S,High School,0,F,7,5,68.6,SUV,7043,P,0,0,0,
0.25,41,3000,B,0,27412,Clerical,M,Less High School,0,F,0,5,65.5,Sedan,7044,C,0,0,1,
0.083333333,55,1000,A,0,24273,Blue Collar,M,Less High School,0,M,3,4,67.5,Hatchback,7045,C,0,0,0,
0.25,28,3000,B,0,36564,Blue Collar,M,High School,0,F,4,2,58.7,Station Wag,7046,C,0,0,1,
0.5,26,6000,C,0,16696,Blue Collar,M,Less High School,0,F,3,14,70.8,Sedan,7047,P,0,0,2,
0.583333333,37,7000,A,0,11553,Manager,M,Masters,0,F,1,4,58.5,Sports Car,7048,C,0,0,0,
0.5,24,6000,A,0,63921,Doctor,S,Masters,1,F,1,9,64.3,SUV,7049,C,0,0,0,
1.083333333,32,13000,A,0,70745,Clerical,M,High School,0,F,2,2,77.2,Sedan,7050,C,0,0,0,
0.666666667,72,8000,A,0,17124,Clerical,M,Bachelors,1,F,9,15,78.6,Van,7051,P,0,0,0,
0.083333333,70,1000,A,0,24028,Clerical,S,Less High School,0,F,1,3,79.8,Van,7052,C,0,0,0,
0.25,38,3000,B,1,15722,Blue Collar,M,High School,0,M,5,13,70.3,Van,7053,C,0,0,1,
0.25,45,3000,A,0,53072,Clerical,S,High School,0,F,2,6,61.9,Hatchback,7054,C,0,0,0,
0.5,18,6000,A,0,13062,Home Maker,S,Bachelors,0,F,0,4,77.5,SUV,7055,C,0,0,0,
2.583333333,20,31000,A,0,34646,Blue Collar,S,Masters,1,F,1,11,61.6,Sedan,7056,P,0,0,0,
1.166666667,42,14000,A,0,29313,Blue Collar,S,Bachelors,0,M,10,9,80.3,Van,7057,C,0,0,0,
0.166666667,66,2000,B,0,41587,Manager,S,High School,1,F,1,1,73.4,Van,7058,C,0,0,1,
0.666666667,55,8000,D,0,18881,Clerical,S,Bachelors,1,F,7,8,70.9,Sedan,7059,C,0,0,2,
0.416666667,78,5000,A,0,5361,Blue Collar,S,High School,1,M,3,8,70.5,Hatchback,7060,P,0,0,0,
0.416666667,45,5000,B,0,50979,Clerical,M,High School,0,F,0,11,56.7,SUV,7061,C,0,0,1,
0.333333333,41,4000,B,0,9348,Doctor,M,High School,0,F,1,1,73.2,SUV,7062,C,0,0,1,
0.166666667,76,2000,A,0,23045,Lawyer,M,High School,0,F,7,14,63.1,Sports Car,7063,C,0,0,0,
1.25,33,15000,B,0,30598,(missing),S,Bachelors,1,F,7,2,74.2,Van,7064,C,0,0,1,
0.166666667,21,2000,B,0,8918,Blue Collar,S,High School,0,F,3,3,84.5,Van,7065,C,0,0,1,
0.416666667,51,5000,A,0,11888,Clerical,S,Bachelors,0,F,10,3,65.7,Station Wag,7066,C,0,0,0,
0.666666667,44,8000,A,0,29098,Home Maker,M,Less High School,0,F,2,7,68.7,Van,7067,P,0,0,0,
0.666666667,34,8000,B,0,5792,Clerical,S,Less High School,0,M,9,7,83.5,Van,7068,C,0,0,1,
1.25,21,15000,A,1,6801,Clerical,S,Less High School,0,F,0,1,77.6,Sedan,7069,C,0,0,0,
2.083333333,44,25000,B,0,7509,Clerical,S,Bachelors,0,F,15,11,65.4,Sports Car,7070,C,0,0,1,
0.75,70,9000,B,0,13732,Doctor,S,Masters,1,F,6,0,66.1,SUV,7071,C,0,0,1,
0.583333333,63,7000,A,0,18681,Doctor,M,High School,0,F,2,6,65.5,SUV,7072,P,0,0,0,
0.833333333,32,10000,C,0,16811,Doctor,S,Masters,0,F,3,0,75.5,Van,7073,P,0,0,2,
0.916666667,24,11000,D,0,28523,Home Maker,S,High School,1,F,5,6,83,Van,7074,C,0,0,2,
0.083333333,42,1000,D,0,32596,Home Maker,M,High School,0,M,2,2,67.9,Van,7075,C,0,0,2,
0.25,22,3000,A,0,28385,Lawyer,S,Bachelors,0,F,5,9,64.8,Sports Car,7076,C,0,0,0,
1.166666667,36,14000,B,1,22270,Clerical,S,High School,0,F,0,5,72.7,SUV,7077,P,0,0,1,
0.333333333,57,4000,B,0,94454,Clerical,S,Masters,0,F,1,8,81.5,Station Wag,7078,C,0,0,1,
0.333333333,39,4000,A,0,45950,Clerical,S,Masters,1,F,2,6,67.2,Hatchback,7079,C,0,0,0,
0.333333333,78,4000,A,1,41245,Lawyer,S,Less High School,0,M,12,9,66.9,Van,7080,C,0,0,0,
1.666666667,78,20000,A,0,12123,Blue Collar,S,Bachelors,0,F,11,7,64.7,Van,7081,C,0,0,0,
0.583333333,37,7000,A,0,36377,Clerical,M,Less High School,0,F,2,5,77.8,Hatchback,7082,C,0,0,0,
0.083333333,31,1000,A,0,6855,Clerical,S,High School,1,F,1,3,66.6,Sports Car,7083,C,0,0,0,
0.083333333,43,1000,B,0,30336,Clerical,S,Masters,0,M,3,3,67.8,Sports Car,7084,C,0,0,1,
2.166666667,21,26000,A,0,13056,Home Maker,M,Masters,1,F,5,1,80,SUV,7085,P,0,0,0,
0.166666667,55,2000,B,0,8900,Clerical,M,High School,1,F,5,12,61.9,SUV,7086,P,0,0,1,
1.083333333,37,13000,B,0,50712,Doctor,M,Bachelors,0,F,0,8,61.3,Sedan,7087,C,0,0,1,
0.416666667,23,5000,C,0,25046,Home Maker,S,Masters,0,F,5,7,79.6,Van,7088,P,0,0,2,
1.166666667,62,14000,A,0,5864,Blue Collar,M,High School,0,F,4,9,73,Sports Car,7089,C,0,0,0,
0.916666667,68,11000,A,0,7684,Clerical,M,High School,0,F,7,8,72.4,Station Wag,7090,C,0,0,0,
0.083333333,37,1000,A,0,13885,Doctor,M,Bachelors,0,M,4,15,68.8,SUV,7091,C,0,0,0,
0.75,26,9000,A,0,33627,Clerical,S,Masters,0,F,1,9,67.5,Hatchback,7092,C,0,0,0,
2.5,23,30000,A,0,288755,Clerical,S,Less High School,0,M,4,0,51.9,Sedan,7093,C,0,0,0,
1.416666667,45,17000,A,1,44654,Blue Collar,S,Masters,0,F,4,9,53.7,Hatchback,7094,C,0,0,0,
0.333333333,29,4000,A,0,14187,Blue Collar,S,Bachelors,1,F,3,6,67.7,Sedan,7095,C,0,0,0,
1.5,37,18000,A,0,14464,Doctor,S,High School,1,M,4,14,79.8,Sports Car,7096,C,0,0,0,
0.166666667,36,2000,A,0,28445,Clerical,S,Masters,1,F,0,9,75,Sports Car,7097,C,0,0,0,
0.416666667,20,5000,A,0,9337,Lawyer,M,Bachelors,1,F,6,12,62.7,Station Wag,7098,P,0,0,0,
0.166666667,53,2000,A,0,19147,Doctor,M,Masters,0,M,3,3,67.4,Station Wag,7099,C,0,0,0,
2.333333333,41,28000,A,0,26229,(missing),M,Masters,1,M,5,8,73.8,Station Wag,7100,P,0,0,0,
2,20,24000,A,0,18468,Doctor,S,Bachelors,1,F,5,9,73.7,Station Wag,7101,C,0,0,0,
2.083333333,38,25000,A,0,15462,Lawyer,M,High School,1,F,5,10,67.7,Sedan,7102,C,0,0,0,
0.083333333,80,1000,A,0,31688,Blue Collar,M,High School,0,F,1,6,75.3,Sports Car,7103,C,0,0,0,
0.083333333,50,1000,A,0,33335,Clerical,S,Bachelors,0,F,6,7,69.5,Sedan,7104,C,0,0,0,
0.5,63,6000,D,0,18132,Clerical,M,Bachelors,0,F,2,15,70.6,Sedan,7105,C,0,0,2,
0.416666667,66,5000,D,0,63152,Home Maker,M,Masters,1,F,4,7,66.4,Sports Car,7106,C,0,0,2,
0.333333333,25,4000,A,1,7406,Clerical,S,Bachelors,0,M,5,0,75.4,Sedan,7107,C,0,0,0,
1,74,12000,B,0,25960,Lawyer,S,Bachelors,0,F,4,15,71.1,Hatchback,7108,C,0,0,1,
0.916666667,57,11000,B,1,22630,Clerical,S,Bachelors,0,M,5,15,68.8,Sedan,7109,C,0,0,1,
0.333333333,48,4000,D,0,6602,Blue Collar,S,Masters,1,F,6,10,69.3,Station Wag,7110,C,0,0,2,
0.25,17,3000,A,0,24417,Clerical,S,Less High School,1,F,6,8,73.8,SUV,7111,C,0,0,0,
2,27,24000,A,0,11762,Doctor,M,Bachelors,0,F,2,12,72.5,SUV,7112,C,0,0,0,
0.083333333,68,1000,A,0,17999,Clerical,M,High School,0,M,8,13,78.9,Sports Car,7113,C,0,0,0,
2,53,24000,C,0,11954,Doctor,M,High School,1,F,6,1,52.6,Station Wag,7114,C,0,0,2,
0.833333333,40,10000,A,0,9053,Doctor,M,High School,0,M,4,4,73.9,Van,7115,C,0,0,0,
2.25,37,27000,B,1,36346,Home Maker,S,Bachelors,0,F,2,6,74.6,Sports Car,7116,C,0,0,1,
3.666666667,74,44000,B,1,12599,Lawyer,M,Bachelors,0,F,2,3,67.1,Sports Car,7117,C,0,0,1,
2,19,24000,A,0,7648,Doctor,S,Bachelors,0,M,0,11,79.1,Sedan,7118,P,0,0,0,
0.583333333,32,7000,B,0,59473,Clerical,S,Bachelors,1,F,11,7,79.8,Sports Car,7119,C,0,0,1,
1.5,30,18000,A,0,146312,Clerical,M,High School,0,F,5,8,65.1,Van,7120,C,0,0,0,
2.25,36,27000,C,0,10974,Clerical,S,Masters,0,F,8,10,70.2,Van,7121,C,0,0,2,
0.166666667,20,2000,B,0,43528,Manager,M,Bachelors,1,M,1,14,69.7,Hatchback,7122,C,0,0,1,
1.25,24,15000,A,0,35525,Clerical,S,Masters,1,F,4,4,82.5,SUV,7123,C,0,0,0,
3.416666667,28,41000,A,0,37923,Clerical,M,Less High School,0,M,3,2,63.9,Van,7124,C,0,0,0,
3.833333333,40,46000,A,0,5857,Home Maker,M,Masters,1,F,7,10,71,SUV,7125,C,0,0,0,
0.083333333,83,1000,D,0,32596,Clerical,S,Masters,0,F,5,8,69.6,SUV,7126,C,0,0,2,
1.5,34,18000,A,1,35342,Clerical,S,Bachelors,0,F,4,9,67.6,Van,7127,P,0,0,0,
1.916666667,38,23000,A,0,41836,Doctor,S,Less High School,1,M,5,6,68.5,Station Wag,7128,C,0,0,0,
0.333333333,22,4000,B,0,50816,Clerical,S,Bachelors,0,F,1,5,79.4,Hatchback,7129,C,0,0,1,
0.25,38,3000,A,0,6904,Manager,M,Less High School,0,F,3,8,83.2,Sports Car,7130,P,0,0,0,
1.416666667,57,17000,A,0,19431,Manager,M,Masters,0,M,5,10,71.4,Hatchback,7131,C,0,0,0,
0.583333333,36,7000,A,0,7945,Home Maker,S,High School,0,M,5,8,79.4,Van,7132,C,0,0,0,
0.833333333,46,10000,D,0,23843,Clerical,S,Less High School,0,F,4,9,76.4,Van,7133,C,0,0,2,
0.416666667,38,5000,A,0,34315,Clerical,S,Masters,1,M,5,2,65.9,Sports Car,7134,C,0,0,0,
0.416666667,63,5000,B,0,49839,Clerical,M,Less High School,1,F,3,8,75,Van,7135,C,0,0,1,
1.416666667,31,17000,A,0,6908,Blue Collar,M,High School,0,F,0,5,76.6,SUV,7136,C,0,0,0,
0.25,45,3000,C,0,177938,Clerical,S,Bachelors,0,M,3,11,57.2,SUV,7137,C,0,0,2,
2,67,24000,A,1,12497,Doctor,M,Less High School,0,F,3,4,79.8,Sports Car,7138,C,0,0,0,
0.166666667,16,2000,B,0,26873,Clerical,S,Masters,0,F,2,0,79.8,Sedan,7139,C,0,0,1,
0.25,40,3000,A,0,9439,Manager,S,Bachelors,1,F,6,0,73.8,Station Wag,7140,C,0,0,0,
0.166666667,54,2000,A,0,37795,Blue Collar,S,Masters,1,F,0,5,75,Van,7141,P,0,0,0,
1,25,12000,B,0,8508,Manager,S,Masters,0,F,4,8,70.9,Van,7142,C,0,0,1,
0.75,53,9000,B,0,37401,Clerical,S,Less High School,0,F,2,7,73.3,SUV,7143,C,0,0,1,
1.416666667,38,17000,A,0,21558,Blue Collar,S,Less High School,1,F,1,4,66.6,SUV,7144,C,0,0,0,
0.5,69,6000,A,0,161835,Lawyer,M,Less High School,1,F,4,15,71.4,Sedan,7145,P,0,0,0,
5,21,60000,B,0,39740,Home Maker,S,High School,0,F,5,14,70.8,Sedan,7146,C,0,0,1,
0.75,33,9000,A,0,16752,Clerical,S,Masters,0,F,3,14,62.9,Van,7147,C,0,0,0,
1.25,20,15000,A,1,17132,Blue Collar,M,High School,1,F,3,8,70.9,Van,7148,C,0,0,0,
0.083333333,44,1000,B,1,22170,Professional,M,Bachelors,0,F,4,4,52.3,Station Wag,7149,C,0,0,1,
1.75,26,21000,A,0,5415,Blue Collar,S,High School,1,F,1,3,77,Van,7150,C,0,0,0,
0.416666667,55,5000,B,0,17252,Home Maker,S,Bachelors,0,M,13,12,73.2,Van,7151,C,0,0,1,
2.166666667,39,26000,A,1,27430,Clerical,M,Bachelors,0,F,3,12,68,Sedan,7152,C,0,0,0,
1,23,12000,A,1,59537,Clerical,S,Bachelors,1,F,1,11,79.4,Hatchback,7153,C,0,0,0,
0.75,41,9000,C,0,14721,Doctor,M,Bachelors,0,F,12,8,60.3,SUV,7154,C,0,0,2,
1.333333333,70,16000,A,0,52657,Doctor,S,Bachelors,1,F,1,4,73.3,SUV,7155,C,0,0,0,
0.833333333,19,10000,B,0,24057,Home Maker,S,High School,1,F,6,7,65.2,SUV,7156,C,0,0,1,
0.916666667,30,11000,A,1,6525,Home Maker,M,Masters,0,F,0,12,68.6,SUV,7157,C,0,0,0,
0.75,44,9000,B,0,106265,Lawyer,S,Masters,1,F,5,15,70.4,Hatchback,7158,P,0,0,1,
0.333333333,42,4000,A,0,8117,Clerical,S,High School,1,F,3,12,79.4,Station Wag,7159,C,0,0,0,
4.666666667,37,56000,A,0,17644,Blue Collar,S,Masters,1,M,2,6,65.8,Sedan,7160,C,0,0,0,
0.5,51,6000,A,0,33111,Home Maker,S,High School,0,F,2,8,65.5,Station Wag,7161,C,0,0,0,
0.5,40,6000,A,0,15490,Lawyer,S,Less High School,0,M,2,0,68.5,Station Wag,7162,C,0,0,0,
3.25,39,39000,A,0,13432,Doctor,S,Less High School,0,F,1,9,62.5,Sports Car,7163,C,0,0,0,
0.416666667,41,5000,B,0,16200,Clerical,S,Bachelors,0,F,0,11,76.3,Van,7164,C,0,0,1,
1.083333333,52,13000,B,0,12949,Clerical,S,Masters,1,F,6,8,62,Van,7165,C,0,0,1,
0.25,42,3000,A,0,17354,Blue Collar,M,Masters,0,F,1,6,67.2,Van,7166,C,0,0,0,
0.833333333,45,10000,B,0,5515,Doctor,S,Less High School,1,F,1,11,68.7,Sedan,7167,P,0,0,1,
0.083333333,50,1000,A,0,7156,Clerical,S,Masters,1,M,0,10,66.2,SUV,7168,P,0,0,0,
0.083333333,60,1000,D,0,43691,Lawyer,S,Masters,0,F,6,9,69.7,Hatchback,7169,C,0,0,2,
0.416666667,33,5000,B,0,10496,Clerical,M,Less High School,0,F,3,11,78.1,Van,7170,C,0,0,1,
1.916666667,33,23000,A,0,12359,Doctor,S,Bachelors,1,F,6,1,71.5,Van,7171,C,0,0,0,
0.333333333,85,4000,A,0,16790,Doctor,S,High School,0,M,1,15,74.5,Sports Car,7172,C,0,0,0,
0.25,25,3000,C,1,19911,Doctor,S,High School,0,M,6,6,71.3,Sedan,7173,C,0,0,2,
1.333333333,67,16000,A,0,6329,Home Maker,M,Less High School,0,M,7,3,69.6,Sedan,7174,C,0,0,0,
0.583333333,48,7000,D,0,6646,Home Maker,S,High School,0,F,5,8,72.5,Van,7175,C,0,0,2,
0.916666667,16,11000,A,0,19892,Lawyer,S,High School,0,M,4,8,76.2,SUV,7176,C,0,0,0,
1.916666667,49,23000,A,1,32590,Clerical,M,High School,1,F,0,14,67.4,Sedan,7177,P,0,0,0,
0.083333333,65,1000,A,0,15668,Blue Collar,M,Less High School,0,M,12,2,66.7,Sports Car,7178,C,0,0,0,
0.666666667,24,8000,A,0,7572,Clerical,S,High School,0,F,2,15,72.9,Hatchback,7179,C,0,0,0,
0.833333333,29,10000,B,0,36860,Clerical,S,Masters,1,F,6,4,68.3,Sports Car,7180,C,0,0,1,
0.75,41,9000,A,1,206081,Clerical,S,Masters,1,F,5,6,65.1,SUV,7181,C,0,0,0,
2,42,24000,B,0,36718,Clerical,M,Less High School,0,F,1,9,68.7,Van,7182,C,0,0,1,
1.166666667,30,14000,A,0,50644,Clerical,S,High School,0,F,4,4,73.2,Sports Car,7183,C,0,0,0,
0.416666667,62,5000,A,0,10992,Doctor,M,High School,1,M,4,15,71,Sports Car,7184,C,0,0,0,
0.25,41,3000,C,0,59993,Professional,M,Less High School,0,F,3,12,71.8,SUV,7185,P,0,0,2,
