acct_number,claim_indicator,new_driver,bundle,ever_deferred_payment,no_fault_state,marital_status,vehicle_history,num_auto_drivers,num_claims,deductible,liability_limit,num_prior_claims,claim_amt,income,policy_age_mos,owner_age,vehicle_age,auto_points,credit_score,avg_claim,claim_indicator_type,marital_status_type,vehicle_history_type,deductible_level,liability_limit_level,channel,channel_type
5497,0,0,0,0,0,0,0,1,0,3,5,1,0,55526,1,45,5,5,762,0,no_claim,single,no_damage,500,300000,0,website
5498,0,0,0,0,0,0,0,2,0,2,1,2,0,29959,5,71,8,7,711,0,no_claim,single,no_damage,250,100000,0,website
5499,0,0,0,0,1,2,0,1,0,3,2,1,0,15438,5,34,0,5,823,0,no_claim,divorced,no_damage,500,150000,2,crosssell
5500,0,0,0,0,0,1,0,2,0,1,1,5,0,9017,17,33,1,11,686,0,no_claim,married,no_damage,100,100000,0,website
5501,0,0,0,0,1,1,0,1,0,5,3,0,0,133552,22,41,8,3,652,0,no_claim,married,no_damage,1500,200000,1,agent
5502,0,0,1,0,0,0,0,2,0,4,2,2,0,70807,40,39,3,6,595,0,no_claim,single,no_damage,1000,150000,1,agent
5503,0,0,1,0,0,0,0,2,0,2,7,2,0,9188,12,26,11,1,757,0,no_claim,single,no_damage,250,500000,2,crosssell
5504,0,0,1,0,0,0,1,3,0,2,7,1,0,21397,18,47,3,3,723,0,no_claim,single,potential_damage,250,500000,2,crosssell
5505,0,0,0,0,0,0,0,2,0,2,6,2,0,32554,1,47,3,5,696,0,no_claim,single,no_damage,250,350000,0,website
5506,0,0,0,0,0,1,0,1,0,2,3,1,0,23032,6,55,7,0,719,0,no_claim,married,no_damage,250,200000,2,crosssell
5507,0,0,0,1,0,0,1,2,0,2,3,2,0,5257,10,40,4,5,710,0,no_claim,single,potential_damage,250,200000,2,crosssell
5508,0,1,0,0,0,0,2,2,0,2,0,3,0,22745,20,51,13,7,728,0,no_claim,single,severe_damage,250,50000,1,agent
5509,0,0,0,0,0,1,0,1,0,2,0,2,0,7600,29,61,11,3,637,0,no_claim,married,no_damage,250,50000,1,agent
5510,0,0,0,0,0,1,0,1,0,4,2,2,0,6666,8,44,0,14,823,0,no_claim,married,no_damage,1000,150000,3,affinity
5511,0,0,1,0,0,0,0,2,0,6,2,1,0,15325,7,38,9,2,787,0,no_claim,single,no_damage,2000,150000,3,affinity
5512,0,1,0,1,0,0,0,1,0,3,4,0,0,103080,1,42,2,4,678,0,no_claim,single,no_damage,500,250000,0,website
5513,0,0,0,0,0,1,1,1,0,3,6,2,0,18463,4,29,5,3,799,0,no_claim,married,potential_damage,500,350000,0,website
5514,0,0,0,0,0,1,0,1,0,2,1,0,0,296644,4,24,7,3,617,0,no_claim,married,no_damage,250,100000,0,website
5515,0,0,1,1,0,1,0,1,0,4,2,1,0,32782,5,16,9,0,685,0,no_claim,married,no_damage,1000,150000,3,affinity
5516,0,1,1,1,1,0,0,2,0,3,0,2,0,5483,1,44,7,1,740,0,no_claim,single,no_damage,500,50000,0,website
5517,0,0,0,1,0,0,0,2,0,4,0,3,0,12666,4,63,0,4,717,0,no_claim,single,no_damage,1000,50000,3,affinity
5518,0,0,0,1,0,0,1,1,0,4,1,0,0,18587,6,34,10,7,625,0,no_claim,single,potential_damage,1000,100000,3,affinity
5519,0,0,1,0,0,1,0,3,0,2,2,0,0,10442,1,27,12,0,721,0,no_claim,married,no_damage,250,150000,0,website
5520,0,0,0,0,1,1,0,1,0,2,4,5,0,17046,2,24,10,2,704,0,no_claim,married,no_damage,250,250000,0,website
5521,0,0,1,0,0,1,0,1,0,4,6,0,0,7589,1,23,6,10,646,0,no_claim,married,no_damage,1000,350000,0,website
5522,0,0,0,0,0,1,0,2,0,2,2,2,0,36536,43,43,1,0,696,0,no_claim,married,no_damage,250,150000,3,affinity
5523,0,0,0,0,0,0,2,1,0,1,0,0,0,49869,5,48,8,11,711,0,no_claim,single,severe_damage,100,50000,1,agent
5524,0,0,0,0,0,0,0,1,0,5,7,0,0,19284,7,45,10,12,694,0,no_claim,single,no_damage,1500,500000,1,agent
5525,0,0,1,0,0,0,3,3,0,2,4,1,0,16555,23,33,13,7,703,0,no_claim,single,salvage,250,250000,0,website
5526,0,0,1,0,0,0,0,2,0,1,3,0,0,6755,5,52,3,2,697,0,no_claim,single,no_damage,100,200000,1,agent
5527,0,0,1,1,0,0,1,1,0,2,2,2,0,22967,8,43,10,5,758,0,no_claim,single,potential_damage,250,150000,3,affinity
5528,0,0,1,0,0,0,0,1,0,5,1,2,0,8025,6,65,11,9,711,0,no_claim,single,no_damage,1500,100000,0,website
5529,0,0,1,0,0,0,0,1,0,5,4,0,0,14115,39,26,8,3,726,0,no_claim,single,no_damage,1500,250000,1,agent
5530,0,0,0,0,0,0,0,2,0,6,7,4,0,18199,54,35,9,5,733,0,no_claim,single,no_damage,2000,500000,0,website
5531,0,1,0,0,0,0,3,1,0,2,2,0,0,10458,11,75,10,2,700,0,no_claim,single,salvage,250,150000,2,crosssell
5532,0,1,1,0,0,1,0,2,0,4,5,5,0,32849,23,53,12,0,768,0,no_claim,married,no_damage,1000,300000,3,affinity
5533,0,0,1,0,0,1,0,1,0,5,3,1,0,13898,5,33,7,1,611,0,no_claim,married,no_damage,1500,200000,2,crosssell
5534,0,0,0,0,1,2,2,2,0,3,5,4,0,21467,15,24,10,1,718,0,no_claim,divorced,severe_damage,500,300000,3,affinity
5535,0,0,0,0,0,1,1,2,0,4,5,2,0,5239,2,24,9,3,718,0,no_claim,married,potential_damage,1000,300000,3,affinity
5536,0,0,0,0,0,1,3,1,0,6,2,1,0,41424,6,34,9,1,695,0,no_claim,married,salvage,2000,150000,1,agent
5537,0,0,1,0,0,0,0,1,0,2,6,3,0,13747,38,56,0,5,725,0,no_claim,single,no_damage,250,350000,3,affinity
5538,0,0,1,0,0,0,0,1,0,0,4,5,0,21829,8,55,14,5,780,0,no_claim,single,no_damage,0,250000,0,website
5539,0,0,1,1,1,0,0,2,0,2,1,0,0,32716,23,34,8,0,772,0,no_claim,single,no_damage,250,100000,3,affinity
5540,0,0,0,0,1,0,2,1,0,4,3,4,0,25678,15,43,1,5,781,0,no_claim,single,severe_damage,1000,200000,0,website
5541,0,0,1,0,0,0,0,2,0,2,2,2,0,18419,8,18,8,3,726,0,no_claim,single,no_damage,250,150000,0,website
5542,0,1,0,0,0,1,2,1,0,3,2,0,0,41221,10,64,2,1,716,0,no_claim,married,severe_damage,500,150000,3,affinity
5543,0,0,1,0,0,0,0,2,0,0,0,1,0,22702,8,35,11,6,676,0,no_claim,single,no_damage,0,50000,2,crosssell
5544,0,0,0,0,0,1,0,2,0,2,7,2,0,10407,59,84,10,1,689,0,no_claim,married,no_damage,250,500000,1,agent
5545,0,1,0,0,0,1,0,1,0,3,1,2,0,148332,4,40,3,3,690,0,no_claim,married,no_damage,500,100000,3,affinity
5546,0,0,1,0,0,0,0,1,0,1,2,2,0,13540,24,51,4,3,810,0,no_claim,single,no_damage,100,150000,0,website
5547,0,0,0,0,0,0,1,2,0,4,5,0,0,16905,1,27,7,2,764,0,no_claim,single,potential_damage,1000,300000,3,affinity
5548,0,0,0,0,0,1,2,4,0,4,6,4,0,75308,2,35,8,4,691,0,no_claim,married,severe_damage,1000,350000,3,affinity
5549,0,0,1,1,0,0,0,1,0,3,0,3,0,8325,7,22,7,7,748,0,no_claim,single,no_damage,500,50000,3,affinity
5550,0,0,0,0,0,0,0,2,0,1,0,0,0,28744,7,62,7,1,628,0,no_claim,single,no_damage,100,50000,0,website
5551,0,0,0,0,0,1,2,1,0,2,2,0,0,17906,7,32,12,12,672,0,no_claim,married,severe_damage,250,150000,3,affinity
5552,0,0,0,0,0,1,1,1,0,5,2,0,0,5613,34,29,4,8,516,0,no_claim,married,potential_damage,1500,150000,1,agent
5553,0,0,1,1,0,0,0,2,0,2,4,3,0,15706,3,23,6,4,697,0,no_claim,single,no_damage,250,250000,2,crosssell
5554,0,0,0,0,0,0,0,1,0,4,2,0,0,31608,5,21,8,3,734,0,no_claim,single,no_damage,1000,150000,1,agent
5555,0,0,1,0,0,1,0,1,0,3,6,4,0,6087,9,30,4,5,722,0,no_claim,married,no_damage,500,350000,2,crosssell
5556,0,0,0,0,1,1,0,1,0,2,2,5,0,8451,59,41,13,14,654,0,no_claim,married,no_damage,250,150000,1,agent
5557,0,0,1,0,1,2,0,1,0,2,7,2,0,29445,4,39,9,5,798,0,no_claim,divorced,no_damage,250,500000,3,affinity
5558,0,0,1,0,0,2,1,2,0,3,7,0,0,21790,6,24,9,4,706,0,no_claim,divorced,potential_damage,500,500000,2,crosssell
5559,0,0,0,0,0,1,1,1,0,2,5,0,0,11960,7,38,8,2,791,0,no_claim,married,potential_damage,250,300000,0,website
5560,0,0,1,0,0,0,0,1,0,2,3,0,0,8839,20,35,2,3,786,0,no_claim,single,no_damage,250,200000,3,affinity
5561,0,0,0,0,0,1,0,2,0,4,7,0,0,40785,11,36,10,4,604,0,no_claim,married,no_damage,1000,500000,3,affinity
5562,0,0,1,0,0,1,0,1,0,1,1,2,0,14722,2,54,10,5,773,0,no_claim,married,no_damage,100,100000,1,agent
5563,0,0,0,0,0,1,0,2,0,1,1,0,0,16816,16,38,9,2,551,0,no_claim,married,no_damage,100,100000,2,crosssell
5564,0,0,0,0,0,2,0,2,0,2,3,1,0,19707,12,29,5,4,719,0,no_claim,divorced,no_damage,250,200000,3,affinity
5565,0,0,0,1,0,0,1,1,0,2,7,1,0,39459,4,40,9,4,748,0,no_claim,single,potential_damage,250,500000,3,affinity
5566,0,0,0,0,1,0,0,2,0,4,2,2,0,21546,1,39,2,7,697,0,no_claim,single,no_damage,1000,150000,2,crosssell
5567,0,0,1,0,1,2,1,2,0,4,6,0,0,5232,14,53,9,0,719,0,no_claim,divorced,potential_damage,1000,350000,3,affinity
5568,0,0,1,0,0,1,0,4,0,2,4,5,0,42044,5,64,12,4,671,0,no_claim,married,no_damage,250,250000,2,crosssell
5569,0,0,1,0,0,0,0,1,0,1,5,2,0,90621,20,24,11,1,698,0,no_claim,single,no_damage,100,300000,3,affinity
5570,0,0,1,0,0,1,0,1,0,1,0,4,0,32136,49,31,9,11,710,0,no_claim,married,no_damage,100,50000,1,agent
5571,0,0,1,0,0,1,1,1,0,3,0,4,0,22765,4,36,8,0,692,0,no_claim,married,potential_damage,500,50000,2,crosssell
5572,0,0,1,0,1,0,0,1,0,4,1,0,0,45441,2,32,3,4,722,0,no_claim,single,no_damage,1000,100000,0,website
5573,0,0,1,0,0,0,1,5,0,4,5,6,0,74928,22,54,11,14,747,0,no_claim,single,potential_damage,1000,300000,3,affinity
5574,0,0,1,0,0,0,0,2,0,2,2,1,0,10951,3,40,12,5,639,0,no_claim,single,no_damage,250,150000,1,agent
5575,0,1,0,0,0,1,0,2,0,2,1,1,0,23810,3,67,1,3,639,0,no_claim,married,no_damage,250,100000,3,affinity
5576,0,0,0,0,0,1,0,1,0,4,4,1,0,21356,7,16,4,5,726,0,no_claim,married,no_damage,1000,250000,1,agent
5577,0,0,0,0,1,1,0,2,0,2,7,1,0,58161,1,48,13,4,735,0,no_claim,married,no_damage,250,500000,3,affinity
5578,0,0,0,0,0,1,1,1,0,2,6,0,0,122198,1,36,2,5,661,0,no_claim,married,potential_damage,250,350000,2,crosssell
5579,0,0,0,0,0,0,1,1,0,1,0,0,0,144643,3,58,4,1,602,0,no_claim,single,potential_damage,100,50000,3,affinity
5580,0,1,0,0,0,0,1,1,0,1,1,2,0,29863,6,42,5,0,682,0,no_claim,single,potential_damage,100,100000,2,crosssell
5581,0,0,0,0,1,2,1,2,0,2,1,4,0,17511,10,36,5,8,624,0,no_claim,divorced,potential_damage,250,100000,1,agent
5582,0,1,1,0,0,0,0,1,0,4,1,2,0,35892,5,34,2,5,720,0,no_claim,single,no_damage,1000,100000,1,agent
5583,0,0,0,1,0,2,2,1,0,3,4,0,0,11613,7,42,8,4,716,0,no_claim,divorced,severe_damage,500,250000,3,affinity
5584,0,0,0,0,0,0,0,1,0,2,4,2,0,12734,12,20,8,5,718,0,no_claim,single,no_damage,250,250000,0,website
5585,0,0,0,1,0,0,3,1,0,5,7,1,0,25252,5,21,8,6,607,0,no_claim,single,salvage,1500,500000,0,website
5586,0,0,0,0,0,0,1,1,0,4,3,0,0,105940,10,41,9,9,736,0,no_claim,single,potential_damage,1000,200000,0,website
5587,0,0,1,0,0,1,0,1,0,4,5,1,0,14882,45,36,6,4,681,0,no_claim,married,no_damage,1000,300000,3,affinity
5588,0,1,0,0,0,0,0,2,0,3,0,0,0,8935,8,68,8,4,682,0,no_claim,single,no_damage,500,50000,2,crosssell
5589,0,0,1,0,0,0,1,1,0,2,2,5,0,5610,55,27,1,4,667,0,no_claim,single,potential_damage,250,150000,3,affinity
5590,0,1,1,0,0,1,0,1,0,2,4,4,0,13159,32,23,10,3,707,0,no_claim,married,no_damage,250,250000,1,agent
5591,0,0,0,0,0,0,0,1,0,7,2,3,0,26575,5,20,14,2,704,0,no_claim,single,no_damage,3000,150000,3,affinity
5592,0,0,1,0,0,0,1,1,0,1,2,2,0,37472,4,41,15,0,714,0,no_claim,single,potential_damage,100,150000,0,website
5593,0,0,0,1,0,0,0,1,0,2,2,2,0,99347,1,45,4,2,683,0,no_claim,single,no_damage,250,150000,3,affinity
5594,0,1,0,0,0,1,1,2,0,4,3,1,0,47125,3,51,13,4,738,0,no_claim,married,potential_damage,1000,200000,0,website
5595,0,1,0,0,0,0,0,4,0,7,0,0,0,6388,7,31,11,7,792,0,no_claim,single,no_damage,3000,50000,2,crosssell
5596,0,0,1,0,0,1,3,1,0,1,3,6,0,20021,15,17,1,1,671,0,no_claim,married,salvage,100,200000,1,agent
5597,0,1,0,1,1,1,0,1,0,1,2,0,0,5429,6,45,12,8,679,0,no_claim,married,no_damage,100,150000,3,affinity
5598,0,1,1,0,0,1,0,1,0,6,3,5,0,90632,1,53,8,3,792,0,no_claim,married,no_damage,2000,200000,0,website
5599,0,0,0,0,0,0,3,1,0,1,2,0,0,10844,15,16,15,3,713,0,no_claim,single,salvage,100,150000,1,agent
5600,0,0,1,0,0,1,0,1,0,1,3,0,0,6650,29,53,8,2,660,0,no_claim,married,no_damage,100,200000,2,crosssell
5601,0,1,0,0,0,0,1,1,0,3,1,2,0,8727,2,44,14,3,744,0,no_claim,single,potential_damage,500,100000,3,affinity
5602,0,0,1,0,0,0,0,2,0,3,1,2,0,9827,2,34,7,4,757,0,no_claim,single,no_damage,500,100000,0,website
5603,0,0,0,1,0,0,0,2,0,3,5,1,0,6325,11,21,7,2,681,0,no_claim,single,no_damage,500,300000,3,affinity
5604,0,0,0,0,0,1,0,1,0,1,4,0,0,22346,5,49,9,6,661,0,no_claim,married,no_damage,100,250000,1,agent
5605,0,0,0,0,0,1,1,2,0,5,1,5,0,11090,25,18,14,0,652,0,no_claim,married,potential_damage,1500,100000,2,crosssell
5606,0,0,0,0,0,2,0,2,0,1,6,0,0,6661,4,35,7,3,684,0,no_claim,divorced,no_damage,100,350000,3,affinity
5607,0,1,0,0,0,1,1,1,0,1,1,0,0,21305,7,18,14,2,703,0,no_claim,married,potential_damage,100,100000,1,agent
5608,0,0,1,0,0,0,0,2,0,2,3,2,0,17719,34,34,14,5,788,0,no_claim,single,no_damage,250,200000,2,crosssell
5609,0,0,1,0,0,1,0,2,0,2,2,0,0,38076,8,32,1,4,726,0,no_claim,married,no_damage,250,150000,1,agent
5610,0,0,1,0,0,0,0,2,0,3,2,0,0,30163,20,27,4,5,682,0,no_claim,single,no_damage,500,150000,2,crosssell
5611,0,0,1,0,0,0,2,4,0,3,5,2,0,19736,2,44,9,4,634,0,no_claim,single,severe_damage,500,300000,2,crosssell
5612,0,0,0,0,0,0,0,1,0,5,1,1,0,57038,5,35,0,0,790,0,no_claim,single,no_damage,1500,100000,0,website
5613,0,0,0,0,0,0,1,2,0,4,1,2,0,13089,8,40,14,4,750,0,no_claim,single,potential_damage,1000,100000,1,agent
5614,0,0,1,0,0,2,0,1,0,2,5,1,0,58508,27,21,7,4,725,0,no_claim,divorced,no_damage,250,300000,1,agent
5615,0,0,1,1,0,0,0,1,0,3,2,2,0,34799,4,34,1,4,673,0,no_claim,single,no_damage,500,150000,2,crosssell
5616,0,1,1,0,0,0,2,2,0,1,1,0,0,287020,4,25,1,4,663,0,no_claim,single,severe_damage,100,100000,2,crosssell
5617,0,0,0,0,0,0,0,1,0,0,0,2,0,30237,6,40,9,5,556,0,no_claim,single,no_damage,0,50000,0,website
5618,0,0,0,0,0,1,0,1,0,3,5,4,0,20051,7,29,15,2,685,0,no_claim,married,no_damage,500,300000,3,affinity
5619,0,1,0,0,0,0,1,2,0,4,4,0,0,32532,13,33,9,3,674,0,no_claim,single,potential_damage,1000,250000,1,agent
5620,0,0,0,0,0,0,1,2,0,1,6,4,0,6206,3,41,4,15,769,0,no_claim,single,potential_damage,100,350000,2,crosssell
5621,0,0,1,0,0,1,0,2,0,3,6,1,0,24165,5,76,6,5,717,0,no_claim,married,no_damage,500,350000,3,affinity
5622,0,0,0,0,1,1,0,1,0,4,1,0,0,17380,1,67,13,3,673,0,no_claim,married,no_damage,1000,100000,0,website
5623,0,0,0,1,0,0,0,1,0,3,3,0,0,7012,1,61,15,1,668,0,no_claim,single,no_damage,500,200000,3,affinity
5624,0,0,1,0,0,0,0,2,0,4,7,0,0,56411,18,42,11,0,526,0,no_claim,single,no_damage,1000,500000,0,website
5625,0,0,0,0,0,0,3,2,0,3,4,0,0,7339,60,18,4,7,728,0,no_claim,single,salvage,500,250000,0,website
5626,0,0,1,0,0,1,1,2,0,3,1,1,0,12050,6,56,15,5,607,0,no_claim,married,potential_damage,500,100000,1,agent
5627,0,0,1,0,0,1,1,2,0,3,5,1,0,17719,13,70,9,9,709,0,no_claim,married,potential_damage,500,300000,0,website
5628,0,0,0,0,0,0,0,2,0,1,5,0,0,243763,49,41,0,4,787,0,no_claim,single,no_damage,100,300000,1,agent
5629,0,1,1,0,1,1,0,1,0,3,0,0,0,25649,5,44,0,0,669,0,no_claim,married,no_damage,500,50000,1,agent
5630,0,1,1,0,0,0,1,1,0,5,3,3,0,6838,7,26,0,1,702,0,no_claim,single,potential_damage,1500,200000,3,affinity
5631,0,0,1,0,0,0,3,1,0,1,0,0,0,34951,9,58,1,3,673,0,no_claim,single,salvage,100,50000,1,agent
5632,0,0,0,0,1,0,0,1,0,3,2,2,0,8895,6,55,9,2,675,0,no_claim,single,no_damage,500,150000,0,website
5633,0,0,0,0,0,1,0,1,0,5,3,2,0,67020,9,30,2,0,807,0,no_claim,married,no_damage,1500,200000,0,website
5634,0,0,0,0,0,0,0,1,0,3,2,1,0,24323,12,42,8,0,670,0,no_claim,single,no_damage,500,150000,2,crosssell
5635,0,0,1,0,0,0,0,3,0,4,3,1,0,8700,6,48,5,6,671,0,no_claim,single,no_damage,1000,200000,0,website
5636,0,0,0,1,0,1,0,2,0,3,4,2,0,16480,54,19,14,4,733,0,no_claim,married,no_damage,500,250000,2,crosssell
5637,0,0,1,0,1,1,0,2,0,1,2,3,0,40013,43,65,11,4,678,0,no_claim,married,no_damage,100,150000,1,agent
5638,0,0,1,0,0,0,1,2,0,0,5,2,0,34006,11,38,6,3,797,0,no_claim,single,potential_damage,0,300000,0,website
5639,0,0,0,0,1,1,1,2,0,1,1,6,0,6784,48,39,1,4,825,0,no_claim,married,potential_damage,100,100000,3,affinity
5640,0,0,0,1,0,1,1,2,0,4,3,1,0,36053,24,70,2,4,842,0,no_claim,married,potential_damage,1000,200000,1,agent
5641,0,0,1,1,0,1,0,1,0,3,3,0,0,34206,1,42,14,4,720,0,no_claim,married,no_damage,500,200000,2,crosssell
5642,0,1,0,0,0,1,0,2,0,2,3,0,0,59426,8,18,6,5,727,0,no_claim,married,no_damage,250,200000,0,website
5643,0,0,1,0,0,2,0,1,0,2,5,0,0,6582,8,43,14,4,737,0,no_claim,divorced,no_damage,250,300000,0,website
5644,0,0,1,1,0,0,2,1,0,2,5,1,0,19500,6,17,12,2,742,0,no_claim,single,severe_damage,250,300000,3,affinity
5645,0,1,0,0,0,0,0,2,0,3,2,3,0,126440,2,74,6,7,667,0,no_claim,single,no_damage,500,150000,2,crosssell
5646,0,1,0,0,0,0,1,1,0,1,7,0,0,18724,3,38,6,3,770,0,no_claim,single,potential_damage,100,500000,1,agent
5647,0,0,1,0,0,1,1,1,0,5,3,0,0,50371,1,32,7,2,785,0,no_claim,married,potential_damage,1500,200000,1,agent
5648,0,0,1,0,0,0,1,1,0,5,4,0,0,10210,14,33,6,1,772,0,no_claim,single,potential_damage,1500,250000,3,affinity
5649,0,0,0,1,0,1,0,2,0,1,2,5,0,16429,6,18,8,2,707,0,no_claim,married,no_damage,100,150000,2,crosssell
5650,0,0,1,0,0,2,0,1,0,4,0,1,0,11583,6,37,0,5,705,0,no_claim,divorced,no_damage,1000,50000,1,agent
5651,0,0,0,0,0,0,2,2,0,6,3,2,0,28261,15,28,8,5,780,0,no_claim,single,severe_damage,2000,200000,0,website
5652,0,0,0,1,0,1,0,1,0,2,4,2,0,7549,3,40,13,2,715,0,no_claim,married,no_damage,250,250000,0,website
5653,0,0,1,0,0,0,0,1,0,2,4,5,0,7748,4,35,13,4,528,0,no_claim,single,no_damage,250,250000,1,agent
5654,0,0,0,0,1,0,0,2,0,0,4,1,0,37323,1,37,0,4,780,0,no_claim,single,no_damage,0,250000,1,agent
5655,0,0,0,0,1,0,0,4,0,3,4,0,0,6576,9,47,3,7,651,0,no_claim,single,no_damage,500,250000,2,crosssell
5656,0,0,0,0,0,0,0,2,0,1,1,0,0,10203,6,38,1,8,568,0,no_claim,single,no_damage,100,100000,3,affinity
5657,0,0,0,0,0,0,0,1,0,3,3,0,0,11036,3,16,2,3,709,0,no_claim,single,no_damage,500,200000,3,affinity
5658,0,0,0,0,0,1,0,1,0,2,7,0,0,19066,9,27,12,5,741,0,no_claim,married,no_damage,250,500000,1,agent
5659,0,0,0,0,0,2,0,2,0,4,0,0,0,6503,3,72,11,0,748,0,no_claim,divorced,no_damage,1000,50000,3,affinity
5660,0,0,1,0,0,0,2,2,0,5,0,2,0,10648,4,64,4,15,790,0,no_claim,single,severe_damage,1500,50000,0,website
5661,0,0,1,0,1,0,0,1,0,4,7,2,0,126855,21,48,6,0,707,0,no_claim,single,no_damage,1000,500000,3,affinity
5662,0,1,0,0,0,1,0,1,0,2,2,2,0,13674,2,36,8,3,693,0,no_claim,married,no_damage,250,150000,2,crosssell
5663,0,0,1,0,0,2,0,1,0,2,0,1,0,7761,1,29,10,1,636,0,no_claim,divorced,no_damage,250,50000,3,affinity
5664,0,0,1,0,0,0,0,2,0,1,1,2,0,19959,5,54,6,2,721,0,no_claim,single,no_damage,100,100000,1,agent
5665,0,0,0,0,0,0,0,2,0,2,2,0,0,92678,7,84,5,0,683,0,no_claim,single,no_damage,250,150000,0,website
5666,0,0,0,0,0,0,1,1,0,2,7,0,0,13339,13,33,12,4,675,0,no_claim,single,potential_damage,250,500000,2,crosssell
5667,0,0,0,0,0,1,2,1,0,3,7,4,0,295284,18,32,3,13,824,0,no_claim,married,severe_damage,500,500000,3,affinity
5668,0,0,1,0,0,0,0,1,0,1,0,1,0,47076,3,68,12,7,698,0,no_claim,single,no_damage,100,50000,3,affinity
5669,0,0,1,1,0,0,0,1,0,2,1,2,0,18225,5,22,8,4,748,0,no_claim,single,no_damage,250,100000,2,crosssell
5670,0,0,0,0,0,1,0,3,0,4,5,0,0,13877,5,33,3,4,667,0,no_claim,married,no_damage,1000,300000,1,agent
5671,0,0,0,0,0,2,1,1,0,3,6,2,0,20851,2,61,9,1,740,0,no_claim,divorced,potential_damage,500,350000,2,crosssell
5672,0,0,1,0,0,0,1,1,0,1,2,2,0,35770,3,27,7,3,778,0,no_claim,single,potential_damage,100,150000,2,crosssell
5673,0,1,0,0,0,0,0,1,0,2,5,2,0,6477,8,28,8,2,688,0,no_claim,single,no_damage,250,300000,1,agent
5674,0,0,0,1,0,2,0,2,0,4,7,0,0,41572,4,61,13,7,705,0,no_claim,divorced,no_damage,1000,500000,0,website
5675,0,1,0,1,0,1,1,1,0,4,5,0,0,39589,10,64,9,5,705,0,no_claim,married,potential_damage,1000,300000,1,agent
5676,0,0,0,0,0,0,0,1,0,3,2,4,0,68602,1,20,11,12,765,0,no_claim,single,no_damage,500,150000,2,crosssell
5677,0,0,0,1,0,0,2,1,0,2,4,3,0,12006,17,25,13,0,711,0,no_claim,single,severe_damage,250,250000,2,crosssell
5678,0,0,0,0,0,1,1,1,0,3,0,2,0,37195,26,29,9,2,595,0,no_claim,married,potential_damage,500,50000,2,crosssell
5679,0,0,1,0,0,0,0,2,0,2,2,0,0,42021,60,19,0,0,667,0,no_claim,single,no_damage,250,150000,2,crosssell
5680,0,1,0,0,0,0,0,3,0,1,1,0,0,7951,5,41,4,3,722,0,no_claim,single,no_damage,100,100000,3,affinity
5681,0,0,0,0,0,1,0,1,0,2,6,0,0,38930,7,31,15,0,678,0,no_claim,married,no_damage,250,350000,3,affinity
5682,0,0,0,0,0,0,0,2,0,3,2,1,0,8076,24,37,7,5,739,0,no_claim,single,no_damage,500,150000,2,crosssell
5683,0,0,1,0,0,0,0,1,0,2,7,5,0,17827,3,32,5,1,632,0,no_claim,single,no_damage,250,500000,0,website
5684,0,1,0,0,0,0,0,1,0,4,4,0,0,6747,22,46,3,4,524,0,no_claim,single,no_damage,1000,250000,2,crosssell
5685,0,0,1,0,0,0,0,2,0,1,3,2,0,14463,4,38,4,3,732,0,no_claim,single,no_damage,100,200000,1,agent
5686,0,0,1,0,0,2,0,2,0,1,7,0,0,49928,8,44,5,1,558,0,no_claim,divorced,no_damage,100,500000,0,website
5687,0,0,0,0,0,0,0,2,0,1,2,0,0,18808,4,20,5,6,700,0,no_claim,single,no_damage,100,150000,3,affinity
5688,0,0,1,0,0,1,0,2,0,4,3,1,0,6145,1,16,5,1,744,0,no_claim,married,no_damage,1000,200000,3,affinity
5689,0,0,0,0,1,0,1,2,0,3,7,2,0,23365,22,52,8,10,732,0,no_claim,single,potential_damage,500,500000,3,affinity
5690,0,0,0,0,0,0,2,1,0,2,7,5,0,26595,5,17,5,1,717,0,no_claim,single,severe_damage,250,500000,3,affinity
5691,0,0,0,1,0,0,0,2,0,2,4,2,0,11708,11,23,12,7,744,0,no_claim,single,no_damage,250,250000,2,crosssell
5692,0,1,0,0,0,1,0,1,0,4,1,0,0,5399,18,19,12,3,728,0,no_claim,married,no_damage,1000,100000,0,website
5693,0,0,0,0,0,0,0,1,0,1,6,1,0,39335,2,70,3,10,769,0,no_claim,single,no_damage,100,350000,2,crosssell
5694,0,0,0,0,0,0,3,1,0,1,4,3,0,48812,16,34,13,6,785,0,no_claim,single,salvage,100,250000,3,affinity
5695,0,0,0,0,0,1,0,1,0,4,7,4,0,38166,1,53,12,1,655,0,no_claim,married,no_damage,1000,500000,1,agent
5696,0,1,0,0,0,0,0,1,0,2,3,0,0,11612,2,81,9,0,766,0,no_claim,single,no_damage,250,200000,3,affinity
5697,0,0,0,0,1,1,0,1,0,1,6,2,0,28373,8,37,6,1,602,0,no_claim,married,no_damage,100,350000,3,affinity
5698,0,1,1,0,0,0,0,1,0,2,2,4,0,29927,3,44,3,0,774,0,no_claim,single,no_damage,250,150000,2,crosssell
5699,0,0,0,0,0,0,1,1,0,4,2,3,0,5938,44,49,13,6,723,0,no_claim,single,potential_damage,1000,150000,1,agent
5700,0,1,0,1,1,0,0,2,0,0,5,3,0,8587,4,27,15,4,727,0,no_claim,single,no_damage,0,300000,3,affinity
5701,0,0,0,0,0,0,0,1,0,3,5,1,0,32485,8,31,4,3,627,0,no_claim,single,no_damage,500,300000,1,agent
