account_id,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,num_dependents,years_at_residence,age,debt_to_income,num_transactions,credit_history_mos,credit_score,amount,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_in_education,job_in_energy,job_in_media,job_in_transport,job_in_hospitality,job_in_healthcare,job_in_manufacturing,job_in_financial,citizenship_us,citizenship_latam,citizenship_eu,citizenship_middle_east,citizenship_africa,citizenship_india,citizenship_china,citizenship_other,region_ca,region_ny,region_fl,region_tx,region_ne,region_so,region_mw,region_we,marital_status_single,marital_status_married,marital_status_divorced,analytic_partition
9110,0,0,1,1,1,0,0,1,6,-0.430962773,-0.880030461,-0.30594823,-0.118239231,0.7527668617,0.8667223336,1.3996377248,0.7554374043,false,false,true,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
9111,0,0,1,1,0,0,1,1,5,-0.430962773,0.167723573,0.0993354307,0.9461426578,-1.331843801,0.0103834499,-0.523101855,-0.871518209,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
9112,0,0,1,0,0,1,1,1,5,-0.430962773,-0.028730308,0.8362148144,0.7864853745,-0.168340175,0.4561488962,-0.801748473,1.134231886,false,false,true,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
9113,0,0,1,0,1,0,1,0,7,-0.430962773,-1.403907478,-1.484955244,-1.66159297,0.8497254971,0.7846076461,-0.628656547,-0.123013248,false,false,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
9114,0,0,0,0,1,0,0,1,1,-0.430962773,-0.814545834,-1.153359522,0.4671708078,0.7527668617,-2.253635791,1.3794384482,0.4028315242,false,false,true,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9115,0,1,0,0,1,0,0,0,5,0.4726169487,-0.22518419,-1.742863028,0.7864853745,-0.168340175,0.6673009497,-0.498635536,-0.037586377,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2
9116,0,0,1,1,0,1,1,1,5,0.3220203284,-1.272938224,1.6467821364,-1.501935686,0.8497254971,0.1980741641,-0.727774266,0.8627752243,false,false,true,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
9117,0,1,1,1,1,0,1,1,2,-0.430962773,0.167723573,0.4677751225,1.1590190355,0.9951634503,0.6673009497,1.9403215346,0.2332154191,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
9118,0,0,1,1,0,1,0,0,3,0.7738101893,0.2332082001,-1.190203491,2.063743641,0.7042875439,0.4913409051,-0.572988389,0.0237787011,false,false,false,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9119,0,0,1,1,0,1,1,0,4,0.0208270878,-1.338422851,-1.042827614,-0.118239231,0.5588495907,0.0573061284,0.8299438508,-0.405170047,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
9120,0,1,1,1,0,0,0,0,3,3.0327594939,-0.290668817,-0.011196477,0.0414180523,0.0740564133,-2.347481148,2.4124195525,0.1285871792,true,false,true,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2
9121,0,0,0,0,0,0,1,0,6,-0.430962773,0.167723573,-0.490168076,1.6379908855,0.316453002,-0.142115255,2.1414113773,3.405112284,false,false,true,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
9122,0,0,1,1,1,0,0,1,6,-0.430962773,0.2986928272,0.4309311533,-1.395497497,0.4134116375,0.1511514856,0.7376271856,0.0302612662,false,false,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
9123,0,1,1,1,0,0,1,0,4,-0.430962773,-0.094214935,2.0889097666,-1.395497497,0.510370273,0.5499942533,0.7811058737,0.263555506,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
9124,0,1,0,1,0,0,1,0,1,-0.430962773,-0.487122698,-0.637543953,-0.277896514,1.1406014036,-1.338643559,1.9152799656,1.132681838,false,false,false,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
9125,0,0,1,1,0,0,0,1,5,0.3220203284,-1.076484342,2.0520657974,1.21223813,-0.5076954,0.4678795658,-0.714383325,1.5232819179,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
9126,0,0,1,1,0,0,1,0,6,2.2797763924,-0.290668817,-0.011196477,0.6268280911,0.6073289084,-3.156897353,2.6971099342,-0.254142502,false,false,true,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2
9127,0,1,0,1,0,0,0,0,0,-0.430962773,-1.403907478,0.6151509993,-0.118239231,0.5588495907,0.9605676907,0.1387630512,-0.020740119,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9128,0,0,1,1,0,0,0,0,0,-0.430962773,-0.68357658,-0.527012045,-0.916525648,1.0921220858,0.268458182,-0.340390878,-0.194639884,false,false,false,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
9129,0,1,1,1,0,0,1,0,3,-0.430962773,-0.945515088,-1.190203491,0.4139517134,-0.216819493,0.5969169319,-0.660775872,-0.961114588,false,false,false,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
9130,0,1,0,1,0,0,1,1,3,-0.430962773,-0.880030461,-0.858607768,0.7864853745,0.8982048149,0.4092262176,-0.671472605,0.1063698246,false,false,true,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
9131,0,1,0,1,0,1,1,1,5,-0.430962773,1.7393546238,-1.632331121,-1.129402025,0.4618909552,1.406333137,2.4125579037,-0.612059399,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
9132,0,1,1,1,0,0,1,0,4,2.1291797721,0.1022389459,0.357243215,-1.342278403,0.3649323198,-0.189037934,0.6105770851,0.08569651,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
9133,0,0,0,1,0,0,0,0,2,-0.430962773,0.5606313357,-0.674387922,1.0525808466,0.316453002,-0.048269898,0.7534137868,-0.763735801,false,false,true,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9134,0,0,0,1,0,0,1,1,1,1.8279865315,-0.880030461,-1.411267306,0.5203899023,0.6073289084,0.4678795658,-0.232214796,-0.896475183,false,false,false,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
9135,0,1,0,0,1,1,1,0,0,-0.430962773,-0.421638071,-0.490168076,0.0414180523,-2.64078538,-0.564419362,-0.809328663,-0.04832857,false,false,true,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
9136,0,0,0,1,1,0,1,0,0,-0.430962773,-0.028730308,1.4625622905,-0.065020137,0.8497254971,0.7376849675,0.6644321139,0.1018338314,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
9137,0,0,0,1,0,0,1,0,3,3.9363392157,-0.421638071,-1.706019059,0.4139517134,0.316453002,1.0309517085,0.8773837525,1.4908931243,false,false,true,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
9138,0,0,0,1,0,0,1,1,3,-0.430962773,-1.207453596,0.7256829068,0.7864853745,0.4134116375,-0.177307264,-0.641930981,-0.958549198,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2
9139,0,0,1,1,0,0,1,1,1,-0.430962773,-0.22518419,1.0941225986,-1.448716592,-0.410736764,0.6203782711,2.5946717857,-0.121313001,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
9140,0,1,1,1,0,0,1,1,1,-0.430962773,-0.618091952,1.3151864137,1.21223813,1.1890807213,0.0221141195,-0.160920233,-0.211215785,false,false,false,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9141,0,0,1,1,0,0,1,0,4,-0.430962773,0.0367543188,-1.079671583,1.2654572244,0.9466841326,-0.376728648,-0.540075364,-0.563635419,false,false,false,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
9142,0,0,0,1,0,0,1,1,1,-0.430962773,1.7393546238,0.6888389376,0.4139517134,0.9466841326,1.1482584049,-0.819202571,-0.604303151,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
9143,0,0,0,1,1,0,1,0,1,-0.430962773,1.0190237255,0.5783070301,0.5203899023,-0.556174717,0.2215355034,-0.627957509,0.8881707781,false,false,true,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
9144,0,1,1,0,0,1,0,0,2,1.9785831518,0.8880544713,-0.563856015,0.5203899023,0.3649323198,0.7024929586,0.8403347548,0.8830339911,false,false,true,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
9145,0,0,1,1,1,0,0,0,0,5.4423054188,-1.338422851,-1.742863028,-1.66159297,0.510370273,1.1717197442,-0.556976057,-0.346093993,false,false,false,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
9146,0,1,1,1,0,0,1,1,4,5.2917087984,-0.159699563,-0.121728384,0.6800471856,-3.367975146,-1.233067532,-0.104181673,-0.365896156,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
9147,0,0,1,1,0,0,0,1,2,-0.129769532,-1.272938224,0.6519949684,-0.543991986,0.8497254971,1.0544130478,-0.645244128,0.1166073509,false,false,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
9148,0,1,1,1,0,0,1,1,2,-0.430962773,-0.814545834,1.4625622905,0.73326628,0.3649323198,0.526532914,-0.500790902,0.0382998872,false,false,false,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
9149,0,1,0,0,0,0,1,0,3,-0.280366153,-0.22518419,-1.263891429,-0.065020137,-2.010554249,-0.095192577,-0.125509605,0.1873868682,false,true,true,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
9150,0,1,0,0,0,0,0,1,0,-0.430962773,2.459685522,-0.490168076,-0.011801042,1.0436427681,0.6790316193,-0.738995277,0.0020179498,false,false,true,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9151,0,0,1,0,0,0,1,0,6,3.6351459751,-0.880030461,-0.158572354,-0.011801042,0.2679736843,0.7494156372,-0.491565061,2.4939003463,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
9152,0,1,1,0,1,1,0,1,0,-0.430962773,-0.552607325,0.1361793999,0.3075135245,0.5588495907,-0.106923247,2.3521202699,-0.037994917,false,false,true,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9153,0,1,0,0,0,0,1,0,0,3.4845493548,-1.207453596,-0.527012045,-0.969744742,0.8982048149,-0.435381996,0.6923426501,-0.951315641,false,false,true,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
9154,0,0,1,1,0,0,1,0,1,5.4423054188,0.9535390984,1.7573140439,1.2654572244,0.8982048149,1.3946024674,-0.584325906,-0.465465712,false,false,true,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
9155,0,0,0,0,1,0,1,0,2,-0.430962773,-1.338422851,0.8730587835,-0.22467742,0.8012461794,0.9957596996,-0.799709613,0.3197177102,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
9156,0,1,1,1,0,0,0,0,0,-0.430962773,-0.028730308,-0.78491983,1.4251145077,0.0255770956,0.6203782711,-0.304718111,0.3672344917,false,false,false,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9157,0,0,1,1,0,0,0,0,2,-0.430962773,-0.356153444,-0.084884415,0.6800471856,-2.252950838,0.1511514856,2.0350265785,-0.819861958,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
9158,0,1,1,1,0,0,0,0,3,-0.430962773,-0.552607325,1.5362502288,0.2010753356,-0.265298811,0.268458182,-0.786828388,1.1227927721,false,false,false,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
9159,0,0,0,1,0,0,1,0,3,-0.430962773,-0.68357658,-0.637543953,-0.437553798,0.8497254971,0.5734555926,-0.283732417,0.3789379549,false,false,false,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
9160,0,0,1,0,0,1,1,1,7,-0.430962773,-0.814545834,-0.158572354,-1.235840214,0.8982048149,0.4092262176,-0.692924324,-0.839093368,false,false,false,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9161,0,1,1,1,0,0,1,0,1,-0.430962773,-0.487122698,-1.153359522,0.360732619,0.0740564133,1.0426823782,-0.793811483,-0.564969181,false,false,true,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
9162,0,0,0,0,0,0,1,1,3,-0.430962773,-1.076484342,0.2835552766,0.4139517134,0.0255770956,0.4678795658,-0.803692672,-0.805106462,false,false,true,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
9163,0,0,1,1,0,1,1,0,5,-0.430962773,0.4951467086,-1.079671583,1.3718954133,0.2679736843,0.4678795658,2.7997009971,3.0232237142,false,false,false,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
9164,0,0,0,1,1,0,1,0,3,0.1714237081,1.4774161153,0.2467113074,1.7976481688,0.316453002,0.9019143425,0.2472886529,0.6188589502,false,true,true,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
9165,0,0,1,0,1,1,1,0,2,2.4303730127,-1.403907478,-0.821763799,0.4139517134,0.8497254971,0.268458182,2.1695330811,-0.386016741,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
9166,0,0,1,1,1,0,1,1,1,-0.430962773,2.3287162678,-1.079671583,1.5315526966,0.1225357311,0.4678795658,-0.733934536,-0.115587436,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2
9167,0,0,0,1,0,1,1,1,0,-0.430962773,-0.880030461,-0.3427922,-0.437553798,-0.653133353,0.5148022444,-0.822930772,0.5628529523,false,false,false,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
9168,0,0,0,1,0,0,1,0,0,-0.280366153,1.0845083526,-0.895451737,0.8929235633,1.1406014036,0.5030715747,-0.623777846,1.7049799863,false,false,false,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
9169,0,1,0,0,0,0,1,0,4,-0.430962773,-0.945515088,1.2783424446,1.5315526966,0.0255770956,1.113066396,-0.745366715,0.2403708733,false,false,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
9170,0,0,0,0,0,0,0,0,5,-0.129769532,0.2986928272,-1.337579367,-1.448716592,-1.671199025,0.3505728694,0.0632742622,0.2975964825,false,false,true,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9171,0,0,0,1,1,0,1,1,1,-0.430962773,-0.618091952,0.762526876,0.3075135245,1.0921220858,0.8667223336,-0.243413962,0.9115957283,false,false,true,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2
9172,0,0,0,0,1,0,1,0,3,-0.430962773,0.0367543188,1.8310019823,-1.342278403,0.4134116375,-0.048269898,0.6352400087,-0.670264302,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
9173,0,1,1,1,0,0,1,0,4,-0.430962773,0.5606313357,1.167810537,-0.065020137,0.8497254971,0.2567275123,-0.722174683,1.4465965975,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
9174,0,0,1,0,0,0,1,0,5,-0.430962773,1.4119314882,-0.453324107,0.9461426578,0.9466841326,0.7611463068,2.1038890728,-0.676602677,false,false,true,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
9175,0,1,1,1,1,0,1,0,1,-0.430962773,0.757085217,-1.300735398,-1.555154781,0.8012461794,-1.221336862,-0.725094622,1.4600423627,false,false,true,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9176,0,0,1,1,1,0,1,0,5,-0.430962773,0.0367543188,-1.448111275,2.1169627354,-0.168340175,0.4913409051,1.0150067981,0.5045399063,false,false,false,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
9177,0,0,1,0,1,0,1,1,3,-0.430962773,-1.469392105,-1.190203491,0.0414180523,0.2679736843,-0.177307264,-0.820658899,4.0576884995,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
9178,0,0,1,1,0,1,1,1,1,-0.430962773,-0.356153444,2.1257537358,-0.011801042,0.510370273,1.4180638066,-0.513191539,0.0532656608,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
9179,0,0,1,1,0,0,1,1,2,-0.430962773,-0.814545834,-0.195416323,0.0414180523,1.0436427681,0.6438396104,-0.061795232,-0.330785767,false,false,true,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2
9180,0,0,0,0,1,0,1,1,1,-0.430962773,0.1022389459,-1.411267306,0.0946371468,0.7527668617,0.7494156372,-0.533172367,0.4493630039,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2
9181,0,1,1,1,0,1,1,1,7,-0.430962773,-1.207453596,2.3468175509,-0.118239231,-1.380323119,0.5851862622,-0.4529942,-0.491876608,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
9182,0,1,0,1,1,0,1,0,3,-0.430962773,-0.814545834,-0.3427922,-0.011801042,0.9951634503,1.535370503,-0.793287205,1.3624794579,false,false,false,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
9183,0,1,0,1,1,0,1,1,4,-0.430962773,-0.159699563,-1.448111275,-1.714812064,-1.283364483,0.1746128248,-0.462788009,-0.140958958,false,false,true,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
9184,0,1,0,0,0,0,1,0,4,4.6893223172,-0.356153444,-0.084884415,-0.011801042,0.7527668617,0.6321089408,2.2771266325,-0.579946971,false,false,false,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
9185,0,1,1,0,1,0,0,0,3,-0.430962773,0.167723573,0.3203992458,0.360732619,-0.119860858,-0.060000568,-0.656639899,1.4798985978,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
9186,0,1,1,1,1,0,0,0,4,-0.430962773,0.3641774543,0.4677751225,1.21223813,0.1710150488,-0.928070121,2.6763354078,0.452252822,false,false,false,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
9187,0,0,1,0,1,0,0,1,0,-0.430962773,-1.403907478,0.6151509993,0.5203899023,0.8497254971,0.8549916639,1.9237121078,0.5114370191,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
9188,0,0,1,0,0,1,0,0,2,-0.430962773,2.0667777594,1.2046545062,-0.011801042,0.6073289084,0.7728769765,-0.535466084,0.4867924575,false,false,true,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9189,0,0,0,1,0,0,0,0,6,-0.430962773,0.5606313357,-1.779706998,0.73326628,0.5588495907,0.104228807,-0.587675462,0.3421333268,false,false,true,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
9190,0,0,0,1,0,0,1,1,7,-0.430962773,-1.272938224,0.4677751225,-0.863306553,0.1225357311,-1.843062353,0.3044641108,0.4837043774,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9191,0,0,1,1,0,1,0,0,3,0.1714237081,-1.076484342,-1.66917509,0.4139517134,1.1890807213,0.3036501909,2.3297365005,-0.826026102,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
9192,0,0,1,0,0,0,1,0,0,2.1291797721,1.280962234,1.7573140439,1.3718954133,0.5588495907,-0.060000568,0.127134268,0.5030379218,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
9193,0,1,1,1,0,0,1,0,0,-0.430962773,1.0845083526,-0.932295706,-0.384334703,0.4618909552,0.1159594766,1.5587780243,0.7125106874,false,false,false,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
9194,0,0,0,0,1,0,1,1,5,4.8399189375,-0.421638071,-1.263891429,-0.277896514,0.2679736843,-2.417865166,-0.162114422,0.3772857719,false,false,false,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
9195,0,1,0,0,0,0,0,1,1,-0.430962773,1.870323878,-1.816550967,0.360732619,0.6073289084,0.7024929586,-0.055780595,3.286828001,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
9196,0,0,0,1,0,0,1,0,2,-0.430962773,-1.469392105,1.4625622905,0.0414180523,-0.265298811,0.2098048338,2.5305933306,0.3918009501,false,true,false,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
9197,0,1,0,0,1,0,0,0,3,2.1291797721,1.3464468611,0.4309311533,0.0414180523,0.510370273,0.397495548,0.458274248,-0.663986007,false,false,false,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9198,0,0,0,0,1,0,1,0,6,-0.430962773,-1.076484342,-1.595487152,1.8508672632,0.4618909552,0.8667223336,-0.628299746,-0.423151805,false,false,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
9199,0,0,1,0,0,1,0,1,4,-0.430962773,-1.272938224,-1.079671583,0.6800471856,0.6558082262,-1.150952844,-0.595546918,0.1292480524,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
9200,0,0,1,1,0,1,0,0,5,-0.430962773,0.2986928272,-1.042827614,0.6800471856,0.4618909552,0.1980741641,-0.781505507,-0.729851031,false,false,false,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
9201,0,1,1,1,0,0,1,1,3,-0.430962773,-0.487122698,-1.742863028,0.0946371468,-2.737744015,-0.63480338,-0.04698437,3.2693749412,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
9202,0,1,1,0,1,0,0,1,1,0.1714237081,-0.68357658,1.7941580131,-1.768031159,0.8012461794,0.4092262176,2.4097107814,0.2867701783,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9203,0,1,1,0,0,0,1,1,1,0.0208270878,-0.749061207,-0.637543953,1.3718954133,-0.216819493,0.5617249229,-0.761990705,-0.434116292,false,false,false,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
9204,0,1,0,1,1,0,1,0,3,-0.129769532,1.3464468611,0.3940871842,1.6912099799,1.0921220858,0.4678795658,1.2843329138,3.1078575365,false,false,true,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
9205,0,1,0,0,0,0,0,1,5,0.1714237081,2.1977470136,1.2783424446,-0.916525648,-1.671199025,-0.00134722,2.0525680556,-0.857039078,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
9206,0,1,0,0,1,0,1,0,2,-0.430962773,2.1322623865,1.2414984754,0.4671708078,0.510370273,1.2890264406,-0.215263132,0.6884969593,false,false,false,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
9207,0,1,1,1,1,0,1,1,1,-0.430962773,-1.338422851,-1.411267306,1.9040863576,0.6073289084,0.3153808605,0.5993487922,1.5393171044,false,false,false,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
